role,model,hard_feasible,normalized_deficit,meaningful_AP,meaningful_precision,recall,burst,ratio,positive,overall_preferred,pinball_noninferior_point,robust
EXPOSED_EVALUATION,C1,False,1.8112398959273508,False,False,False,False,True,False,False,True,False
EXPOSED_EVALUATION,C2,False,1.7782926488871766,False,False,False,False,True,False,False,False,False
MAY_HISTORICAL,C1,False,0.7762007021448228,False,False,True,False,False,True,True,True,False
MAY_HISTORICAL,C2,False,1.0437864858580355,False,False,True,False,False,True,True,False,False
