date,predicted_event_count_mean,observed_event_count_diagnostic,event_count_absolute_error,arrival_time_Wasserstein_h,arrival_time_MAE_after_OT_h,power_tier_macro_F1,latency_macro_F1,service_mass_weighted_tier_accuracy,OT_event_set_cost,mean_mass_identity_error_GPU_h,Q50_mass_identity_error_GPU_h,Q90_mass_identity_error_GPU_h,predicted_tier_mass_GPU_h
2025-04-02,382.4695231119792,954,572.0,7.854510553352988,7.854510553352988,0.051588785046728966,0.12394897780884151,0.19217844938583103,2.912227249587429,0.0,0.0,0.0,"{""FULL_1"": 483.339337775625, ""FULL_2"": 351.40997946304765, ""FULL_4"": 451.41648989831543, ""FULL_8"": 347.0809338523813, ""FULL_16"": 322.2262749193701, ""PARTIAL"": 372.10730612182715}"
2025-04-03,382.47365315755206,1022,640.0,4.875922102123907,4.875922102123907,0.033890436397400185,0.12450003278368685,0.02597099155520124,3.226553800881365,0.0,1.1368683772161603e-13,9.094947017729282e-13,"{""FULL_1"": 511.8878449200159, ""FULL_2"": 369.40510044405045, ""FULL_4"": 472.98585617405405, ""FULL_8"": 361.8285956007255, ""FULL_16"": 337.54325884083914, ""PARTIAL"": 390.9304392319451}"
2025-04-12,382.45961507161456,522,140.0,5.104001749135639,5.104001749135639,0.07660910518053375,0.12448437943190567,0.7091752992598916,2.66081562283148,0.0,1.1368683772161603e-13,9.094947017729282e-13,"{""FULL_1"": 531.1253157789575, ""FULL_2"": 379.20616714730244, ""FULL_4"": 489.64247346925083, ""FULL_8"": 371.92542252535674, ""FULL_16"": 347.8390824167435, ""PARTIAL"": 404.78497752113765}"
2025-04-13,382.4661865234375,717,335.0,5.382779286662571,5.382779286662571,0.0018912529550827424,0.14075443510737629,9.270317098327361e-05,2.905706186039971,4.547473508864641e-13,0.0,9.094947017729282e-13,"{""FULL_1"": 513.8934850103218, ""FULL_2"": 367.9429994139566, ""FULL_4"": 473.76198850202087, ""FULL_8"": 360.8178230757527, ""FULL_16"": 336.44587034130274, ""PARTIAL"": 390.69304912020164}"
2025-04-15,382.4823303222656,288,94.0,6.745850032848837,6.745850032848837,0.1469298245614035,0.14590034832651824,0.09601605716157217,3.543983346907353,0.0,1.1368683772161603e-13,9.094947017729282e-13,"{""FULL_1"": 467.6980317719701, ""FULL_2"": 342.31439085079415, ""FULL_4"": 438.21692453359873, ""FULL_8"": 337.6276966556759, ""FULL_16"": 314.09067588683445, ""PARTIAL"": 359.3927749916562}"
2025-04-22,382.46034749348956,844,462.0,4.650113484906077,4.650113484906077,0.02430133657351154,0.15440916217284992,0.0825431679121422,2.9432872093593754,0.0,0.0,0.0,"{""FULL_1"": 371.30206879191064, ""FULL_2"": 281.6928333655738, ""FULL_4"": 361.29743784218795, ""FULL_8"": 279.74062303598, ""FULL_16"": 259.86936325035794, ""PARTIAL"": 292.67512691281644}"
2025-04-23,382.47157796223956,1169,787.0,6.122800916560804,6.122800916560804,0.031479967293540474,0.14122857512326303,0.09546623825116814,2.9962570351817277,0.0,1.1368683772161603e-13,9.094947017729282e-13,"{""FULL_1"": 498.82429312528114, ""FULL_2"": 362.4280487733472, ""FULL_4"": 462.7477937148859, ""FULL_8"": 353.07147084329614, ""FULL_16"": 330.2811008257611, ""PARTIAL"": 381.851801664864}"
