ablation,daily_WAPE,burst_WAPE,mass_ratio,event_set_metric,power_WAPE,mass_identity_max_error_GPU_h,execution,note
A1_WO_SSL_PRETRAINING,1.0076055679711258,0.8471469668307847,0.7562750273077996,,1.6652169798294523,,REUSED_THREE_SEED_FIVE_FOLD_VARIANT,predefined V19-A
A2_WO_BURST_HEAD,1.0248852995964313,0.8381035980054428,0.7964865928725318,,1.7016764856393056,,REUSED_THREE_SEED_FIVE_FOLD_VARIANT,predefined V19-B
A3_WO_EVENT_ENCODER,1.015415449512359,0.8326086201906724,0.7533844001344594,2.791542201036366,1.7491543326899426,0.0,ONE_PREREGISTERED_SEED_FIVE_FOLD,A4 intentionally removes the structural identity; A6 pools all events into 672 causal tokens; A7 keeps aggregate mass but uses 96 anonymous slot queries.
A4_WO_HARD_MASS_RECONCILIATION,1.024209080229439,0.8367855891941279,0.7899924218522175,2.774951377686994,2.888536047568054,4733.5869140625,ONE_PREREGISTERED_SEED_FIVE_FOLD,A4 intentionally removes the structural identity; A6 pools all events into 672 causal tokens; A7 keeps aggregate mass but uses 96 anonymous slot queries.
A5_WO_POWER_TIER_MARK,1.0315044064514698,0.8375569687543288,0.7904896790912261,2.7684357509724724,1.7876028347868538,2.2737367544323206e-13,ONE_PREREGISTERED_SEED_FIVE_FOLD,A4 intentionally removes the structural identity; A6 pools all events into 672 causal tokens; A7 keeps aggregate mass but uses 96 anonymous slot queries.
A6_STANDARD_TRANSFORMER_ENCODER,1.014699960716114,0.8492483560919805,0.7494408096777772,2.7189490803047995,1.7524754186206377,0.0,ONE_PREREGISTERED_SEED_FIVE_FOLD,A4 intentionally removes the structural identity; A6 pools all events into 672 causal tokens; A7 keeps aggregate mass but uses 96 anonymous slot queries.
A7_96_SLOT_HIERARCHICAL_DECODER,1.0824474843396452,0.8188306976196041,0.8593020293225131,3.690523099942456,1.8712011520960665,0.0,ONE_PREREGISTERED_SEED_FIVE_FOLD,A4 intentionally removes the structural identity; A6 pools all events into 672 causal tokens; A7 keeps aggregate mass but uses 96 anonymous slot queries.
