date,slot,predicted_flexible_IT_kW,predicted_flexible_PCC_kW,observed_diagnostic_flexible_IT_kW,scale_label
2025-04-03,80,0.0,0.0,3.7216628673861636,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,81,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,82,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,83,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,84,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,85,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,86,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,87,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,88,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,89,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,90,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,91,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,92,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,93,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,94,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-03,95,0.0,0.0,311.85069268479117,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,0,0.0,0.0,153.107124401484,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,1,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,2,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,3,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
