date,model,phase,reserve_nomination_GPU_h,reserve_shortfall_GPU_h,lower_boundary_MAE_GPU_h,upper_boundary_MAE_GPU_h,normalized_boundary_score,hausdorff_boundary_proxy_GPU_h,simultaneous_inner_coverage,nonempty_set,safe_width_GPU_h,reference_width_GPU_h,capture_ratio
2025-01-08,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6771.58474593911,6947.172218067532,45.03818341331717,10552.460207457963,True,False,0.0,112269.10499999998,0.0
2025-01-09,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6789.7653925808945,6908.817495266607,58.0247977856531,10250.8810407913,True,False,0.0,88687.17888888894,0.0
2025-01-10,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6752.870078400732,6957.522329275095,42.65872086898686,11233.97881856908,True,False,0.0,123517.95555555561,0.0
2025-01-11,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6869.533101688505,6893.187969514293,66.70420199618648,10047.815763013523,True,False,0.0,84360.92000000007,0.0
2025-01-12,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6788.703382217568,7009.3021333838915,33.45148515926775,12599.559374124638,True,False,0.0,159456.52444444457,0.0
2025-01-13,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6797.121798289778,6974.69045205673,39.22111750534761,12124.764096346851,True,False,0.0,136768.3733333333,0.0
2025-01-14,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6911.080836001634,6848.158139170928,106.29502254015675,10644.843496438727,True,False,0.0,46405.7438888889,0.0
2025-01-15,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6902.864145115558,6815.30197858065,190.8490944094775,10168.97294711825,True,False,0.0,22939.209444444445,0.0
2025-01-16,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6818.403807879705,6858.533721057503,91.19804057413555,8532.11715190241,True,False,0.0,47054.86833333335,0.0
2025-01-17,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6936.176662324809,6786.310869977256,683.2767049588574,10633.8615645845,True,False,0.0,5123.758333333335,0.0
2025-01-18,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6918.254633058656,6793.0147187426865,451.23144475055784,9924.254336932083,True,False,0.0,14065.343333333332,0.0
2025-01-19,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6896.659568566384,6817.522154024324,191.65571419009498,10018.093641825544,True,False,0.0,36658.548888888894,0.0
2025-01-20,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6762.36741525504,6978.436312299786,38.74926957178027,12179.974374124631,True,False,0.0,148335.12,0.0
2025-01-21,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6837.326379959012,6974.3901866246315,39.23259307774223,11761.311874124629,True,False,0.0,132405.32944444436,0.0
2025-01-22,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6845.716362325808,6889.798739383119,67.49145395532818,9303.50687412463,True,False,0.0,72931.09166666662,0.0
2025-01-23,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6820.319308912692,6850.021913958737,104.63939655953759,8609.634651902412,True,False,0.0,53689.336111111144,0.0
2025-01-24,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6916.9753736363855,6820.242039826791,173.14249935848272,10271.182584557224,True,False,0.0,29906.63222222222,0.0
2025-01-25,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6803.642590738303,6953.870211894694,43.716155184589375,11263.068540791304,True,False,0.0,121767.07166666683,0.0
2025-01-26,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6868.54767500116,6842.89742389315,109.01728133545018,9577.696327023483,True,False,0.0,26675.74166666666,0.0
2025-01-27,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6926.792136999618,6775.39474912463,13702.186886124247,10270.014382579038,True,False,0.0,12.088888888888889,0.0
2025-01-28,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6792.9033956181565,6951.065168877717,44.69467953062425,12029.254929680188,True,False,0.0,126325.72777777779,0.0
2025-01-29,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6914.477781083969,6787.445884155495,599.1288247131703,10234.894746578568,True,False,0.0,3636.631111111111,0.0
2025-01-30,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6838.447513947266,6839.81189592247,125.21194961397494,9102.050205754842,True,False,0.0,56516.08666666664,0.0
2025-01-31,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6706.186020181876,6964.492250571391,40.90831535342404,11770.707985235742,True,False,0.0,126854.57222222221,0.0
2025-02-01,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6810.904531867278,6886.893633769693,69.9168511313471,9939.305207457965,True,False,0.0,78083.75888888889,0.0
2025-02-02,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6805.521137199845,6804.819858403181,260.7856008323541,7538.8522039126665,True,False,0.0,19269.046666666665,0.0
2025-02-03,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6924.76112406971,6776.152531917841,10943.943455970237,10368.888040199325,True,False,0.0,846.2666666666667,0.0
2025-02-04,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6819.102395658803,6892.449013688674,66.75737239680178,9687.484929680184,True,False,0.0,82785.33611111101,0.0
2025-02-05,BL1_LEGACY_B2_B3,CALIBRATED_EVALUATION,0.0,0.0,6860.289687713139,6951.005285582965,44.784475747894824,10771.787985235755,True,False,0.0,123426.91333333359,0.0
