fold_id,days,G_mean_WAPE,G_Q50_WAPE,G_Q90_coverage
1,30,1.6930055405578568,0.9034172692329895,0.8
2,31,1.0777562247639596,0.9978848042063928,0.9032258064516129
3,31,0.9309851403723528,0.9917285261866665,0.6451612903225806
4,28,3.6251872867388713,1.0053510261210625,1.0
5,31,1.0571518572699938,0.993563999877688,0.8709677419354839
