fold_id,date,actual_G_GPU_h,G_mean_GPU_h,G_Q50_GPU_h,G_Q90_GPU_h
2,2024-12-27,0.5877777777777777,28.764746705642118,1.9867269731675146,130.36616168329118
2,2024-12-28,0.8366666666666667,18.193149310510247,1.9164367417138901,133.3053857705355
2,2024-12-29,0.3822222222222222,10.702559760419536,1.3795207770425262,89.42949543499475
2,2024-12-30,1.138888888888889,9.788315733454766,1.6893732459431985,90.49113018771233
2,2024-12-31,2785.7733333333326,4.548930767301881,1.2721196292839112,62.43290822763665
3,2025-01-01,1.9455555555555557,124.33511264148628,1.3876598786887047,89.34873212757924
3,2025-01-02,1833.663055555556,1678.9706136408204,2.1451045015913013,265.7298512924216
3,2025-01-03,3.581111111111112,259.8710902253519,1.2045180720552031,135.74329483757302
3,2025-01-04,0.4577777777777778,124.33511264148628,1.5191769035795573,95.29924167016685
3,2025-01-05,1.0166666666666666,619.2180271530261,1.0925077164928962,146.2828680018804
3,2025-01-06,1.5077777777777777,173.93735676279408,1.2690848202286156,67.25309663394182
3,2025-01-07,0.6411111111111112,188.28140880801126,1.8665101659288084,25.696138436773246
3,2025-01-08,2.118888888888889,2.462328256462193,1.5096449270559644,2.8548197416417387
3,2025-01-09,1.9311111111111112,4.755389505832589,1.7340333832020647,4.009614472545611
3,2025-01-10,22.073611111111116,4.579488001387161,1.3992241195895674,4.009614472545611
3,2025-01-11,0.1988888888888889,2.0153887163349333,1.078637478534118,40.01182244750724
3,2025-01-12,75.62055555555554,2.183835861023182,0.9639947805514497,2.1165614601099176
3,2025-01-13,3.491111111111111,3.3560812653098284,1.097956326778254,9.988886888355019
3,2025-01-14,5.3422222222222215,2.0540590880317486,1.4108563969484258,45.19271505443284
3,2025-01-15,39.14222222222222,1.9866225644291455,1.4082674079256834,5.115012284993688
3,2025-01-16,5.746666666666665,1.9866225644291455,1.5395023819168587,4.330913193718785
3,2025-01-17,1.698888888888889,1.746285806358042,1.0606068703840195,4.290818380824245
3,2025-01-18,0.7755555555555556,13.020988317151208,1.3668583797834628,103.85434611394682
3,2025-01-19,1.3022222222222222,2.157948428800147,1.061579379381103,2.532582557328571
3,2025-01-20,0.2444444444444444,3.6523232529670153,2.3501486315645046,15.956661522618152
3,2025-01-21,201.1,1.8016127394394421,2.269120138622017,2.269120138622017
3,2025-01-22,55.42083333333333,1.7562576329645552,1.5735466508727785,2.8702023710794857
3,2025-01-23,388.8200000000001,1.910453774632134,1.5735466508727785,2.465362903487715
3,2025-01-24,118.4,1.8407876397189358,0.9317931754703433,2.505457716382255
3,2025-01-25,0.6277777777777778,4.000826465617486,0.6643356457058512,38.46757087844935
3,2025-01-26,97.0127777777778,2.8698298656722874,1.068098106525667,2.777095340400147
3,2025-01-27,0.4288888888888889,12.628592523187042,1.0797892278864771,116.18740007893976
3,2025-01-28,1.3677777777777778,1.778427275058127,2.200054207431508,2.2986702309169647
3,2025-01-29,147.4177777777777,2.829043682020116,2.2277205690573565,2.940319547731858
3,2025-01-30,0.1255555555555555,1.8646729451044495,1.5735466508727785,2.1449604987027358
3,2025-01-31,0.6877777777777777,1.3751044240146173,2.25927182179741,2.25927182179741
4,2025-02-01,0.2555555555555555,6.678076224433512,0.6454061728437631,184.17916975935537
4,2025-02-02,0.2711111111111111,17.724642267998934,1.5810589520287721,185.45479195130204
4,2025-02-03,3.1622222222222223,7.396423871626162,1.4166365317412393,182.97681261366668
4,2025-02-04,0.2711111111111111,121.72309005230841,1.8560125957714393,193.43690145439942
4,2025-02-05,0.0,51.16134846688015,1.9541690141453523,194.46567642086697
4,2025-02-06,20.15,82.83160272548321,0.12301549125248958,191.9876970832316
4,2025-02-07,1.0366666666666666,15.694148989089335,2.175334785584741,120.34732211147826
4,2025-02-08,1.311111111111111,8.571134236394112,0.39515523142968245,190.96764573734666
4,2025-02-09,216.32333333333327,35.78270592160403,1.066751869486655,317.91470217554644
4,2025-02-10,0.9844444444444446,16.21511354136176,2.109550891183567,149.33562666643127
4,2025-02-11,0.4533333333333332,55.06066889059143,1.48994411132424,152.8505052326635
4,2025-02-12,0.1288888888888889,80.67036823672309,2.5041502413431544,113.8882119799254
4,2025-02-13,0.9366666666666666,23.602532117029238,0.33150030905807093,116.47649460187102
4,2025-02-14,0.77,25.983639458076258,1.4686908358486748,145.2307070129437
4,2025-02-15,2.3333333333333326,25.052951700675816,0.7462376639028694,106.43683516583854
4,2025-02-16,0.4933333333333333,14.588209223513193,1.6144723084336536,107.46561013230607
4,2025-02-17,0.8666666666666667,18.501437685905824,1.5313722926464473,106.3802084286051
4,2025-02-18,0.9111111111111112,21.82168203714106,0.7235615485291171,154.05286237835224
4,2025-02-19,11.23777777777778,32.97861044704037,1.1208085903960647,152.8505052326635
4,2025-02-20,1.24,30.06583898302788,1.2756204942514473,77.22851572957465
4,2025-02-21,0.6755555555555555,20.52895962730778,1.7509317044404151,150.3426761744744
4,2025-02-22,1.3822222222222225,11.838930152219591,1.508207000681646,106.43683516583854
4,2025-02-23,0.2533333333333333,4.626425115635066,0.699615903088531,150.3426761744744
4,2025-02-24,0.5011111111111111,9.532576866605456,1.1105117114533185,106.3802084286051
4,2025-02-25,1.17,16.64086460641954,0.7752565863641098,115.39109289817006
4,2025-02-26,0.57,56.19401871092544,0.42570104385854945,161.66106706398688
4,2025-02-27,0.5644444444444444,56.414033262718824,1.5564559361772377,114.51969986949099
4,2025-02-28,0.1911111111111111,12.644543397929471,2.407350926826598,105.2619681744469
5,2025-03-01,2.623333333333333,2.3325736213691934,1.0369291277595252,8.573632662206407
5,2025-03-02,2.0077777777777777,68.0971838023124,1.4436178837205038,319.41602434959464
5,2025-03-03,0.3866666666666666,1.8507002507461776,1.545620947210949,181.19204838098992
5,2025-03-04,0.3177777777777777,2.3559558266355385,1.3438565249959555,194.35272617195335
5,2025-03-05,1.3388888888888888,1.784123424845034,1.7466444701079202,266.3904259166811
5,2025-03-06,18.93111111111111,3.518174728400552,2.3168482447236154,383.5021138414285
5,2025-03-07,2.191111111111111,186.8128772591879,1.89057766727733,271.405035872766
5,2025-03-08,2.0933333333333333,16.41516438778612,1.295711519246544,7.4560165416049236
5,2025-03-09,1.0500000000000005,10.207850092765751,1.1193015587272779,6.827563419708213
5,2025-03-10,3.295555555555556,6.789423904466122,1.0038848280819934,121.29774981312505
5,2025-03-11,3.483333333333332,24.640606163019353,1.2030942028350078,347.4291619424338
5,2025-03-12,2.997777777777777,2.6840493890570185,1.0295001894800355,144.79664452063156
5,2025-03-13,1.7322222222222226,2.3505381340343217,0.5906811204538697,91.9445613733233
5,2025-03-14,1.4833333333333334,6.238122404529107,1.1373713013502151,1.957663591796779
5,2025-03-15,78.99027777777778,7.759033796457434,1.1219393509981133,1.8289093685864353
5,2025-03-16,3.634444444444444,4.66872883075843,0.737691856112389,4.825495530905245
5,2025-03-17,1265.6333333333334,3.956579822814221,0.5710123392503406,2.5772782819250364
5,2025-03-18,12.444444444444445,2.144828431058728,0.42732412122424807,95.17006296733528
5,2025-03-19,278.9744444444445,2.762136157854377,1.1228391618001303,95.359295637297
5,2025-03-20,22.38888888888889,2.5690996845850247,1.3793574653160108,153.34130729143104
5,2025-03-21,1.238888888888889,2.3944964964216715,2.1015472232324934,8.998947788165806
5,2025-03-22,22.75,3.2626031667108855,1.3108209816455316,53.7246160271946
5,2025-03-23,2.555555555555556,12.723623453149996,1.5769130376539497,39.91619580356283
5,2025-03-24,0.36,6.201356143607206,2.0849306461241097,50.35867281671591
5,2025-03-25,5.374444444444445,5.387557424140819,2.0103063733105544,60.023849985066974
5,2025-03-26,21.68222222222222,8.158725660265752,2.3213541807631564,131.91591092733452
5,2025-03-27,22.467222222222222,6.809315613490572,2.0460433041335215,133.5497585674683
5,2025-03-28,0.0,10.453614540699991,2.1373540871346846,36.06573559138252
5,2025-03-29,0.0,5.498367048650924,0.40768623361636597,51.98773179840951
5,2025-03-30,12.133888888888889,5.474365720819927,0.4119374573230873,39.94430976752744
5,2025-03-31,2247.925,27.316595516599843,1.134177274468624,145.60224003409002
