namespace,wetbulb_c,rh_pct,segment,it_lower_kw,it_upper_kw,pcc_slope,pcc_intercept_kw
FORECAST_DAYAHEAD_GFS,0.0,20.0,18,335.59019489640076,354.23409461286747,1.292074865083946,-25.190669948690186
FORECAST_DAYAHEAD_GFS,0.0,20.0,19,354.23409461286747,372.8779943293342,1.292074865083946,-25.190669948690186
FORECAST_DAYAHEAD_GFS,0.0,20.0,20,372.8779943293342,391.5218940458009,1.292074865083949,-25.190669948691323
FORECAST_DAYAHEAD_GFS,0.0,20.0,21,391.5218940458009,410.1657937622676,1.292074865083946,-25.19066994869013
FORECAST_DAYAHEAD_GFS,0.0,20.0,22,410.1657937622676,428.8096934787343,1.292074865083946,-25.190669948690186
FORECAST_DAYAHEAD_GFS,0.0,20.0,23,428.8096934787343,447.453593195201,1.292074865083949,-25.190669948691493
FORECAST_DAYAHEAD_GFS,0.0,50.0,0,0.0,18.64389971646671,1.0000000317984012,4.982289754869939
FORECAST_DAYAHEAD_GFS,0.0,50.0,1,18.64389971646671,37.28779943293342,1.0000007659522896,4.982276067378471
FORECAST_DAYAHEAD_GFS,0.0,50.0,2,37.28779943293342,55.93169914940013,1.000018448224944,4.981616734342218
FORECAST_DAYAHEAD_GFS,0.0,50.0,3,55.93169914940013,74.57559886586684,1.0004432618081756,4.957856188810325
FORECAST_DAYAHEAD_GFS,0.0,50.0,4,74.57559886586684,93.21949858233354,1.010077532329227,4.239374695067141
FORECAST_DAYAHEAD_GFS,0.0,50.0,5,93.21949858233354,111.86339829880026,1.1151158402759305,-5.55224370366129
FORECAST_DAYAHEAD_GFS,0.0,50.0,6,111.86339829880026,130.50729801526697,1.2664166740136373,-22.47726913100294
FORECAST_DAYAHEAD_GFS,0.0,50.0,7,130.50729801526697,149.15119773173367,1.2908376135008244,-25.66437995847008
FORECAST_DAYAHEAD_GFS,0.0,50.0,8,149.15119773173367,167.79509744820038,1.2920231387092715,-25.841202463251136
FORECAST_DAYAHEAD_GFS,0.0,50.0,9,167.79509744820038,186.4389971646671,1.2920727170498647,-25.84952146574227
FORECAST_DAYAHEAD_GFS,0.0,50.0,10,186.4389971646671,205.0828968811338,1.2920747759079154,-25.849905317172556
FORECAST_DAYAHEAD_GFS,0.0,50.0,11,205.0828968811338,223.72679659760053,1.2920748613818303,-25.849922846410607
FORECAST_DAYAHEAD_GFS,0.0,50.0,12,223.72679659760053,242.37069631406723,1.292074864930254,-25.849923640288125
FORECAST_DAYAHEAD_GFS,0.0,50.0,13,242.37069631406723,261.01459603053394,1.2920748650775677,-25.849923675992613
