day,pair,temporal_relocation_nodeh,spatial_slot_relocation_nodeh,flexible_IT_energy_kwh,flexible_IT_peak_kw,flexible_IT_share_pct,trust_bound_active_site_slots,trust_bound_total_site_slots,rack_gpu_constraint_count,rack_gpu_active_count,rack_gpu_max_abs_dual,terminal_constraint_count,terminal_max_abs_dual
2025-04-01,B0_TO_B1,36.31971237475643,75.96116315726414,264.7559691528434,131.81768212826344,3.8974287686892515,1104,1152,4608,109,0.0,15,0.0
2025-04-01,B2_TO_B3,37.80092760011003,75.96253304583391,264.7559691528433,134.34791058105182,3.8974287686892497,1051,1152,4608,109,0.0,15,0.0
2025-04-02,B0_TO_B1,53.53408412427238,110.74483516985146,400.99542407140996,171.7941879665932,5.907801560404342,1067,1152,4608,201,0.0,15,0.0
2025-04-02,B2_TO_B3,54.97854102490207,111.3278551307309,400.99542407141,171.79418796659328,5.907801560404343,953,1152,4608,201,0.0,15,0.0
2025-04-03,B0_TO_B1,69.33887757804784,150.89811012484662,649.9235452580529,148.8884012300937,9.58438333452247,1004,1152,4608,403,0.0,15,0.0
2025-04-03,B2_TO_B3,72.06641180022692,151.56866495234954,649.9235452580533,149.90708735751883,9.584383334522478,783,1152,4608,403,0.0,15,0.0
2025-04-04,B0_TO_B1,271.1668121572762,362.68108411207896,2366.8304444341065,194.40508890106148,34.84993388037354,1052,1152,4608,1490,0.0,15,0.0
2025-04-04,B2_TO_B3,263.6790213619585,373.86239094869995,2366.830444434106,199.69976943309635,34.84993388037355,734,1152,4608,1490,0.0,15,0.0
