day,DA_B3_planning_objective,PI_B3_planning_objective,PI_minus_DA_planning_objective,DA_B3_rho_max_AC,ACT_B3_rho_max_AC,PI_B3_rho_max_AC,ACT_minus_PI_rho_max_AC_regret,DA_minus_PI_rho_max_AC
2025-04-01,0.5089620108067846,0.5182320037159667,0.009269992909182068,0.5160262506807007,0.5456836316158886,0.525378588899242,0.02030504271664657,-0.009352338218541312
2025-04-02,0.5313688854777244,0.541887255011929,0.010518369534204597,0.538444575635433,0.5798865560762766,0.5483572958962434,0.031529260180033214,-0.00991272026081036
2025-04-03,0.515276141204043,0.5376945260749729,0.022418384870929953,0.5222702230309728,0.5492963503109877,0.5446435028987174,0.0046528474122702335,-0.022373279867744622
2025-04-04,0.5225735535005374,0.5454545908673996,0.0228810373668622,0.530033691367559,0.564225250566106,0.5523460172656359,0.011879233300470027,-0.022312325898076968
