issue_time,target_day,role,horizon,base_family,candidate,eligible_residual_days,eligible_residual_rows,order_statistic_k,q85_residual,delta,negative_q85_floored,base_upper_min,base_upper_mean,base_upper_max,final_upper_min,final_upper_mean,final_upper_max,library_first_day,library_last_day,latest_included_availability_ns,membership_SHA256,status
2024-11-10 08:00:00+00:00,2024-11-11,CALIBRATION,H4,B2_L0,R85_B2,63,5103,4339,0.8047932956440045,0.8047932956440045,False,330.95222385170086,1132.7062926531669,1758.2540954329604,741.3229196239727,2534.232797640005,3933.104195264103,2024-09-01,2024-11-06,1731064986000000000,e669ec054fa7efbfd9193c98071baf5f0d9f2b4e126d56f196e66a7718a33c7c,SUPPORTED
2024-11-11 08:00:00+00:00,2024-11-12,CALIBRATION,H24,B1,R85_B1,63,63,55,0.5135286404127459,0.5135286404127459,False,7929.739694444444,7929.739694444444,7929.739694444444,13252.676023598446,13252.676023598446,13252.676023598446,2024-09-01,2024-11-06,1731064986000000000,8488f4b0ca3430fd61b396b1f16d3c665f68829f1491986fe14a4a063958a141,SUPPORTED
2024-11-11 08:00:00+00:00,2024-11-12,CALIBRATION,H24,B2_L0,R85_B2,63,63,55,0.5405230265548937,0.5405230265548937,False,8671.377543034245,8671.377543034245,8671.377543034245,14888.645018815772,14888.645018815772,14888.645018815772,2024-09-01,2024-11-06,1731064986000000000,8488f4b0ca3430fd61b396b1f16d3c665f68829f1491986fe14a4a063958a141,SUPPORTED
2024-11-11 08:00:00+00:00,2024-11-12,CALIBRATION,H4,B1,R85_B1,63,5103,4339,0.34837813296993936,0.34837813296993936,False,294.2104166666666,1597.4918058984908,2622.731444444444,417.2446347309247,2263.691839222217,3716.218423402659,2024-09-01,2024-11-06,1731064986000000000,e669ec054fa7efbfd9193c98071baf5f0d9f2b4e126d56f196e66a7718a33c7c,SUPPORTED
2024-11-11 08:00:00+00:00,2024-11-12,CALIBRATION,H4,B2_L0,R85_B2,63,5103,4339,0.8047932956440045,0.8047932956440045,False,310.0928231637884,1477.911370473528,2234.2133206733834,694.6764141702989,3306.1922027112364,4997.460498116529,2024-09-01,2024-11-06,1731064986000000000,e669ec054fa7efbfd9193c98071baf5f0d9f2b4e126d56f196e66a7718a33c7c,SUPPORTED
2024-11-12 08:00:00+00:00,2024-11-13,CALIBRATION,H24,B1,R85_B1,63,63,55,0.5135286404127459,0.5135286404127459,False,7315.628777777778,7315.628777777778,7315.628777777778,12226.387499999999,12226.387499999999,12226.387499999999,2024-09-01,2024-11-06,1731064986000000000,8488f4b0ca3430fd61b396b1f16d3c665f68829f1491986fe14a4a063958a141,SUPPORTED
2024-11-12 08:00:00+00:00,2024-11-13,CALIBRATION,H24,B2_L0,R85_B2,63,63,55,0.5405230265548937,0.5405230265548937,False,8103.056400763162,8103.056400763162,8103.056400763162,13912.891827362388,13912.891827362388,13912.891827362388,2024-09-01,2024-11-06,1731064986000000000,8488f4b0ca3430fd61b396b1f16d3c665f68829f1491986fe14a4a063958a141,SUPPORTED
2024-11-12 08:00:00+00:00,2024-11-13,CALIBRATION,H4,B1,R85_B1,63,5103,4339,0.34837813296993936,0.34837813296993936,False,397.7237222222221,1847.9729886831271,5198.926361111111,563.8989606883946,2618.5655323108367,7366.088621355527,2024-09-01,2024-11-06,1731064986000000000,e669ec054fa7efbfd9193c98071baf5f0d9f2b4e126d56f196e66a7718a33c7c,SUPPORTED
2024-11-12 08:00:00+00:00,2024-11-13,CALIBRATION,H4,B2_L0,R85_B2,63,5103,4339,0.8047932956440045,0.8047932956440045,False,310.0340422552182,1742.0641338377159,2868.3908365163084,694.5449662915601,3896.8996492588626,6415.62995532948,2024-09-01,2024-11-06,1731064986000000000,e669ec054fa7efbfd9193c98071baf5f0d9f2b4e126d56f196e66a7718a33c7c,SUPPORTED
2024-11-13 08:00:00+00:00,2024-11-14,CALIBRATION,H24,B1,R85_B1,63,63,55,0.5135286404127459,0.5135286404127459,False,9903.824333333336,9903.824333333336,9903.824333333336,16551.72242469567,16551.72242469567,16551.72242469567,2024-09-01,2024-11-06,1731064986000000000,8488f4b0ca3430fd61b396b1f16d3c665f68829f1491986fe14a4a063958a141,SUPPORTED
2024-11-13 08:00:00+00:00,2024-11-14,CALIBRATION,H24,B2_L0,R85_B2,63,63,55,0.5405230265548937,0.5405230265548937,False,7489.49899576791,7489.49899576791,7489.49899576791,12859.472287713432,12859.472287713432,12859.472287713432,2024-09-01,2024-11-06,1731064986000000000,8488f4b0ca3430fd61b396b1f16d3c665f68829f1491986fe14a4a063958a141,SUPPORTED
2024-11-13 08:00:00+00:00,2024-11-14,CALIBRATION,H4,B1,R85_B1,63,5103,4339,0.34837813296993936,0.34837813296993936,False,448.7044444444443,1800.1858799725658,4160.087444444445,636.1268101827029,2550.8622918453634,5894.29501680898,2024-09-01,2024-11-06,1731064986000000000,e669ec054fa7efbfd9193c98071baf5f0d9f2b4e126d56f196e66a7718a33c7c,SUPPORTED
2024-11-13 08:00:00+00:00,2024-11-14,CALIBRATION,H4,B2_L0,R85_B2,63,5103,4339,0.8047932956440045,0.8047932956440045,False,246.53748107187067,1074.081932528193,2635.7724165442623,552.5517838486485,2403.134997890064,5895.440686318558,2024-09-01,2024-11-06,1731064986000000000,e669ec054fa7efbfd9193c98071baf5f0d9f2b4e126d56f196e66a7718a33c7c,SUPPORTED
2024-11-14 08:00:00+00:00,2024-11-15,CALIBRATION,H24,B1,R85_B1,63,63,55,0.5135286404127459,0.5135286404127459,False,9590.050805555555,9590.050805555555,9590.050805555555,16027.35107445939,16027.35107445939,16027.35107445939,2024-09-01,2024-11-06,1731064986000000000,8488f4b0ca3430fd61b396b1f16d3c665f68829f1491986fe14a4a063958a141,SUPPORTED
2024-11-14 08:00:00+00:00,2024-11-15,CALIBRATION,H24,B2_L0,R85_B2,63,63,55,0.5405230265548937,0.5405230265548937,False,6952.669207628468,6952.669207628468,6952.669207628468,11937.786747472785,11937.786747472785,11937.786747472785,2024-09-01,2024-11-06,1731064986000000000,8488f4b0ca3430fd61b396b1f16d3c665f68829f1491986fe14a4a063958a141,SUPPORTED
2024-11-14 08:00:00+00:00,2024-11-15,CALIBRATION,H4,B1,R85_B1,63,5103,4339,0.34837813296993936,0.34837813296993936,False,240.4755833333333,1637.9508182441696,3209.9051944444436,341.1148490899129,2321.0128681722204,4548.10732951004,2024-09-01,2024-11-06,1731064986000000000,e669ec054fa7efbfd9193c98071baf5f0d9f2b4e126d56f196e66a7718a33c7c,SUPPORTED
2024-11-14 08:00:00+00:00,2024-11-15,CALIBRATION,H4,B2_L0,R85_B2,63,5103,4339,0.8047932956440045,0.8047932956440045,False,316.9840215462374,981.7424936132122,1909.3815955323594,710.0867477526788,2196.642385500064,4271.060681313671,2024-09-01,2024-11-06,1731064986000000000,e669ec054fa7efbfd9193c98071baf5f0d9f2b4e126d56f196e66a7718a33c7c,SUPPORTED
2024-11-15 08:00:00+00:00,2024-11-16,CALIBRATION,H24,B1,R85_B1,63,63,55,0.5135286404127459,0.5135286404127459,False,7420.824944444445,7420.824944444445,7420.824944444445,12402.18899716691,12402.18899716691,12402.18899716691,2024-09-01,2024-11-06,1731064986000000000,8488f4b0ca3430fd61b396b1f16d3c665f68829f1491986fe14a4a063958a141,SUPPORTED
2024-11-15 08:00:00+00:00,2024-11-16,CALIBRATION,H24,B2_L0,R85_B2,63,63,55,0.5405230265548937,0.5405230265548937,False,8805.942299666483,8805.942299666483,8805.942299666483,15119.679870372333,15119.679870372333,15119.679870372333,2024-09-01,2024-11-06,1731064986000000000,8488f4b0ca3430fd61b396b1f16d3c665f68829f1491986fe14a4a063958a141,SUPPORTED
2024-11-15 08:00:00+00:00,2024-11-16,CALIBRATION,H4,B1,R85_B1,63,5103,4339,0.34837813296993936,0.34837813296993936,False,298.5433333333333,1446.2746886145394,3399.2458888888846,423.38337186978316,2049.4522852876994,4816.359142849778,2024-09-01,2024-11-06,1731064986000000000,e669ec054fa7efbfd9193c98071baf5f0d9f2b4e126d56f196e66a7718a33c7c,SUPPORTED
2024-11-15 08:00:00+00:00,2024-11-16,CALIBRATION,H4,B2_L0,R85_B2,63,5103,4339,0.8047932956440045,0.8047932956440045,False,268.9784078567169,1023.8327913771577,1856.8669732347269,602.7349520669671,2290.7661493400456,4153.625686317688,2024-09-01,2024-11-06,1731064986000000000,e669ec054fa7efbfd9193c98071baf5f0d9f2b4e126d56f196e66a7718a33c7c,SUPPORTED
