phase,horizon,candidate,support_complete,N,evaluated_N,positive_N,positive_coverage,overall_coverage_DIAGNOSTIC,mean_day_positive_coverage,supported_positive_days,zero_fraction,under_GPUh,over_GPUh,positive_shortfall_ratio,positive_upper_WAPE,positive_pinball85,miss_N,mean_miss_GPUh,P90_miss_GPUh,P95_miss_GPUh,maximum_miss_GPUh,raw_base_under_GPUh,TRAIN_Q95_anchor_over_GPUh,R6_static_U2_over_GPUh,PASS,failure_reasons
CALIBRATION,H4,R85_B1,True,2106,2106,2092,0.8671128107074569,0.8679962013295347,0.8670918055392941,26,0.006647673314339981,1969270.7874506302,2742534.650197119,0.5546525371382843,1.3198724513762463,994.9390038035787,278,7083.707868527446,26290.471492534827,51525.04771532308,61612.24361090856,2180282.1010277774,3958371.4572222047,2677543.479160971,False,over_GPUh_below_R6_static_U2
CALIBRATION,H4,R85_B2,True,2106,2106,2092,0.8953154875717018,0.896011396011396,0.8953349204490757,26,0.006647673314339981,1912223.415502375,3127384.242942357,0.5385849298849753,1.4121765089466876,999.3487063923008,219,8731.613769417238,24147.24751108813,53527.36824293721,61955.83852838851,2380483.685491172,3958371.4572222047,2677543.479160971,False,over_GPUh_below_R6_static_U2
CALIBRATION,H24,R85_B1,True,26,26,26,0.8076923076923077,0.8076923076923077,0.8076923076923077,26,0.0,86214.30079962006,144238.598283912,0.3468338893054264,0.9270953258279465,3650.6902085486095,5,17242.860159924014,39490.72495364082,46242.16099279892,52993.59703195704,117580.58980555556,115479.75972222215,400120.40510442597,False,positive_coverage_lower|over_GPUh_below_TRAIN_Q95
CALIBRATION,H24,R85_B2,True,26,26,26,0.8076923076923077,0.8076923076923077,0.8076923076923077,26,0.0,87837.14713703781,165818.74817541687,0.35336248260991615,1.0204392995188154,3828.245665107487,5,17567.429427407566,39995.09884035491,47775.49212687333,55555.88541339176,119933.3359521863,115479.75972222215,400120.40510442597,False,positive_coverage_lower|over_GPUh_below_TRAIN_Q95
