phase,horizon,candidate,support_complete,N,evaluated_N,positive_N,positive_coverage,overall_coverage_DIAGNOSTIC,mean_day_positive_coverage,supported_positive_days,zero_fraction,under_GPUh,over_GPUh,positive_shortfall_ratio,positive_upper_WAPE,positive_pinball85,miss_N,mean_miss_GPUh,P90_miss_GPUh,P95_miss_GPUh,maximum_miss_GPUh,raw_base_under_GPUh,TRAIN_Q95_anchor_over_GPUh,R6_static_U2_over_GPUh,PASS,failure_reasons
EXPOSED_EVALUATION,H4,R85_B1,True,7128,7128,6403,0.827893175074184,0.8453984287317621,0.8328478902395915,83,0.10171156004489337,4223539.079435736,8982247.660509475,0.44819942780953265,1.253130519690918,738.3695235370552,1102,3832.6125947692703,15056.065930092615,17643.17404389179,24649.092114635678,4864897.181555561,13149881.783611052,10612434.681259915,False,positive_coverage_lower|supported_month_positive_coverage|supported_month_mean_day_coverage
EXPOSED_EVALUATION,H4,R85_B2,True,7128,7128,6403,0.8578791191628924,0.872334455667789,0.8618190109365337,83,0.10171156004489337,3862978.501189174,10000289.170311555,0.4099369560242891,1.4020079103326337,731.8172994759719,910,4245.031319988104,15434.956236776174,17543.41348011466,23119.720743592537,5179432.320468452,13149881.783611052,10612434.681259915,True,
EXPOSED_EVALUATION,H24,R85_B1,True,88,88,83,0.8192771084337349,0.8295454545454546,0.8192771084337349,83,0.056818181818181816,140180.51567021743,527270.9172363263,0.2085116725986354,0.910072157657411,2287.96814093892,15,9345.367711347828,15689.870405134763,17886.235930083632,22540.252915093664,237915.88641666697,390803.8845555553,1415858.6570005214,False,positive_coverage_lower|supported_month_positive_coverage|supported_month_mean_day_coverage|over_GPUh_below_TRAIN_Q95
EXPOSED_EVALUATION,H24,R85_B2,True,88,88,83,0.8313253012048193,0.8409090909090909,0.8313253012048193,83,0.056818181818181816,116305.76643239959,629008.160681609,0.17299914881707218,1.0210858223523867,2221.4946260587253,14,8307.5547451714,15922.704487172012,16876.516069719302,17641.75612919453,229612.14051508828,390803.8845555553,1415858.6570005214,False,positive_coverage_lower|supported_month_positive_coverage|supported_month_mean_day_coverage|over_GPUh_below_TRAIN_Q95
