role,resolution,method,reference_resolution,reference_method,contrast,metric,delta,CI95_low,CI95_high,nonfinite_draws,draws,block_observed_days,N_days
MAY_HISTORICAL,H3,DIRECT,H3,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,positive_coverage,-0.008333333333333304,-0.029535864978902926,0.021008403361344467,0,2000,7,31
MAY_HISTORICAL,H3,DIRECT,H3,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,normalized_Q50_pinball,-0.014976155483048537,-0.08592420681523404,0.05714186183046639,0,2000,7,31
MAY_HISTORICAL,H3,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,Q90_coverage,-0.025537634408602128,-0.06720430107526887,0.012096774193548376,0,2000,1,31
MAY_HISTORICAL,H3,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,calibration_error,0.025537634408602128,-0.009408602150537626,0.06720430107526887,0,2000,1,31
MAY_HISTORICAL,H3,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q90_pinball,-0.46128466417444125,-0.5931027147297017,-0.3373323345614726,0,2000,1,31
MAY_HISTORICAL,H3,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,requirement_ratio,-0.07269084014981719,-0.1726356629607424,-0.009276098173803789,0,2000,1,31
MAY_HISTORICAL,H3,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,high_load_coverage,0.024310425432445062,-0.059728417041479256,0.135172209728962,0,2000,1,31
MAY_HISTORICAL,H3,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,positive_coverage,-0.010191705790297378,-0.055448006486238065,0.028315754756903948,0,2000,1,31
MAY_HISTORICAL,H3,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q50_pinball,-0.1536293543540317,-0.21132178059240236,-0.09263542040889002,0,2000,1,31
MAY_HISTORICAL,H3,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,Q90_coverage,-0.025537634408602128,-0.06992607526881725,0.016129032258064502,0,2000,7,31
MAY_HISTORICAL,H3,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,calibration_error,0.025537634408602128,-0.014784946236559127,0.06992607526881707,0,2000,7,31
MAY_HISTORICAL,H3,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q90_pinball,-0.46128466417444125,-0.5711344996751427,-0.348255977689047,0,2000,7,31
MAY_HISTORICAL,H3,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,requirement_ratio,-0.07269084014981719,-0.15816734946101543,-0.005326349766206194,0,2000,7,31
MAY_HISTORICAL,H3,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,high_load_coverage,0.024310425432445062,-0.06437152391546162,0.14289183376118764,0,2000,7,31
MAY_HISTORICAL,H3,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,positive_coverage,-0.010191705790297378,-0.05754000394296063,0.032369525526039986,0,2000,7,31
MAY_HISTORICAL,H3,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q50_pinball,-0.1536293543540317,-0.24163793498740588,-0.06174355480002992,0,2000,7,31
MAY_HISTORICAL,H3,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,Q90_coverage,-0.017473118279569877,-0.048387096774193505,0.009408602150537626,0,2000,1,31
MAY_HISTORICAL,H3,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,calibration_error,0.017473118279569877,-0.008064516129032251,0.048387096774193505,0,2000,1,31
MAY_HISTORICAL,H3,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q90_pinball,-0.4319568276574419,-0.5519929021493918,-0.31699208096891335,0,2000,1,31
MAY_HISTORICAL,H3,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,requirement_ratio,0.0,-4.440892098500626e-16,4.440892098500626e-16,0,2000,1,31
MAY_HISTORICAL,H3,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,high_load_coverage,0.08882655446470313,-0.00773464912280701,0.19479536645096387,0,2000,1,31
MAY_HISTORICAL,H3,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,positive_coverage,-0.0018583724569640747,-0.03347578768878903,0.026152933720621024,0,2000,1,31
MAY_HISTORICAL,H3,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q50_pinball,-0.13865319887098315,-0.1597387599449069,-0.11655631408442613,0,2000,1,31
MAY_HISTORICAL,H3,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,Q90_coverage,-0.017473118279569877,-0.04704301075268813,0.0026881720430107503,0,2000,7,31
MAY_HISTORICAL,H3,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,calibration_error,0.017473118279569877,-0.0040322580645161255,0.04704301075268813,0,2000,7,31
MAY_HISTORICAL,H3,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q90_pinball,-0.4319568276574419,-0.5619710075181072,-0.2855494780792021,0,2000,7,31
MAY_HISTORICAL,H3,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,requirement_ratio,0.0,-4.440892098500626e-16,4.440892098500626e-16,0,2000,7,31
MAY_HISTORICAL,H3,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,high_load_coverage,0.08882655446470313,0.02701423013923014,0.2023524033437822,0,2000,7,31
MAY_HISTORICAL,H3,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,positive_coverage,-0.0018583724569640747,-0.03242925632310871,0.019545003792344515,0,2000,7,31
MAY_HISTORICAL,H3,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q50_pinball,-0.13865319887098315,-0.16073669821350625,-0.11492270530904979,0,2000,7,31
MAY_HISTORICAL,H6,DIRECT,H6,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,Q90_coverage,-0.040322580645161255,-0.07258064516129037,-0.008064516129032362,0,2000,1,31
MAY_HISTORICAL,H6,DIRECT,H6,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,calibration_error,0.040322580645161255,0.001612903225806539,0.07258064516129037,0,2000,1,31
MAY_HISTORICAL,H6,DIRECT,H6,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,normalized_Q90_pinball,0.07426948847443793,-0.02412823744793873,0.1912994794285316,0,2000,1,31
MAY_HISTORICAL,H6,DIRECT,H6,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,requirement_ratio,-0.23353119413137624,-0.37715677366696126,-0.14842723712823297,0,2000,1,31
MAY_HISTORICAL,H6,DIRECT,H6,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,high_load_coverage,-0.23809523809523808,-0.4666666666666667,-0.07407407407407407,0,2000,1,31
MAY_HISTORICAL,H6,DIRECT,H6,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,positive_coverage,-0.04065040650406504,-0.07377049180327877,-0.008331611570247916,0,2000,1,31
MAY_HISTORICAL,H6,DIRECT,H6,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,normalized_Q50_pinball,-0.027408285172175972,-0.10756167604999975,0.05069431400133164,0,2000,1,31
MAY_HISTORICAL,H6,DIRECT,H6,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,Q90_coverage,-0.040322580645161255,-0.07258064516129037,-0.008064516129032251,0,2000,7,31
MAY_HISTORICAL,H6,DIRECT,H6,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,calibration_error,0.040322580645161255,0.0015725806451613777,0.07258064516129037,0,2000,7,31
MAY_HISTORICAL,H6,DIRECT,H6,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,normalized_Q90_pinball,0.07426948847443793,-0.022763095113002573,0.16179090317363048,0,2000,7,31
MAY_HISTORICAL,H6,DIRECT,H6,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,requirement_ratio,-0.23353119413137624,-0.3448646206993062,-0.15591780476903822,0,2000,7,31
MAY_HISTORICAL,H6,DIRECT,H6,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,high_load_coverage,-0.23809523809523808,-0.4,-0.09090909090909091,0,2000,7,31
MAY_HISTORICAL,H6,DIRECT,H6,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,positive_coverage,-0.04065040650406504,-0.07317073170731703,-0.008130081300813052,0,2000,7,31
MAY_HISTORICAL,H6,DIRECT,H6,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,normalized_Q50_pinball,-0.027408285172175972,-0.1384083926706008,0.08376848471308514,0,2000,7,31
MAY_HISTORICAL,H6,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,Q90_coverage,-0.06182795698924726,-0.11827956989247312,-0.008064516129032251,0,2000,1,31
MAY_HISTORICAL,H6,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,calibration_error,0.06182795698924726,0.008064516129032251,0.11827956989247312,0,2000,1,31
MAY_HISTORICAL,H6,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q90_pinball,-0.6383448790967297,-0.8270089402251725,-0.470087692368873,0,2000,1,31
MAY_HISTORICAL,H6,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,requirement_ratio,-0.23353119413137624,-0.37715677366696126,-0.14842723712823297,0,2000,1,31
MAY_HISTORICAL,H6,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,high_load_coverage,-0.024844720496894415,-0.10344827586206896,0.048078007518796984,0,2000,1,31
MAY_HISTORICAL,H6,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,positive_coverage,-0.04301690904232991,-0.09786356735083707,0.008562204380251442,0,2000,1,31
MAY_HISTORICAL,H6,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q50_pinball,-0.23254828475969225,-0.3112829593543076,-0.15422407149164288,0,2000,1,31
MAY_HISTORICAL,H6,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,Q90_coverage,-0.06182795698924726,-0.1088709677419355,-0.016129032258064502,0,2000,7,31
MAY_HISTORICAL,H6,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,calibration_error,0.06182795698924726,0.006659946236559139,0.1088709677419355,0,2000,7,31
MAY_HISTORICAL,H6,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q90_pinball,-0.6383448790967297,-0.8106299348711042,-0.488123957387084,0,2000,7,31
MAY_HISTORICAL,H6,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,requirement_ratio,-0.23353119413137624,-0.3448646206993064,-0.15591780476903822,0,2000,7,31
MAY_HISTORICAL,H6,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,high_load_coverage,-0.024844720496894415,-0.0861264642798218,0.022874220374220346,0,2000,7,31
MAY_HISTORICAL,H6,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,positive_coverage,-0.04301690904232991,-0.09003918921288424,2.49675421950005e-06,0,2000,7,31
MAY_HISTORICAL,H6,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q50_pinball,-0.23254828475969225,-0.3544596247465767,-0.11449083599038741,0,2000,7,31
MAY_HISTORICAL,H6,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,Q90_coverage,-0.021505376344086002,-0.07530241935483875,0.03091397849462363,0,2000,1,31
MAY_HISTORICAL,H6,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,calibration_error,0.021505376344086002,-0.01613575268817203,0.07530241935483857,0,2000,1,31
MAY_HISTORICAL,H6,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q90_pinball,-0.7126143675711676,-0.9420773556479762,-0.4983778271910836,0,2000,1,31
MAY_HISTORICAL,H6,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,requirement_ratio,0.0,-4.440892098500626e-16,4.440892098500626e-16,0,2000,1,31
MAY_HISTORICAL,H6,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,high_load_coverage,0.21325051759834368,0.04758956214064573,0.406253382034632,0,2000,1,31
MAY_HISTORICAL,H6,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,positive_coverage,-0.0023665025382648697,-0.056787254358971063,0.049006423453354486,0,2000,1,31
MAY_HISTORICAL,H6,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q50_pinball,-0.20513999958751628,-0.23308259649740254,-0.17773951661016413,0,2000,1,31
MAY_HISTORICAL,H6,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,Q90_coverage,-0.021505376344086002,-0.06720430107526887,0.017473118279569877,0,2000,7,31
MAY_HISTORICAL,H6,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,calibration_error,0.021505376344086002,-0.010752688172043001,0.06720430107526887,0,2000,7,31
MAY_HISTORICAL,H6,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q90_pinball,-0.7126143675711676,-0.9256493319017859,-0.5043752949000403,0,2000,7,31
MAY_HISTORICAL,H6,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,requirement_ratio,0.0,-4.440892098500626e-16,4.440892098500626e-16,0,2000,7,31
MAY_HISTORICAL,H6,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,high_load_coverage,0.21325051759834368,0.08333333333333334,0.33333333333333337,0,2000,7,31
MAY_HISTORICAL,H6,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,positive_coverage,-0.0023665025382648697,-0.048677782098712284,0.03504509356446168,0,2000,7,31
MAY_HISTORICAL,H6,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q50_pinball,-0.20513999958751628,-0.2246979318231984,-0.18639761093721038,0,2000,7,31
MAY_HISTORICAL,CUM,DIRECT,CUM,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,Q90_coverage,-0.03091397849462374,-0.07526881720430112,0.0026881720430107503,0,2000,1,31
MAY_HISTORICAL,CUM,DIRECT,CUM,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,calibration_error,0.03091397849462374,-0.013172043010752588,0.07526881720430112,0,2000,1,31
MAY_HISTORICAL,CUM,DIRECT,CUM,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,normalized_Q90_pinball,0.19631877822221622,0.02045837487113319,0.4129428617842554,0,2000,1,31
MAY_HISTORICAL,CUM,DIRECT,CUM,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,requirement_ratio,-0.5532012364319311,-0.8435347454813776,-0.3851361048233811,0,2000,1,31
MAY_HISTORICAL,CUM,DIRECT,CUM,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,high_load_coverage,-0.04999999999999999,-0.20008130081300812,0.037060478199718604,0,2000,1,31
MAY_HISTORICAL,CUM,DIRECT,CUM,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,positive_coverage,-0.031039136302294157,-0.07588333278176741,0.0027027941337819266,0,2000,1,31
MAY_HISTORICAL,CUM,DIRECT,CUM,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,normalized_Q50_pinball,-0.2487547643725172,-0.4493063189293163,-0.03741609750863525,0,2000,1,31
MAY_HISTORICAL,CUM,DIRECT,CUM,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,Q90_coverage,-0.03091397849462374,-0.09008736559139788,0.005376344086021501,0,2000,7,31
MAY_HISTORICAL,CUM,DIRECT,CUM,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,calibration_error,0.03091397849462374,-0.005376344086021501,0.0900873655913977,0,2000,7,31
MAY_HISTORICAL,CUM,DIRECT,CUM,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,normalized_Q90_pinball,0.19631877822221622,0.049703936314267866,0.3644722282934315,0,2000,7,31
MAY_HISTORICAL,CUM,DIRECT,CUM,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,requirement_ratio,-0.5532012364319311,-0.7824669849353189,-0.4126690418548501,0,2000,7,31
MAY_HISTORICAL,CUM,DIRECT,CUM,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,high_load_coverage,-0.04999999999999999,-0.13924786576390932,0.019740109794353415,0,2000,7,31
MAY_HISTORICAL,CUM,DIRECT,CUM,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,positive_coverage,-0.031039136302294157,-0.09056813214832089,0.005383761468222708,0,2000,7,31
MAY_HISTORICAL,CUM,DIRECT,CUM,AGGREGATED_H1,SAME_TARGET_DIRECT_EFFECT,normalized_Q50_pinball,-0.2487547643725172,-0.4454470871054347,-0.01204519143243978,0,2000,7,31
MAY_HISTORICAL,CUM,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,Q90_coverage,-0.081989247311828,-0.19758064516129037,0.022849462365591378,0,2000,1,31
MAY_HISTORICAL,CUM,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,calibration_error,0.081989247311828,-0.012096774193548376,0.19758064516129037,0,2000,1,31
MAY_HISTORICAL,CUM,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q90_pinball,-0.43036265093383785,-0.7282802754005805,-0.09416843153971842,0,2000,1,31
MAY_HISTORICAL,CUM,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,requirement_ratio,-0.5532012364319311,-0.8435347454813781,-0.38513610482338134,0,2000,1,31
MAY_HISTORICAL,CUM,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,high_load_coverage,0.013250517598343683,-0.06840461886839276,0.17045001991238518,0,2000,1,31
MAY_HISTORICAL,CUM,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,positive_coverage,-0.06250277191715292,-0.17704363302049553,0.039919104237535606,0,2000,1,31
MAY_HISTORICAL,CUM,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q50_pinball,-0.13958645809756165,-0.34869104497419773,0.08790530760358989,0,2000,1,31
MAY_HISTORICAL,CUM,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,Q90_coverage,-0.081989247311828,-0.16532258064516125,0.0013440860215053752,0,2000,7,31
MAY_HISTORICAL,CUM,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,calibration_error,0.081989247311828,-0.0013440860215053752,0.16532258064516125,0,2000,7,31
MAY_HISTORICAL,CUM,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q90_pinball,-0.43036265093383785,-0.6638268018033447,-0.1355289550298564,0,2000,7,31
MAY_HISTORICAL,CUM,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,requirement_ratio,-0.5532012364319311,-0.7824669849353191,-0.4126690418548501,0,2000,7,31
MAY_HISTORICAL,CUM,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,high_load_coverage,0.013250517598343683,-0.04386815393441899,0.09441241612924228,0,2000,7,31
MAY_HISTORICAL,CUM,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,positive_coverage,-0.06250277191715292,-0.14430265645080753,0.01883400736436983,0,2000,7,31
MAY_HISTORICAL,CUM,DIRECT,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q50_pinball,-0.13958645809756165,-0.3098786394927281,0.04093333849361059,0,2000,7,31
MAY_HISTORICAL,CUM,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,Q90_coverage,-0.051075268817204256,-0.16129032258064513,0.045698924731182755,0,2000,1,31
MAY_HISTORICAL,CUM,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,calibration_error,0.051075268817204256,-0.02043010752688179,0.16129032258064513,0,2000,1,31
MAY_HISTORICAL,CUM,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q90_pinball,-0.6266814291560541,-0.9617772935927902,-0.2678412832757472,0,2000,1,31
MAY_HISTORICAL,CUM,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,requirement_ratio,0.0,-6.661338147750939e-16,4.440892098500626e-16,0,2000,1,31
MAY_HISTORICAL,CUM,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,high_load_coverage,0.06325051759834367,-0.054050345562826264,0.296815895899519,0,2000,1,31
MAY_HISTORICAL,CUM,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,positive_coverage,-0.031463635614858765,-0.13802915704344346,0.06400482694524341,0,2000,1,31
MAY_HISTORICAL,CUM,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q50_pinball,0.10916830627495555,-0.14670494984464827,0.4173383586269155,0,2000,1,31
MAY_HISTORICAL,CUM,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,Q90_coverage,-0.051075268817204256,-0.10890456989247313,0.009408602150537626,0,2000,7,31
MAY_HISTORICAL,CUM,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,calibration_error,0.051075268817204256,-0.008064516129032251,0.1088709677419355,0,2000,7,31
MAY_HISTORICAL,CUM,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q90_pinball,-0.6266814291560541,-0.9364402247698438,-0.29932908537711694,0,2000,7,31
MAY_HISTORICAL,CUM,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,requirement_ratio,0.0,-4.496403249731881e-16,4.440892098500626e-16,0,2000,7,31
MAY_HISTORICAL,CUM,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,high_load_coverage,0.06325051759834367,-0.027771025176353815,0.18154774287497397,0,2000,7,31
MAY_HISTORICAL,CUM,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,positive_coverage,-0.031463635614858765,-0.08841748658005832,0.02710447295678775,0,2000,7,31
MAY_HISTORICAL,CUM,AGGREGATED_H1,H1,DIRECT,RESOLUTION_EFFECT,normalized_Q50_pinball,0.10916830627495555,-0.05866596645921733,0.2860470361020271,0,2000,7,31
