role,resolution,method,block,start_hour,end_hour,duration,Q90_coverage,calibration_error,normalized_Q90_pinball,requirement_ratio,high_load_coverage,positive_coverage,normalized_Q50_pinball,N_days,N_targets,actual_primary_GPUh,predicted_primary_GPUh,N_high_load,N_positive,Q90_pinball_GPUh,Q50_pinball_GPUh,prefix_downward_pairs_Q50,prefix_downward_pairs_Q90,max_prefix_drop_GPUh
DEVELOPMENT,CUM,DIRECT,4,0,4,5,0.7758620689655172,0.12413793103448278,0.7923288997988737,1.5148214170390952,0.0,0.7450980392156863,0.8161699057988999,58,58,89134.90388888892,135023.46141661025,2,51,588.9889000793046,606.7114492685412,0,0,0.0
DEVELOPMENT,CUM,DIRECT,5,0,5,6,0.7241379310344828,0.17586206896551726,0.9428369767476024,1.200850071631367,0.0,0.6862745098039216,0.9032121614470637,58,58,120324.60305555558,144491.80819827976,4,51,841.0454507409191,805.6986501095643,0,0,0.0
DEVELOPMENT,CUM,DIRECT,6,0,6,7,0.6724137931034483,0.22758620689655173,1.0539062061959326,0.9932910936701158,0.0,0.6346153846153846,0.9841667505521685,58,58,155647.86000000002,154603.63308681318,6,52,1096.8105293954695,1024.2319936446627,0,0,0.0
DEVELOPMENT,CUM,DIRECT,7,0,7,8,0.6206896551724138,0.2793103448275862,0.9848332991502649,0.9619981212143589,0.0,0.5769230769230769,0.9207203229244205,58,58,171988.9202777778,165453.0181769083,8,52,1171.3436312121987,1095.0887701661734,0,0,0.0
DEVELOPMENT,CUM,DIRECT,8,0,8,9,0.5862068965517241,0.31379310344827593,0.9824594957536872,0.9099706507895191,0.0,0.5384615384615384,0.8661401537715736,58,58,191919.43666666668,174641.05468272459,7,52,1314.5853044890519,1158.9435724294337,0,0,0.0
DEVELOPMENT,CUM,DIRECT,9,0,9,10,0.5689655172413793,0.3310344827586207,0.9697220592268735,0.8591987001416399,0.0,0.5192307692307693,0.8277091026617156,58,58,211739.57583333337,181926.36832454216,8,52,1441.7132309364395,1230.5785491002607,0,0,0.0
DEVELOPMENT,CUM,DIRECT,10,0,10,11,0.5689655172413793,0.3310344827586207,0.9595757872551781,0.830107631898147,0.0,0.5192307692307693,0.7991790735403316,58,58,225830.23305555558,187463.39997275392,9,52,1569.2913293552435,1306.978362070204,0,0,0.0
DEVELOPMENT,CUM,DIRECT,11,0,11,12,0.5689655172413793,0.3310344827586207,0.8958673800060216,0.841488670420785,0.0,0.5192307692307693,0.7412186036064168,58,58,230606.57527777783,194052.82042078784,6,52,1598.2936668869183,1322.3888115168768,0,0,0.0
DEVELOPMENT,CUM,DIRECT,12,0,12,13,0.5689655172413793,0.3310344827586207,0.8774403612567154,0.8169895994967223,0.0,0.5192307692307693,0.7140778769569045,58,58,242556.08222222223,198165.79647022742,7,52,1695.8700443991288,1380.1317267476825,0,0,0.0
DEVELOPMENT,CUM,DIRECT,13,0,13,14,0.5172413793103449,0.38275862068965516,0.8232331143973457,0.8146250256139934,0.0,0.46153846153846156,0.6795117148142201,58,58,253224.92361111115,206283.35988280294,7,52,1713.4935589328327,1414.349017539137,0,0,0.0
DEVELOPMENT,CUM,DIRECT,14,0,14,15,0.5172413793103449,0.38275862068965516,0.8203746796051117,0.7990021330099747,0.0,0.46153846153846156,0.6614354431087393,58,58,264767.63027777785,211549.90134394082,8,52,1829.5113821400962,1475.0621902431233,0,0,0.0
DEVELOPMENT,CUM,DIRECT,15,0,15,16,0.5,0.4,0.8288524168928297,0.7871435698482403,0.0,0.4423076923076923,0.659363913356602,58,58,281549.7330555556,221620.061967169,10,52,1971.645354761953,1568.471986533763,0,0,0.0
DEVELOPMENT,CUM,DIRECT,16,0,16,17,0.5,0.4,0.787334321924472,0.7836632282911508,0.0,0.4423076923076923,0.6222606165708595,58,58,287646.3969444445,225417.90403580116,10,52,1989.9387737859363,1572.7251992363695,0,0,0.0
DEVELOPMENT,CUM,DIRECT,17,0,17,18,0.5,0.4,0.7655252023996991,0.7807460257800448,0.0,0.4423076923076923,0.6108177456075479,58,58,294995.11555555556,230316.26409452505,10,52,2048.6303723262163,1634.6160540304413,0,0,0.0
DEVELOPMENT,CUM,DIRECT,18,0,18,19,0.5,0.4,0.7299737198873981,0.7744166995280543,0.0,0.4423076923076923,0.5772252575926954,58,58,296485.76972222223,229603.53124531804,10,52,2062.017919824934,1630.5365419392126,0,0,0.0
DEVELOPMENT,CUM,DIRECT,19,0,19,20,0.46551724137931033,0.4344827586206897,0.7347025159035828,0.7587191961968198,0.0,0.40384615384615385,0.5781562391646303,58,58,307356.84361111117,233197.53733021393,11,52,2184.6060485103812,1719.1224879769147,0,0,0.0
DEVELOPMENT,CUM,DIRECT,20,0,20,21,0.46551724137931033,0.4344827586206897,0.7047258872378952,0.7712847288294737,0.0,0.40384615384615385,0.5616809647417597,58,58,310783.14444444445,239702.2932876045,11,52,2200.2454362140493,1753.6406731489608,0,0,0.0
DEVELOPMENT,CUM,DIRECT,21,0,21,22,0.46551724137931033,0.4344827586206897,0.6981129511495037,0.7508846432171625,0.0,0.40384615384615385,0.5482724307625261,58,58,318609.81055555557,239239.21392449609,11,52,2283.389422076322,1793.2907085563022,0,0,0.0
DEVELOPMENT,CUM,DIRECT,22,0,22,23,0.46551724137931033,0.4344827586206897,0.684172603281635,0.7481238460015228,0.0,0.40384615384615385,0.5363216119135179,58,58,323457.3430555556,241986.1515041562,11,52,2339.5111779947215,1833.9383951557038,0,0,0.0
DEVELOPMENT,CUM,DIRECT,23,0,23,24,0.46551724137931033,0.4344827586206897,0.6555354170968877,0.7423596275463011,0.0,0.40384615384615385,0.5127023106155124,58,58,329015.0525,244247.49183102683,11,52,2339.0473388125542,1829.3976861833153,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,0,0,0,1,0.7692307692307693,0.13076923076923075,0.3973836500655862,2.5117794213295204,,0.7142857142857143,0.6115296503530068,26,26,5051.962499999999,12689.415444828433,0,21,59.080151947263744,90.91784389506144,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,1,1,1,1,0.6538461538461539,0.24615384615384617,0.7372045105377792,1.4464203203223402,0.0,0.625,0.9800772414904959,26,26,8262.749722222223,11951.409099959996,2,24,109.60228104903612,145.71085734845147,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,2,2,2,1,0.7692307692307693,0.13076923076923075,4.416812740732501,0.733935865090727,0.0,0.76,3.016623715088988,26,26,24222.722777777777,17777.92499676119,6,25,656.660050814921,448.4899854983009,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,3,3,3,1,0.8846153846153846,0.015384615384615441,7.400931804389535,0.6387365591484624,0.0,0.8846153846153846,4.813449217082645,26,26,37961.981388888926,24247.705370796877,2,26,1100.3174777887941,715.629118331227,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,4,4,4,1,0.8076923076923077,0.09230769230769231,2.6239489485963152,1.339277421215669,0.0,0.782608695652174,1.8567472122172741,26,26,15692.148055555555,21016.13958117893,2,23,390.1099165991038,276.04786308482994,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,5,5,5,1,0.8461538461538461,0.05384615384615388,1.2924149680256118,2.5436196203807264,0.3333333333333333,0.8260869565217391,1.1151784648814524,26,26,8861.374722222223,22539.966606990256,3,23,192.1469911438705,165.79673859918128,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,6,6,6,1,0.7692307692307693,0.13076923076923075,14.35904299276322,0.24074960833614523,0.0,0.75,8.471967597444058,26,26,66632.17166666659,16041.669231336773,4,24,2134.799561304875,1259.5514004330087,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,7,7,7,1,0.7307692307692307,0.1692307692307693,3.9641468360393173,0.655484002102369,0.0,0.72,2.6028354859869416,26,26,20547.828055555554,13468.772568366892,6,25,589.3609296099971,386.97091835675315,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,8,8,8,1,0.7307692307692307,0.1692307692307693,1.367699757428269,1.2990550724729015,0.0,0.72,1.31438331622644,26,26,10678.265833333335,13871.655396005744,5,25,203.33979385855858,195.41308764663592,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,9,9,9,1,0.8461538461538461,0.05384615384615388,0.5978757360080847,2.3398377283525535,0.0,0.84,0.6041119971700143,26,26,5631.820833333333,13177.54686515525,2,25,88.88787780551603,89.81504040259023,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,10,10,10,1,0.8846153846153846,0.015384615384615441,3.100551713594576,0.6627299200690248,0.0,0.875,1.9719463666846233,26,26,15557.190833333289,10310.215837473539,1,24,460.9677985726976,293.1748474210098,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,11,11,11,1,0.8076923076923077,0.09230769230769231,0.36599592891749666,2.2219843926918412,,0.7727272727272727,0.3914565495835992,26,26,3205.4330555555557,7122.422221262965,0,22,54.413650609321394,58.19895314347628,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,12,12,12,1,0.9230769230769231,0.023076923076923106,0.25239260269949537,4.458393841711056,,0.8947368421052632,0.2304367878470279,26,26,1796.193888888889,8008.139772741252,0,19,37.52392257555261,34.2596894411605,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,13,13,13,1,0.8846153846153846,0.015384615384615441,1.6486773254381626,0.8117686988402825,0.0,0.8571428571428571,1.0340363386656604,26,26,8130.57222222222,6600.1440336602745,2,21,245.11352412918592,153.7331090428021,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,14,14,14,1,0.8846153846153846,0.015384615384615441,0.20569433298448875,3.445592469566759,,0.875,0.24058188062742525,26,26,1963.6511111111113,6765.941481300844,0,24,30.58115864960463,35.767989097892844,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,15,15,15,1,0.8076923076923077,0.09230769230769231,0.8181704537184515,1.4483184409802523,0.0,0.7619047619047619,0.6436390557537869,26,26,5052.130000000004,7317.093045229567,1,21,121.63971697494335,95.69164007339262,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,16,16,16,1,0.8461538461538461,0.05384615384615388,0.4152293448652121,2.1127577385501337,0.0,0.7894736842105263,0.3249098128596628,26,26,2615.5947222222226,5526.117990285888,1,19,61.733321900764295,48.30526145133989,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,17,17,17,1,1.0,0.09999999999999998,0.10730626534527142,6.272196625521998,,1.0,0.09115601829213468,26,26,786.7530555555554,4934.669860174676,0,20,15.953526171612,13.552423233109911,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,18,18,18,1,0.9230769230769231,0.023076923076923106,0.22246320012363985,2.7003274183292367,,0.8461538461538461,0.14607914178569564,26,26,1132.315277777778,3057.62199077642,0,13,33.074233587139204,21.717999448644605,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,19,19,19,1,0.9615384615384616,0.06153846153846154,0.17822085112608582,7.784392021635944,,0.9090909090909091,0.07378112965091718,26,26,555.2169444444446,4322.026352610423,0,11,26.49659834510557,10.969249363675432,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,20,20,20,1,0.9230769230769231,0.023076923076923106,0.2806762118009011,2.9215770088854964,0.0,0.8666666666666667,0.1799901111389297,26,26,1377.3244444444438,4023.9594306648755,1,15,41.72892679012529,26.75963923864958,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,21,21,21,1,0.9615384615384616,0.06153846153846154,0.11861767517735466,8.651245682373697,,0.96,0.053556117969270185,26,26,463.0024999999998,4005.5483790532267,0,25,17.635225485378324,7.962339635281532,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,22,22,22,1,0.8461538461538461,0.05384615384615388,0.3156277089932785,2.1055350781583866,,0.6666666666666666,0.2491392828025926,26,26,1907.7083333333335,4016.746814728406,0,12,46.92526479892161,37.04024229879653,0,0,0.0
CALIBRATION,H1,AGGREGATED_H1,23,23,23,1,0.9615384615384616,0.06153846153846154,0.1403510174110691,9.104001785836164,,0.9285714285714286,0.06821702500251978,26,26,489.0805555555556,4452.590251195521,0,14,20.866382985889008,10.142018177833892,0,0,0.0
CALIBRATION,H3,AGGREGATED_H1,0,0,2,3,0.7307692307692307,0.1692307692307693,1.4761995711634297,1.1300385746002526,0.0,0.7307692307692307,1.4482390775856449,26,26,37537.435,42418.74954154962,2,26,658.4123047419798,645.9414075964376,0,0,0.0
CALIBRATION,H3,AGGREGATED_H1,1,3,5,3,0.8076923076923077,0.09230769230769231,3.2832678972824025,1.0845919338377359,0.25,0.8076923076923077,2.4874143700133753,26,26,62515.5041666667,67803.81155896606,4,26,1464.3981921979125,1109.4328031257173,0,0,0.0
CALIBRATION,H3,AGGREGATED_H1,2,6,8,3,0.7307692307692307,0.1692307692307693,5.928033050281605,0.44331561518511486,0.0,0.7307692307692307,4.0370543823413225,26,26,97858.26555555545,43382.097195709415,6,26,2644.01235406566,1800.6009025942117,0,0,0.0
CALIBRATION,H3,AGGREGATED_H1,3,9,11,3,0.8461538461538461,0.05384615384615388,1.226240550255936,1.2548014628923827,0.0,0.8461538461538461,0.9400032774902662,26,26,24394.44472222218,30610.184923891753,1,26,546.9259594932507,419.2588431045287,0,0,0.0
CALIBRATION,H3,AGGREGATED_H1,4,12,14,3,0.8846153846153846,0.015384615384615441,0.5800335955106997,1.7976009494230099,0.0,0.8846153846153846,0.480586597301908,26,26,11890.41722222222,21374.22528770237,1,26,258.7057088405675,214.35050879216365,0,0,0.0
CALIBRATION,H3,AGGREGATED_H1,5,15,17,3,0.8846153846153846,0.015384615384615441,0.3769050124019938,2.102776938206461,0.0,0.88,0.33389249172574953,26,26,8454.477777777782,17777.88089569013,1,25,168.1066047789331,148.9222252245559,0,0,0.0
CALIBRATION,H3,AGGREGATED_H1,6,18,20,3,0.8846153846153846,0.015384615384615441,0.16356707366653997,3.720763811918899,,0.8636363636363636,0.12874998871705562,26,26,3064.8566666666657,11403.607774051716,0,22,72.95393932936247,57.42487564868391,0,0,0.0
CALIBRATION,H3,AGGREGATED_H1,7,21,23,3,0.9615384615384616,0.06153846153846154,0.08866510745487256,4.362166238224814,,0.9615384615384616,0.11514869731498432,26,26,2859.7913888888884,12474.885444977155,0,26,39.54627740715886,51.358448185595584,0,0,0.0
CALIBRATION,H6,AGGREGATED_H1,0,0,5,6,0.8076923076923077,0.09230769230769231,2.150049074477399,1.1016424106932892,0.2,0.8076923076923077,1.945922508242217,26,26,100052.9391666667,110222.56110051568,5,26,1917.9232863742675,1735.8348403953146,0,0,0.0
CALIBRATION,H6,AGGREGATED_H1,1,6,11,6,0.7307692307692307,0.1692307692307693,3.2500169848014426,0.605240423312325,0.0,0.7307692307692307,2.4680567427227382,26,26,122252.71027777765,73992.28211960116,6,26,2899.1353407957263,2201.597886834989,0,0,0.0
CALIBRATION,H6,AGGREGATED_H1,2,12,17,6,0.8846153846153846,0.015384615384615441,0.3606117235429113,1.9244191814896312,0.0,0.8846153846153846,0.40256662355731115,26,26,20344.895000000004,39152.106183392505,1,26,321.67899334605613,359.1043157120956,0,0,0.0
CALIBRATION,H6,AGGREGATED_H1,3,18,23,6,0.9615384615384616,0.06153846153846154,0.08092383029016267,4.030364841104436,,0.9615384615384616,0.11895322992860402,26,26,5924.648055555555,23878.493219028875,0,26,72.18704929971298,106.1106801596869,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,0,0,0,1,0.7692307692307693,0.13076923076923075,0.3973836500655862,2.5117794213295204,,0.7142857142857143,0.6115296503530068,26,26,5051.962499999999,12689.415444828433,0,21,59.080151947263744,90.91784389506144,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,1,0,1,2,0.8461538461538461,0.05384615384615388,0.3003112937392892,1.85064642280912,,0.8461538461538461,0.7486434301293604,26,26,13314.712222222222,24640.824544788426,0,26,89.29625998788954,222.60587519926094,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,2,0,2,3,0.7307692307692307,0.1692307692307693,1.4761995711634297,1.1300385746002526,0.0,0.7307692307692307,1.4482390775856449,26,26,37537.435,42418.74954154962,2,26,658.4123047419798,645.9414075964376,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,3,0,3,4,0.8076923076923077,0.09230769230769231,2.796520605572205,0.8830062284051995,0.0,0.8076923076923077,2.2518492317545618,26,26,75499.41638888893,66666.4549123465,2,26,1663.0665330452455,1339.1551942555375,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,4,0,4,5,0.7692307692307693,0.13076923076923075,2.5904676562333786,0.9615208931626915,0.0,0.7692307692307693,2.153784345203019,26,26,91191.56444444449,87682.59449352542,3,26,1925.6607905166811,1601.0460716643856,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,5,0,5,6,0.8076923076923077,0.09230769230769231,2.150049074477399,1.1016424106932892,0.0,0.8076923076923077,1.945922508242217,26,26,100052.9391666667,110222.56110051568,3,26,1917.9232863742675,1735.8348403953146,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,6,0,6,7,0.7692307692307693,0.13076923076923075,3.7325522465860144,0.757501553081743,0.0,0.7692307692307693,2.861488330684122,26,26,166685.11083333328,126264.23033185246,4,26,3884.5037456902064,2977.978981796723,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,7,0,7,8,0.7307692307692307,0.1692307692307693,3.3643152935045317,0.7463056646413172,0.0,0.7307692307692307,2.813852040928234,26,26,187232.93888888884,139733.00290021935,6,26,4001.458212102,3346.7467744628284,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,8,0,8,9,0.7307692307692307,0.1692307692307693,2.964955396642481,0.7761291661673055,0.0,0.7307692307692307,2.630164287828286,26,26,197911.20472222217,153604.65829622513,4,26,3967.274793248988,3519.3057180627297,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,9,0,9,10,0.7307692307692307,0.1692307692307693,2.6551912734875924,0.8193953327860815,0.0,0.7307692307692307,2.4186107329708237,26,26,203543.02555555548,166782.20516138032,5,26,3947.5480146403893,3595.8170292515956,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,10,0,10,11,0.6923076923076923,0.20769230769230773,2.5688571171228394,0.8082713194793302,0.0,0.6923076923076923,2.3723369887687293,26,26,219100.21638888877,177092.42099885386,6,26,4201.1118389978155,3879.722598495988,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,11,0,11,12,0.6923076923076923,0.20769230769230773,2.3401801603983214,0.8286556984965572,0.0,0.6923076923076923,2.2051505876503366,26,26,222305.64944444434,184214.8432201169,5,26,4175.054492679385,3934.1517477171783,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,12,0,12,13,0.7307692307692307,0.1692307692307693,2.1424790844968613,0.85774833501455,0.2,0.7307692307692307,2.0505263511279535,26,26,224101.8433333332,192222.98299285807,5,26,4140.869579951853,3963.148229411736,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,13,0,13,14,0.6923076923076923,0.20769230769230773,2.034294226399786,0.856138565113255,0.16666666666666666,0.6923076923076923,1.9763263464505838,26,26,232232.4155555555,198823.12702651837,6,26,4234.219922581775,4113.564439729067,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,14,0,14,15,0.7307692307692307,0.1692307692307693,1.8854960754153642,0.8778502194079801,0.16666666666666666,0.7307692307692307,1.8589682065932938,26,26,234196.06666666656,205589.06850781917,6,26,4204.830569141075,4145.6709690699745,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,15,0,15,16,0.7692307692307693,0.13076923076923075,1.794052063093258,0.8898966199928394,0.16666666666666666,0.7692307692307693,1.7811391951158178,26,26,239248.19666666663,212906.1615530488,6,26,4267.628765153595,4236.912083093578,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,16,0,16,17,0.7307692307692307,0.1692307692307693,1.6842190908764054,0.9031210430011041,0.16666666666666666,0.7307692307692307,1.6936141291109332,26,26,241863.79138888879,218432.27954333468,6,26,4256.759522807852,4280.5049005254,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,17,0,17,18,0.7307692307692307,0.1692307692307693,1.5825516592793532,0.9205293559712161,0.16666666666666666,0.7307692307692307,1.6042163512728917,26,26,242650.54444444436,223366.94940350932,6,26,4235.083815414576,4293.0609347647005,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,18,0,18,19,0.7307692307692307,0.1692307692307693,1.4909417647325836,0.9287961083575966,0.16666666666666666,0.7307692307692307,1.527208866642951,26,26,243782.85972222214,226424.57139428577,6,26,4211.588105895416,4314.034826923716,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,19,0,19,20,0.7307692307692307,0.1692307692307693,1.4068274340502833,0.9443742903063274,0.16666666666666666,0.7307692307692307,1.4541655125415929,26,26,244338.0766666666,230746.5977468962,6,26,4183.140325655173,4323.89804780587,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,20,0,20,21,0.7692307692307693,0.13076923076923075,1.330855472584837,0.9554572327006855,0.16666666666666666,0.7692307692307693,1.3925836355147714,26,26,245715.40111111104,234770.55717756107,6,26,4155.103044805279,4347.826359262744,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,21,0,21,22,0.7692307692307693,0.13076923076923075,1.2647928713872634,0.9699311639611162,0.16666666666666666,0.7692307692307693,1.3311672260635607,26,26,246178.40361111102,238776.1055566143,6,26,4136.887388907265,4353.984778542346,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,22,0,22,23,0.7692307692307693,0.13076923076923075,1.2027980624057764,0.9786636199357784,0.16666666666666666,0.7692307692307693,1.2837307152089026,26,26,248086.1119444444,242792.8523713427,6,26,4112.938019399701,4389.685210078628,0,0,0.0
CALIBRATION,CUM,AGGREGATED_H1,23,0,23,24,0.7692307692307693,0.13076923076923075,1.1454940720069737,0.9946505125306836,0.16666666666666666,0.7692307692307693,1.2321640381238952,26,26,248575.19249999992,247245.44262253822,6,26,4087.2922970651034,4396.5435568956555,0,0,0.0
CALIBRATION,H1,DIRECT,0,0,0,1,0.7692307692307693,0.13076923076923075,0.3973836500655862,2.5117794213295204,,0.7142857142857143,0.6115296503530068,26,26,5051.962499999999,12689.415444828433,0,21,59.080151947263744,90.91784389506144,0,0,0.0
CALIBRATION,H1,DIRECT,1,1,1,1,0.6538461538461539,0.24615384615384617,0.7372045105377792,1.4464203203223402,0.0,0.625,0.9800772414904959,26,26,8262.749722222223,11951.409099959996,2,24,109.60228104903612,145.71085734845147,0,0,0.0
CALIBRATION,H1,DIRECT,2,2,2,1,0.7692307692307693,0.13076923076923075,4.416812740732501,0.733935865090727,0.0,0.76,3.016623715088988,26,26,24222.722777777777,17777.92499676119,6,25,656.660050814921,448.4899854983009,0,0,0.0
CALIBRATION,H1,DIRECT,3,3,3,1,0.8846153846153846,0.015384615384615441,7.400931804389535,0.6387365591484624,0.0,0.8846153846153846,4.813449217082645,26,26,37961.981388888926,24247.705370796877,2,26,1100.3174777887941,715.629118331227,0,0,0.0
CALIBRATION,H1,DIRECT,4,4,4,1,0.8076923076923077,0.09230769230769231,2.6239489485963152,1.339277421215669,0.0,0.782608695652174,1.8567472122172741,26,26,15692.148055555555,21016.13958117893,2,23,390.1099165991038,276.04786308482994,0,0,0.0
CALIBRATION,H1,DIRECT,5,5,5,1,0.8461538461538461,0.05384615384615388,1.2924149680256118,2.5436196203807264,0.3333333333333333,0.8260869565217391,1.1151784648814524,26,26,8861.374722222223,22539.966606990256,3,23,192.1469911438705,165.79673859918128,0,0,0.0
CALIBRATION,H1,DIRECT,6,6,6,1,0.7692307692307693,0.13076923076923075,14.35904299276322,0.24074960833614523,0.0,0.75,8.471967597444058,26,26,66632.17166666659,16041.669231336773,4,24,2134.799561304875,1259.5514004330087,0,0,0.0
CALIBRATION,H1,DIRECT,7,7,7,1,0.7307692307692307,0.1692307692307693,3.9641468360393173,0.655484002102369,0.0,0.72,2.6028354859869416,26,26,20547.828055555554,13468.772568366892,6,25,589.3609296099971,386.97091835675315,0,0,0.0
CALIBRATION,H1,DIRECT,8,8,8,1,0.7307692307692307,0.1692307692307693,1.367699757428269,1.2990550724729015,0.0,0.72,1.31438331622644,26,26,10678.265833333335,13871.655396005744,5,25,203.33979385855858,195.41308764663592,0,0,0.0
CALIBRATION,H1,DIRECT,9,9,9,1,0.8461538461538461,0.05384615384615388,0.5978757360080847,2.3398377283525535,0.0,0.84,0.6041119971700143,26,26,5631.820833333333,13177.54686515525,2,25,88.88787780551603,89.81504040259023,0,0,0.0
CALIBRATION,H1,DIRECT,10,10,10,1,0.8846153846153846,0.015384615384615441,3.100551713594576,0.6627299200690248,0.0,0.875,1.9719463666846233,26,26,15557.190833333289,10310.215837473539,1,24,460.9677985726976,293.1748474210098,0,0,0.0
CALIBRATION,H1,DIRECT,11,11,11,1,0.8076923076923077,0.09230769230769231,0.36599592891749666,2.2219843926918412,,0.7727272727272727,0.3914565495835992,26,26,3205.4330555555557,7122.422221262965,0,22,54.413650609321394,58.19895314347628,0,0,0.0
CALIBRATION,H1,DIRECT,12,12,12,1,0.9230769230769231,0.023076923076923106,0.25239260269949537,4.458393841711056,,0.8947368421052632,0.2304367878470279,26,26,1796.193888888889,8008.139772741252,0,19,37.52392257555261,34.2596894411605,0,0,0.0
CALIBRATION,H1,DIRECT,13,13,13,1,0.8846153846153846,0.015384615384615441,1.6486773254381626,0.8117686988402825,0.0,0.8571428571428571,1.0340363386656604,26,26,8130.57222222222,6600.1440336602745,2,21,245.11352412918592,153.7331090428021,0,0,0.0
CALIBRATION,H1,DIRECT,14,14,14,1,0.8846153846153846,0.015384615384615441,0.20569433298448875,3.445592469566759,,0.875,0.24058188062742525,26,26,1963.6511111111113,6765.941481300844,0,24,30.58115864960463,35.767989097892844,0,0,0.0
CALIBRATION,H1,DIRECT,15,15,15,1,0.8076923076923077,0.09230769230769231,0.8181704537184515,1.4483184409802523,0.0,0.7619047619047619,0.6436390557537869,26,26,5052.130000000004,7317.093045229567,1,21,121.63971697494335,95.69164007339262,0,0,0.0
CALIBRATION,H1,DIRECT,16,16,16,1,0.8461538461538461,0.05384615384615388,0.4152293448652121,2.1127577385501337,0.0,0.7894736842105263,0.3249098128596628,26,26,2615.5947222222226,5526.117990285888,1,19,61.733321900764295,48.30526145133989,0,0,0.0
CALIBRATION,H1,DIRECT,17,17,17,1,1.0,0.09999999999999998,0.10730626534527142,6.272196625521998,,1.0,0.09115601829213468,26,26,786.7530555555554,4934.669860174676,0,20,15.953526171612,13.552423233109911,0,0,0.0
CALIBRATION,H1,DIRECT,18,18,18,1,0.9230769230769231,0.023076923076923106,0.22246320012363985,2.7003274183292367,,0.8461538461538461,0.14607914178569564,26,26,1132.315277777778,3057.62199077642,0,13,33.074233587139204,21.717999448644605,0,0,0.0
CALIBRATION,H1,DIRECT,19,19,19,1,0.9615384615384616,0.06153846153846154,0.17822085112608582,7.784392021635944,,0.9090909090909091,0.07378112965091718,26,26,555.2169444444446,4322.026352610423,0,11,26.49659834510557,10.969249363675432,0,0,0.0
CALIBRATION,H1,DIRECT,20,20,20,1,0.9230769230769231,0.023076923076923106,0.2806762118009011,2.9215770088854964,0.0,0.8666666666666667,0.1799901111389297,26,26,1377.3244444444438,4023.9594306648755,1,15,41.72892679012529,26.75963923864958,0,0,0.0
CALIBRATION,H1,DIRECT,21,21,21,1,0.9615384615384616,0.06153846153846154,0.11861767517735466,8.651245682373697,,0.96,0.053556117969270185,26,26,463.0024999999998,4005.5483790532267,0,25,17.635225485378324,7.962339635281532,0,0,0.0
CALIBRATION,H1,DIRECT,22,22,22,1,0.8461538461538461,0.05384615384615388,0.3156277089932785,2.1055350781583866,,0.6666666666666666,0.2491392828025926,26,26,1907.7083333333335,4016.746814728406,0,12,46.92526479892161,37.04024229879653,0,0,0.0
