date,aidc_id,optimized_case,total_it_kwh,total_pcc_kwh,flex_it_kwh,flex_pcc_kwh,eta_flex_it,eta_flex_pcc,shifted_pcc_kwh,positive_shifted_pcc_kwh,negative_shifted_pcc_kwh_magnitude,absolute_shifted_pcc_kwh,net_shifted_pcc_kwh,peak_abs_delta_it_kw,peak_abs_delta_pcc_kw
2025-04-02,AIDC01,B1-B0,1272.0350051401392,1653.645506682181,5.891375671309643,7.658788372702535,0.004631457190645939,0.004631457190645939,5.619342479042497,10.813650412332015,0.42503454575297894,11.238684958084994,10.388615866579036,1.7261070681958628,2.243939188654622
2025-04-02,AIDC02,B1-B0,2261.395564693581,2939.8142341016555,10.47355674899492,13.615623773693397,0.004631457190645939,0.004631457190645939,0.680781188684696,0.0,1.361562377369392,1.361562377369392,-1.361562377369392,0.05442661806599657,0.07075460348579554
2025-04-02,AIDC03,B1-B0,2332.0641760902554,3031.683428917332,10.800855397401012,14.041112016621316,0.004631457190645939,0.004631457190645939,0.697896682221236,0.0,1.395793364442472,1.395793364442472,-1.395793364442472,0.05612744988045375,0.07296568484458987
2025-04-02,AIDC04,B1-B0,1024.694865251779,1332.1033248273125,4.745830401888323,6.16957952245482,0.0046314571906459386,0.004631457190645939,0.35370720236189435,0.10186879586889397,0.6055456088548947,0.7074144047237887,-0.5036768129860008,0.30629225325746195,0.3981799292347006
2025-04-02,AIDC05,B1-B0,1590.0437564251743,2067.056883352727,7.364219589137054,9.573485465878171,0.004631457190645939,0.004631457190645939,0.47867427329389045,0.0,0.9573485465877809,0.9573485465877809,-0.9573485465877809,0.03826871582763129,0.04974933057592068
2025-04-02,AIDC06,B1-B0,2049.389730503558,2664.206649654625,9.491660803776647,12.33915904490964,0.0046314571906459386,0.004631457190645939,0.6169579522454338,0.0,1.2339159044908676,1.2339159044908676,-1.2339159044908676,0.0493241226222643,0.06412135940894359
2025-04-02,AIDC07,B1-B0,636.0175025700696,826.8227533410904,2.9456878356548213,3.8293941863512675,0.004631457190645939,0.004631457190645939,0.21051270185730608,0.04520449066372034,0.3758209130508918,0.42102540371461217,-0.3306164223871715,0.11307904528098497,0.14700275886528047
2025-04-02,AIDC08,B1-B0,1872.7182020118719,2434.533662615433,8.673414182761418,11.275438437589845,0.0046314571906459386,0.00463145719064594,0.563771921879507,0.0,1.127543843759014,1.127543843759014,-1.127543843759014,0.0450720430858426,0.058593656011595385
2025-04-02,AIDC09,B1-B0,4204.782378102127,5466.217091532765,19.474269580162428,25.316550454211153,0.004631457190645939,0.0046314571906459386,1.2658275227105342,0.0,2.5316550454210685,2.5316550454210685,-2.5316550454210685,0.101199492966351,0.1315593408562563
2025-04-02,AIDC10,B1-B0,530.0145854750581,689.0189611175756,2.4547398630456843,3.1911618219593896,0.0046314571906459386,0.0046314571906459386,0.1586731350801145,0.00191090248419723,0.31543536767603175,0.317346270160229,-0.3135244651918345,0.012756238609207698,0.016583110191970007
2025-04-02,AIDC11,B1-B0,353.34305698337204,459.3459740783837,1.636493242030456,2.1274412146395933,0.0046314571906459386,0.004631457190645939,0.10565005710716813,0.0006122391184915088,0.21068787509584475,0.21130011421433625,-0.21007563597735324,0.008504159072810597,0.011055406794653777
2025-04-02,AIDC12,B1-B0,742.0204196650811,964.6265455646055,3.436635808263958,4.467626550743146,0.004631457190645939,0.00463145719064594,0.2272710290568627,0.015819305074026957,0.43872275303969843,0.4545420581137254,-0.4229034479656715,0.02573816946727229,0.033459620307453974
2025-04-02,AIDC01,B3-B2,1272.0350051401392,1653.645506682181,5.891375671309643,7.658788372702535,0.004631457190645939,0.004631457190645939,3.9812976688323873,7.373760547711385,0.5888347899533901,7.962595337664775,6.7849257577579944,1.727493012377371,2.2457409160905826
2025-04-02,AIDC02,B3-B2,2261.395564693581,2939.8142341016555,10.47355674899492,13.615623773693397,0.004631457190645939,0.004631457190645939,1.4247254259643416,1.5157507343787522,1.333700117549931,2.849450851928683,0.18205061682882118,3.065149283053767,3.9846940679698974
2025-04-02,AIDC03,B3-B2,2332.0641760902554,3031.683428917332,10.800855397401012,14.041112016621316,0.004631457190645939,0.004631457190645939,0.9095223122412595,0.42837167413108546,1.3906729503514335,1.819044624482519,-0.962301276220348,1.3180666896341091,1.7134866965243418
2025-04-02,AIDC04,B3-B2,1024.694865251779,1332.1033248273125,4.745830401888323,6.16957952245482,0.0046314571906459386,0.004631457190645939,0.4220651408961631,0.23918771707503517,0.604942564717291,0.8441302817923262,-0.36575484764225585,0.6151179455600442,0.7996533292280574
2025-04-02,AIDC05,B3-B2,1590.0437564251743,2067.056883352727,7.364219589137054,9.573485465878171,0.004631457190645939,0.004631457190645939,0.4756263025208689,0.0,0.9512526050417378,0.9512526050417378,-0.9512526050417378,0.03826871582763129,0.04974933057592068
2025-04-02,AIDC06,B3-B2,2049.389730503558,2664.206649654625,9.491660803776647,12.33915904490964,0.0046314571906459386,0.004631457190645939,0.9023226538978832,0.5825387756685494,1.222106532127217,1.8046453077957665,-0.6395677564586677,1.792427002057075,2.3301551026741976
2025-04-02,AIDC07,B3-B2,636.0175025700696,826.8227533410904,2.9456878356548213,3.8293941863512675,0.004631457190645939,0.004631457190645939,0.19146970931753637,0.0,0.38293941863507275,0.38293941863507275,-0.38293941863507275,0.015307486331043771,0.019899732230356904
2025-04-02,AIDC08,B3-B2,1872.7182020118719,2434.533662615433,8.673414182761418,11.275438437589845,0.0046314571906459386,0.00463145719064594,0.8588646222032725,0.599834343916271,1.117894900490274,1.717729244406545,-0.5180605565740031,1.8456441351269877,2.399337375665084
2025-04-02,AIDC09,B3-B2,4204.782378102127,5466.217091532765,19.474269580162428,25.316550454211153,0.004631457190645939,0.0046314571906459386,1.2658275227105626,0.0,2.5316550454211253,2.5316550454211253,-2.5316550454211253,0.10119949296632914,0.1315593408562279
2025-04-02,AIDC10,B3-B2,530.0145854750581,689.0189611175756,2.4547398630456843,3.1911618219593896,0.0046314571906459386,0.0046314571906459386,0.22324429554574943,0.1332237853897711,0.31326480570172777,0.44648859109149885,-0.18004102031195668,0.2521724741374325,0.3278242163786622
2025-04-02,AIDC11,B3-B2,353.34305698337204,459.3459740783837,1.636493242030456,2.1274412146395933,0.0046314571906459386,0.004631457190645939,0.1063720607319869,0.0,0.2127441214639738,0.2127441214639738,-0.2127441214639738,0.008504159072810597,0.011055406794653777
2025-04-02,AIDC12,B3-B2,742.0204196650811,964.6265455646055,3.436635808263958,4.467626550743146,0.004631457190645939,0.00463145719064594,0.3269857848234956,0.2156559214148377,0.4383156482321535,0.6539715696469912,-0.22265972681731583,0.45672438500809254,0.5937417005105203
2025-04-03,AIDC01,B1-B0,1272.8347367749436,1654.6851578074265,6.016501297916883,7.821451687291949,0.004726851903147495,0.004726851903147496,5.593065070074366,10.795169234065234,0.39096090608349776,11.186130140148732,10.404208327981737,1.7261678422146185,2.244018194879004
2025-04-03,AIDC02,B1-B0,2262.817309822122,2941.6625027687587,10.696002307407793,13.904802999630132,0.004726851903147496,0.004726851903147496,0.6952401499815881,0.0,1.3904802999631762,1.3904802999631762,-1.3904802999631762,0.055484805234901666,0.07213024680537217
2025-04-03,AIDC03,B1-B0,2333.5303507540634,3033.5894559802828,11.030252379514287,14.339328093368575,0.004726851903147496,0.004726851903147496,0.7169664046683408,0.0,1.4339328093366817,1.4339328093366817,-1.4339328093366817,0.05721870539848448,0.07438431701802983
2025-04-03,AIDC04,B1-B0,1025.3390935131492,1332.940821567094,4.846626045544156,6.300613859207404,0.004726851903147494,0.004726851903147495,0.3886328693475427,0.16603049071141385,0.6112352479836716,0.7772657386950854,-0.4452047572722577,0.3788347343758858,0.4924851546886515
2025-04-03,AIDC05,B1-B0,1591.0434209686796,2068.3564472592834,7.520626622396106,9.776814609114938,0.004726851903147497,0.004726851903147497,0.48884073045565657,0.0,0.9776814609113131,0.9776814609113131,-0.9776814609113131,0.03901275368077196,0.050716579785003546
2025-04-03,AIDC06,B1-B0,2050.6781870262985,2665.881643134188,9.693252091088311,12.601227718414808,0.004726851903147494,0.004726851903147495,0.6300613859207047,0.0,1.2601227718414094,1.2601227718414094,-1.2601227718414094,0.05028310474405482,0.06536803616727127
2025-04-03,AIDC07,B1-B0,636.4173683874718,827.3425789037133,3.0082506489584415,3.9107258436459746,0.004726851903147495,0.004726851903147496,0.25866721144130134,0.1372469319375096,0.3800874909450931,0.5173344228826027,-0.2428405590075835,0.30265219270971827,0.39344785052263376
2025-04-03,AIDC08,B1-B0,1873.895584696445,2436.0642601053787,8.85762691082208,11.514914984068705,0.004726851903147496,0.004726851903147496,0.5914877395544931,0.04264066079081985,1.1403348183181663,1.1829754791089861,-1.0976941575273464,0.1312020332025226,0.1705626431632794
2025-04-03,AIDC09,B1-B0,4207.425935450508,5469.653716085661,19.887879290336368,25.854243077437275,0.004726851903147496,0.004726851903147495,1.2927121538719248,0.0,2.5854243077438497,2.5854243077438497,-2.5854243077438497,0.10316705973357679,0.13411717765364983
2025-04-03,AIDC10,B1-B0,530.3478069895599,689.4521490864279,2.506875540798702,3.258938203038312,0.004726851903147496,0.004726851903147495,0.16294691015192742,0.0,0.32589382030385483,0.32589382030385483,-0.32589382030385483,0.013004251226920342,0.016905526594996445
2025-04-03,AIDC11,B1-B0,353.56520465970664,459.63476605761855,1.671250360532468,2.1726254686922086,0.004726851903147495,0.004726851903147497,0.10761400071211247,0.005021963426091958,0.21020603799813298,0.21522800142422494,-0.20518407457204102,0.008669500817946894,0.011270351063330963
2025-04-03,AIDC12,B1-B0,742.4869297853837,965.2330087209989,3.509625757118182,4.562513484253637,0.004726851903147496,0.004726851903147496,0.2258557692144647,0.005981114463475379,0.44573042396545404,0.4517115384289294,-0.43974930950197866,0.0182059517176852,0.02366773723299076
2025-04-03,AIDC01,B3-B2,1272.8347367749436,1654.6851578074265,6.016501297916883,7.821451687291949,0.004726851903147495,0.004726851903147496,3.9654410694434743,7.326877975879537,0.6040041630074118,7.930882138886949,6.722873812872125,1.7265340041977704,2.2444942054571015
2025-04-03,AIDC02,B3-B2,2262.817309822122,2941.6625027687587,10.696002307407793,13.904802999630132,0.004726851903147496,0.004726851903147496,1.4179684970577888,1.5110805746354394,1.3248564194801382,2.8359369941155776,0.18622415515530122,2.73621877201032,3.557084403613416
2025-04-03,AIDC03,B3-B2,2333.5303507540634,3033.5894559802828,11.030252379514287,14.339328093368575,0.004726851903147496,0.004726851903147496,1.2233009762039817,1.0268528388823235,1.41974911352564,2.4466019524079634,-0.39289627464331645,3.1595471965609954,4.107411355529294
2025-04-03,AIDC04,B3-B2,1025.3390935131492,1332.940821567094,4.846626045544156,6.300613859207404,0.004726851903147494,0.004726851903147495,0.3187764174696346,0.01956504641760759,0.6179877885216616,0.6375528349392692,-0.598422742104054,0.05418680707488367,0.07044284919734878
2025-04-03,AIDC05,B3-B2,1591.0434209686796,2068.3564472592834,7.520626622396106,9.776814609114938,0.004726851903147497,0.004726851903147497,0.6028543160038868,0.2585564429205789,0.9471521890871948,1.2057086320077737,-0.6885957461666159,0.4743321441841667,0.6166317874394167
2025-04-03,AIDC06,B3-B2,2050.6781870262985,2665.881643134188,9.693252091088311,12.601227718414808,0.004726851903147494,0.004726851903147495,0.630061385920687,0.0,1.260122771841374,1.260122771841374,-1.260122771841374,0.05028310474405482,0.06536803616727127
2025-04-03,AIDC07,B3-B2,636.4173683874718,827.3425789037133,3.0082506489584415,3.9107258436459746,0.004726851903147495,0.004726851903147496,0.3698528614015726,0.3596142498131929,0.3800914729899523,0.7397057228031452,-0.020477223176759374,0.8628563988784722,1.1217133185420138
2025-04-03,AIDC08,B3-B2,1873.895584696445,2436.0642601053787,8.85762691082208,11.514914984068705,0.004726851903147496,0.004726851903147496,0.6044641856112722,0.06892618749197865,1.1400021837305658,1.2089283712225445,-1.0710759962385872,0.21208057689839585,0.2757047499679146
2025-04-03,AIDC09,B3-B2,4207.425935450508,5469.653716085661,19.887879290336368,25.854243077437275,0.004726851903147496,0.004726851903147495,1.2927121538719177,0.0,2.5854243077438355,2.5854243077438355,-2.5854243077438355,0.10316705973355493,0.1341171776536214
2025-04-03,AIDC10,B3-B2,530.3478069895599,689.4521490864279,2.506875540798702,3.258938203038312,0.004726851903147496,0.004726851903147495,0.1701300474053169,0.01764179764155216,0.32261829716908164,0.3402600948106338,-0.3049764995275295,0.05428245428169895,0.07056719056620864
2025-04-03,AIDC11,B3-B2,353.56520465970664,459.63476605761855,1.671250360532468,2.1726254686922086,0.004726851903147495,0.004726851903147497,0.21816035802618083,0.2237714473735073,0.21254926867885438,0.43632071605236167,0.011222178694652918,0.4786512749375869,0.622246657418863
