count,total,mean,median,max,top1,top3,top1_share,top3_share,day,slot,hour_AEST,weekday,train,training_tail_exceedances,classification,job_count_percentile,max_severity_percentile,total_severity_percentile,R3_CMABF_Q90,R3_CMABF_miss
38,4588.45111111111,120.74871345029239,137.12666666666667,192.01888888888888,192.01888888888888,576.0566666666666,0.0418483022351285,0.12554490670538548,2024-08-07,28,14.0,2,True,29,SEVERITY_DRIVEN,80.37674650698602,96.70886075949367,99.812874251497,5019.931088867186,False
4,3276.753611111111,819.1884027777777,101.79680555555555,3072.3555555555554,3072.3555555555554,3275.9491666666663,0.9376217806360344,0.9997544995627023,2024-08-08,22,11.0,3,True,3,SEVERITY_DRIVEN,62.08832335329341,99.81012658227849,99.68812375249502,5020.337994995116,False
6,12301.373888888887,2050.2289814814817,5.508333333333334,6145.137777777778,6145.137777777778,12299.777777777777,0.4995488986257317,0.999870249361939,2024-08-08,23,11.5,3,True,3,SEVERITY_DRIVEN,66.56686626746507,99.957805907173,100.0,5020.234891357421,True
1,6139.875555555555,6139.875555555555,6139.875555555555,6139.875555555555,6139.875555555555,6139.875555555555,1.0,1.0,2024-08-08,25,12.5,3,True,1,SEVERITY_DRIVEN,49.650698602794414,99.87341772151899,99.8877245508982,5020.297879638671,True
54,8755.987777777778,162.1479218106996,0.06444444444444444,696.8288888888889,696.8288888888889,2077.6366666666668,0.07958312717811264,0.23728181438758925,2024-08-08,40,20.0,3,True,13,SEVERITY_DRIVEN,82.06087824351297,99.53586497890295,99.9875249500998,5019.5783819580065,True
144,7651.125555555555,53.13281635802469,0.14444444444444443,192.02777777777777,192.02777777777777,576.0833333333333,0.025097977596034163,0.07529393278810248,2024-08-09,4,2.0,4,True,49,SEVERITY_DRIVEN,89.20908183632734,97.19409282700423,99.97504990019961,5020.352536621092,True
11,1570.6899999999998,142.79,192.01555555555555,200.02,200.02,584.0511111111111,0.12734530683966921,0.3718436554069302,2024-08-09,6,3.0,4,True,10,SEVERITY_DRIVEN,72.80439121756487,98.12236286919831,99.16417165668663,5020.317944946288,False
17,1688.0375,99.29632352941177,88.51666666666667,192.03555555555556,192.03555555555556,576.0944444444444,0.1137626122379127,0.341280596221615,2024-08-10,5,2.5,5,True,12,SEVERITY_DRIVEN,76.04790419161677,97.70042194092827,99.23902195608783,5020.5578741455065,False
21,1419.2638888888887,67.58399470899471,23.365555555555556,192.01444444444445,192.01444444444445,576.0433333333333,0.13529157329210176,0.40587471987630525,2024-08-10,6,3.0,5,True,15,SEVERITY_DRIVEN,77.09580838323353,96.47679324894514,98.93962075848303,5020.909451904296,False
126,3052.4652777777774,24.225914902998237,18.467222222222222,38.45527777777778,38.45527777777778,115.1925,0.01259810490154816,0.03773753000193378,2024-08-11,30,15.0,6,True,126,UNRESOLVED,87.96157684630738,82.46835443037975,99.62574850299401,5020.191388549803,False
26,1915.6500000000003,73.67884615384615,86.42055555555555,116.33666666666667,116.33666666666667,338.34000000000003,0.06072960439885504,0.17661890220029752,2024-08-12,17,8.5,0,True,26,UNRESOLVED,78.36826347305389,93.56540084388186,99.30139720558883,5020.504193725585,False
7,1249.8433333333332,178.5490476190476,192.01666666666668,192.03666666666666,192.03666666666666,576.0977777777778,0.15364859062335814,0.46093599286666154,2024-08-12,31,15.5,0,True,7,SEVERITY_DRIVEN,68.27594810379242,97.72151898734177,98.78992015968063,5019.976636352538,False
13,2015.168888888889,155.01299145299146,192.00222222222223,222.0888888888889,222.0888888888889,634.4766666666667,0.11020857364036762,0.3148503682073518,2024-08-12,32,16.0,0,True,13,SEVERITY_DRIVEN,74.27644710578842,98.52320675105486,99.37624750499002,5019.568173828124,False
72,479.4894444444444,6.65957561728395,0.06111111111111111,200.01444444444445,200.01444444444445,437.6355555555555,0.41714045379286535,0.9127115531450698,2024-08-12,40,20.0,0,True,4,SEVERITY_DRIVEN,84.0444111776447,98.0379746835443,97.19311377245509,5019.479169311522,False
10,1087.5522222222223,108.75522222222223,154.02166666666668,192.03,192.03,576.0711111111111,0.1765708313368349,0.5296951257513048,2024-08-13,29,14.5,1,True,8,SEVERITY_DRIVEN,71.9560878243513,97.27848101265823,98.64021956087825,5019.754529418944,False
3,5752.167777777778,1917.3892592592592,11.154444444444444,5740.515555555556,5740.515555555556,5752.167777777778,0.9979742902724017,1.0,2024-08-15,6,3.0,3,True,2,SEVERITY_DRIVEN,58.919660678642714,99.85232067510549,99.8627744510978,5019.459073486327,True
8,499.8233333333334,62.477916666666665,82.65055555555556,82.66888888888889,82.66888888888889,247.9788888888889,0.16539621777472482,0.49613307813205104,2024-08-15,12,6.0,3,True,7,UNRESOLVED,69.61077844311377,90.56962025316456,97.30538922155688,5020.674542846678,False
29,738.2491666666666,25.456867816091957,0.22666666666666666,457.0,457.0,717.0144444444444,0.6190321921573453,0.9712363749516969,2024-08-16,6,3.0,4,True,7,SEVERITY_DRIVEN,78.96706586826348,99.32489451476793,98.10379241516966,5020.359036865233,False
903,6480.051944444448,7.1761372585209795,0.004166666666666667,48.007222222222225,48.007222222222225,141.10333333333335,0.007408462560763934,0.021775031210097887,2024-08-16,11,5.5,4,True,433,COUNT_DRIVEN,99.82534930139721,85.84388185654008,99.9625748502994,5020.538388671874,True
19,899.6294444444446,47.34891812865497,1.3033333333333332,849.6533333333333,849.6533333333333,878.6597222222222,0.9444481153660178,0.9766907115460499,2024-08-16,18,9.0,4,True,5,SEVERITY_DRIVEN,76.63423153692615,99.64135021097046,98.39071856287426,5020.802838745116,False
136,1066.8761111111098,7.844677287581698,1.743611111111111,24.000833333333333,24.000833333333333,71.53055555555555,0.02249636399519472,0.06704673092835425,2024-08-16,26,13.0,4,True,41,UNRESOLVED,88.69760479041916,77.32067510548524,98.59031936127745,5020.155026855467,False
54,529.6772222222223,9.80883744855967,9.556944444444444,74.10222222222222,74.10222222222222,97.48611111111111,0.1399007152154509,0.1840481467224798,2024-08-17,4,2.0,5,True,48,UNRESOLVED,82.06087824351297,89.81012658227849,97.49251497005989,5021.108518066405,False
15,1330.0638888888889,88.67092592592593,2.0033333333333334,1046.8577777777778,1046.8577777777778,1277.4522222222222,0.7870733026608997,0.9604442560194477,2024-08-17,16,8.0,5,True,4,SEVERITY_DRIVEN,75.39920159680639,99.66244725738396,98.85229540918164,5020.227429809569,False
52,557.1049999999999,10.713557692307692,11.259583333333333,13.574166666666667,13.574166666666667,39.58388888888889,0.024365544496399546,0.07105283364695865,2024-08-17,27,13.5,5,True,48,UNRESOLVED,81.84880239520957,69.85232067510549,97.57984031936128,5020.356625976561,False
2,454.28999999999996,227.14499999999998,227.14499999999998,365.07666666666665,365.07666666666665,454.28999999999996,0.8036203012759838,1.0,2024-08-20,1,0.5,1,True,2,SEVERITY_DRIVEN,55.18962075848303,99.07172995780591,97.11826347305389,5019.760663452147,False
41,457.4297222222222,11.156822493224931,1.745,128.21333333333334,128.21333333333334,384.44444444444446,0.28029077933647367,0.8404448285012817,2024-08-20,5,2.5,1,True,17,UNRESOLVED,80.78842315369262,93.92405063291139,97.13073852295409,5020.08044189453,False
13,653.0277777777778,50.23290598290599,1.2622222222222221,128.21333333333334,128.21333333333334,384.5422222222222,0.19633672210642733,0.5888604364286018,2024-08-20,6,3.0,1,True,6,UNRESOLVED,74.27644710578842,93.92405063291139,97.90419161676647,5019.826337280272,False
26,751.9666666666667,28.921794871794873,16.718194444444443,176.74333333333334,176.74333333333334,272.62611111111113,0.23504144687264505,0.36255079273608465,2024-08-20,10,5.0,1,True,21,SEVERITY_DRIVEN,78.36826347305389,95.54852320675106,98.14121756487026,5020.217145385741,False
18,551.2225,30.62347222222222,0.6620833333333334,479.3777777777778,479.3777777777778,505.8755555555556,0.8696629360698771,0.9177338652822692,2024-08-20,16,8.0,1,True,8,SEVERITY_DRIVEN,76.33483033932136,99.40928270042194,97.55489021956087,5020.112225952147,False
11,752.0880555555555,68.37164141414142,46.468333333333334,457.9111111111111,457.9111111111111,553.9252777777778,0.6088530561396291,0.7365165204872214,2024-08-21,19,9.5,2,True,9,SEVERITY_DRIVEN,72.80439121756487,99.34599156118144,98.15369261477046,5020.707745971678,False
105,1512.0913888888888,14.400870370370372,15.037222222222223,44.75555555555555,44.75555555555555,83.49055555555555,0.029598446155058602,0.05521528405561906,2024-08-21,26,13.0,2,True,96,UNRESOLVED,86.51447105788424,84.19831223628692,99.06437125748504,5020.212048950194,False
17,6161.288611111111,362.4287418300653,0.002777777777777778,6144.213333333333,6144.213333333333,6160.688888888889,0.9972286190672865,0.9999026628583604,2024-08-22,5,2.5,3,True,2,SEVERITY_DRIVEN,76.04790419161677,99.915611814346,99.9001996007984,5020.742520751952,True
20,659.0191666666665,32.95095833333333,48.001666666666665,87.71444444444444,87.71444444444444,222.73305555555555,0.13309847251955667,0.3379765973759827,2024-08-22,10,5.0,3,True,13,UNRESOLVED,76.82135728542914,90.9915611814346,97.91666666666667,5020.350812377928,False
98,2088.9975,21.31630102040816,20.630833333333335,48.01777777777778,48.01777777777778,116.68611111111112,0.022986038890797037,0.05585746804920117,2024-08-22,22,11.0,3,True,98,UNRESOLVED,86.05289421157684,86.28691983122363,99.42614770459082,5013.430402221678,False
25,523.9552777777776,20.95821111111111,24.004722222222224,43.290277777777774,43.290277777777774,91.30611111111111,0.08262208553635039,0.1742631766175973,2024-08-23,17,8.5,4,True,21,UNRESOLVED,78.0688622754491,83.71308016877637,97.45508982035928,5021.036267700194,False
4,6344.933611111111,1586.2334027777777,100.06277777777777,6144.64,6144.64,6344.765555555556,0.9684325127121329,0.9999735134256944,2024-08-24,4,2.0,5,True,3,SEVERITY_DRIVEN,62.08832335329341,99.9367088607595,99.9500998003992,5020.176221313475,True
24,633.1925,26.383020833333333,38.757222222222225,48.00833333333333,48.00833333333333,144.02194444444444,0.07581949143954379,0.22745364868415915,2024-08-24,14,7.0,5,True,14,UNRESOLVED,77.91916167664671,86.07594936708861,97.84181636726547,5020.742093505858,False
6,6289.093055555555,1048.1821759259258,13.506527777777777,6144.071111111111,6144.071111111111,6285.6425,0.9769407221099493,0.9994513429003078,2024-08-27,4,2.0,1,True,4,SEVERITY_DRIVEN,66.56686626746507,99.89451476793249,99.937624750499,5020.16816467285,True
108,589.7841666666666,5.460964506172839,1.0033333333333334,11.218055555555555,11.218055555555555,33.64083333333333,0.019020611589079434,0.05703922762705567,2024-08-27,12,6.0,1,True,49,UNRESOLVED,86.68912175648703,67.29957805907173,97.69211576846307,5020.454816284178,False
51,1369.853333333333,26.859869281045754,29.173333333333332,93.82666666666667,93.82666666666667,207.66666666666669,0.06849395069058489,0.1515977379573483,2024-08-27,13,6.5,1,True,50,UNRESOLVED,81.76147704590818,91.62447257383967,98.87724550898204,5020.299771728514,False
24,891.2133333333331,37.13388888888889,36.03333333333333,63.24666666666667,63.24666666666667,165.18666666666667,0.0709669215002768,0.1853503089421164,2024-08-27,31,15.5,1,True,24,UNRESOLVED,77.91916167664671,88.67088607594937,98.36576846307385,5019.725369873046,False
32,1102.6363888888889,34.45738715277778,31.78333333333333,72.19333333333333,72.19333333333333,216.51333333333332,0.06547338185172859,0.19635968440286172,2024-08-27,34,17.0,1,True,24,UNRESOLVED,79.52844311377245,89.62025316455696,98.65269461077844,5019.871640624999,False
5,6248.987777777778,1249.7975555555556,48.00333333333333,6145.208888888889,6145.208888888889,6241.215555555556,0.9833926881313578,0.9987562430110903,2024-08-28,2,1.0,2,True,4,SEVERITY_DRIVEN,64.35878243512974,100.0,99.92514970059881,5020.221478881835,True
30,1124.2694444444444,37.475648148148146,33.443333333333335,84.98,84.98,249.13333333333333,0.07558686257989757,0.2215957523033476,2024-08-28,5,2.5,2,True,27,UNRESOLVED,79.14171656686626,90.78059071729957,98.67764471057885,5020.164838256835,False
927,1138.790277777776,1.2284684765671823,1.1944444444444444,2.466666666666667,2.466666666666667,7.361111111111111,0.002166041206006865,0.006463974319727693,2024-08-28,6,3.0,2,True,0,COUNT_DRIVEN,99.8627744510978,37.95358649789029,98.71506986027944,5020.3288092041,False
353,483.1325000000004,1.3686473087818696,1.1933333333333334,42.84777777777778,42.84777777777778,64.02388888888889,0.08868742586718498,0.1325182820217825,2024-08-28,7,3.5,2,True,4,COUNT_DRIVEN,97.55489021956087,83.60759493670886,97.2055888223553,5020.099057617186,False
25,843.5486111111112,33.74194444444444,40.242222222222225,55.272222222222226,55.272222222222226,165.09666666666666,0.06552345827399132,0.19571683776374604,2024-08-28,11,5.5,2,True,22,UNRESOLVED,78.0688622754491,87.9957805907173,98.31586826347305,5020.294507446288,False
14,3454.7575,246.76839285714286,1.1743055555555555,3213.0844444444447,3213.0844444444447,3309.2033333333334,0.9300463041022256,0.9578684852217075,2024-08-28,17,8.5,2,True,6,SEVERITY_DRIVEN,74.92514970059881,99.83122362869199,99.7380239520958,5021.369550170897,False
28,720.6294444444444,25.736765873015873,29.246666666666666,61.12,61.12,159.16,0.08481474143360782,0.22086247131173134,2024-08-28,18,9.0,2,True,21,UNRESOLVED,78.71756487025948,88.52320675105486,98.07884231536926,5022.191708984374,False
24,1158.1000000000001,48.25416666666666,48.96666666666667,91.68666666666667,91.68666666666667,266.04,0.07916990472901016,0.22972109489681375,2024-08-28,25,12.5,2,True,24,UNRESOLVED,77.91916167664671,91.43459915611814,98.74001996007983,5020.259992065428,False
43,1417.6450000000004,32.96848837209302,24.005277777777778,110.47333333333333,110.47333333333333,320.7922222222222,0.07792736075204533,0.22628529866237465,2024-08-29,13,6.5,3,False,35,UNRESOLVED,81.000499001996,93.24894514767932,98.92714570858283,5020.376264038085,False
14,801.3316666666665,57.237976190476196,78.80722222222222,83.77,83.77,246.7311111111111,0.1045384869768864,0.3079013614143679,2024-08-29,26,13.0,3,False,10,UNRESOLVED,74.92514970059881,90.65400843881856,98.25349301397206,5018.550778808592,False
13,491.7405555555556,37.826196581196584,20.445833333333333,288.11,288.11,343.21000000000004,0.5858983904113845,0.6979493477251442,2024-08-30,26,13.0,4,False,13,SEVERITY_DRIVEN,74.27644710578842,98.90295358649789,97.2554890219561,5020.0024542236315,False
3,600.0500000000001,200.01666666666668,200.01666666666668,200.01666666666668,200.01666666666668,600.0500000000001,0.3333333333333333,1.0,2024-08-30,47,23.5,4,False,3,SEVERITY_DRIVEN,58.919660678642714,98.05907172995781,97.75449101796407,5020.054334106444,False
14,1193.7936111111105,85.27097222222221,19.767916666666668,192.03333333333333,192.03333333333333,576.0888888888888,0.1608597428785034,0.4825699212384797,2024-08-31,4,2.0,5,False,7,SEVERITY_DRIVEN,74.92514970059881,97.57383966244726,98.74001996007983,5016.087781372069,False
39,759.903888888889,19.4847150997151,0.12944444444444445,48.007777777777775,48.007777777777775,144.01555555555555,0.06317611803247046,0.18951811888491743,2024-08-31,17,8.5,5,False,18,UNRESOLVED,80.46407185628742,85.9493670886076,98.15369261477046,5020.886380615233,False
42,712.9858333333333,16.975853174603174,16.5625,37.21361111111111,37.21361111111111,110.7136111111111,0.05219404000936594,0.15528164226420269,2024-09-01,24,12.0,6,False,21,UNRESOLVED,80.91317365269461,82.0464135021097,98.05389221556887,5020.486890258788,False
11,638.2569444444445,58.02335858585859,14.185277777777777,144.00833333333333,144.00833333333333,432.025,0.22562752287588808,0.6768825686276643,2024-09-02,2,1.0,0,False,6,UNRESOLVED,72.80439121756487,94.83122362869199,97.85429141716567,5020.038327636717,False
21,1825.1336111111107,86.91112433862433,14.276666666666667,214.35333333333332,214.35333333333332,598.4044444444444,0.11744528292525314,0.3278688424789601,2024-09-03,47,23.5,1,False,12,SEVERITY_DRIVEN,77.09580838323353,98.35443037974683,99.25149700598803,5019.49628967285,False
5,633.2922222222222,126.65844444444444,200.01333333333332,200.01888888888888,200.01888888888888,600.0511111111111,0.31583980012737667,0.9475106278828627,2024-09-04,18,9.0,2,False,4,SEVERITY_DRIVEN,64.35878243512974,98.08016877637131,97.84181636726547,5023.517194213866,False
28,2990.640833333333,106.8086011904762,192.00555555555556,192.03333333333333,192.03333333333333,576.1,0.06421143294539158,0.19263429883617478,2024-09-05,11,5.5,3,False,17,SEVERITY_DRIVEN,78.71756487025948,97.57383966244726,99.61327345309381,5020.402570190428,False
22,702.8544444444445,31.94792929292929,29.441666666666663,288.22,288.22,384.8563888888889,0.4100706800364861,0.5475620050935154,2024-09-05,34,17.0,3,False,12,SEVERITY_DRIVEN,77.34530938123753,98.90295358649789,98.05389221556887,5019.580426635741,False
9,1500.9255555555555,166.7695061728395,148.12444444444444,384.08,384.08,959.4755555555555,0.2558954363714834,0.6392559257880137,2024-09-05,38,19.0,3,False,7,SEVERITY_DRIVEN,70.65868263473054,99.26160337552743,99.05189620758483,5019.433804931639,False
17,483.64638888888885,28.449787581699347,30.656388888888888,144.02333333333334,144.02333333333334,240.0366666666667,0.2977864337294178,0.4963061281572224,2024-09-06,4,2.0,4,False,12,UNRESOLVED,76.04790419161677,94.89451476793249,97.2055888223553,5024.244702758788,False
98,804.9697222222228,8.213976757369615,9.480138888888888,31.246666666666666,31.246666666666666,91.10555555555555,0.038817194987665136,0.11317886007444716,2024-09-06,5,2.5,4,False,66,UNRESOLVED,86.05289421157684,80.0632911392405,98.25349301397206,5021.132001342772,False
55,608.0191666666667,11.05489393939394,12.015277777777778,33.42888888888889,33.42888888888889,97.64777777777778,0.05497999195018066,0.16059983489190077,2024-09-06,8,4.0,4,False,53,UNRESOLVED,82.13572854291417,81.13924050632912,97.79191616766467,5020.496579589842,False
10,572.9455555555555,57.294555555555554,53.010555555555555,200.01777777777778,200.01777777777778,306.6722222222222,0.34910433607226593,0.5352554343926416,2024-09-06,14,7.0,4,False,8,SEVERITY_DRIVEN,71.9560878243513,98.08016877637131,97.59231536926147,5020.580411376952,False
30,586.4736111111113,19.549120370370368,16.29611111111111,138.21333333333334,138.21333333333334,205.55,0.23566846097555771,0.3504846528568823,2024-09-06,20,10.0,4,False,21,UNRESOLVED,79.14171656686626,94.59915611814345,97.65469061876247,5020.47009033203,False
2,831.9822222222222,415.9911111111111,415.9911111111111,768.0177777777777,768.0177777777777,831.9822222222222,0.9231180153422082,1.0,2024-09-06,34,17.0,4,False,2,SEVERITY_DRIVEN,55.18962075848303,99.59915611814345,98.29091816367266,5019.823789062499,False
50,577.4199999999997,11.548399999999999,14.498194444444444,48.00388888888889,48.00388888888889,85.38527777777777,0.083135133678932,0.1478737795327107,2024-09-07,12,6.0,5,False,40,UNRESOLVED,81.58682634730539,85.27426160337552,97.62974051896208,5020.929974975585,False
1,658.4,658.4,658.4,658.4,658.4,658.4,1.0,1.0,2024-09-07,33,16.5,5,False,1,SEVERITY_DRIVEN,49.650698602794414,99.47257383966245,97.90419161676647,5020.003888549803,False
4,800.0788888888889,200.0197222222222,200.01999999999998,200.02555555555554,200.02555555555554,600.0655555555555,0.2500072909476982,0.7500079853236695,2024-09-09,2,1.0,0,False,4,SEVERITY_DRIVEN,62.08832335329341,98.18565400843882,98.25349301397206,5019.641278686522,False
3,446.77555555555557,148.9251851851852,200.0088888888889,200.02666666666667,200.02666666666667,446.77555555555557,0.4477117518614865,1.0,2024-09-09,3,1.5,0,False,3,SEVERITY_DRIVEN,58.919660678642714,98.20675105485232,97.1057884231537,5019.889157714842,False
13,1132.5733333333333,87.12102564102564,0.17555555555555555,285.2633333333333,285.2633333333333,853.76,0.25187184347150443,0.7538231519960444,2024-09-09,27,13.5,0,False,4,SEVERITY_DRIVEN,74.27644710578842,98.83966244725738,98.70259481037924,5019.692487182616,False
32,1217.9133333333334,38.05979166666667,38.46666666666667,57.56111111111111,57.56111111111111,170.89666666666668,0.047262074842034006,0.1403192345377613,2024-09-10,15,7.5,1,False,30,UNRESOLVED,79.52844311377245,88.18565400843882,98.75249500998004,5020.253217163085,False
41,2060.988888888889,50.2680216802168,43.55777777777778,628.8,628.8,732.15,0.30509625907735766,0.3552420898274291,2024-09-10,16,8.0,1,False,35,SEVERITY_DRIVEN,80.78842315369262,99.47257383966245,99.40119760479043,5020.359891357421,False
1,587.6088888888889,587.6088888888889,587.6088888888889,587.6088888888889,587.6088888888889,587.6088888888889,1.0,1.0,2024-09-10,35,17.5,1,False,1,SEVERITY_DRIVEN,49.650698602794414,99.45147679324894,97.66716566866268,5019.363080444335,False
2,654.7366666666667,327.36833333333334,327.36833333333334,654.4833333333333,654.4833333333333,654.7366666666667,0.9996130759949292,1.0,2024-09-10,38,19.0,1,False,1,SEVERITY_DRIVEN,55.18962075848303,99.47257383966245,97.90419161676647,5019.160535278319,False
35,1471.006666666667,42.02876190476191,0.03666666666666667,138.31555555555556,138.31555555555556,411.6488888888889,0.09402782372766645,0.2798416201754505,2024-09-10,44,22.0,1,False,14,UNRESOLVED,79.92764471057885,94.59915611814345,99.02694610778443,5019.512036743163,False
13,1226.5530555555556,94.35023504273505,13.058333333333334,200.02666666666667,200.02666666666667,600.0733333333333,0.16308032152434407,0.48923552928701947,2024-09-11,7,3.5,2,False,9,SEVERITY_DRIVEN,74.27644710578842,98.20675105485232,98.76497005988024,5020.126141967772,False
8,480.0802777777777,60.01003472222222,48.00583333333333,192.00666666666666,192.00666666666666,384.03527777777776,0.3999469996048115,0.7999397091574384,2024-09-11,19,9.5,2,False,5,SEVERITY_DRIVEN,69.61077844311377,96.20253164556962,97.19311377245509,5020.521390380858,False
14,589.0444444444445,42.074603174603176,6.228888888888889,246.33,246.33,509.6311111111111,0.41818576225148074,0.8651827819066661,2024-09-11,31,15.5,2,False,12,SEVERITY_DRIVEN,74.92514970059881,98.69198312236287,97.67964071856288,5019.489285888671,False
606,758.2066666666657,1.2511661166116612,1.1433333333333333,66.69777777777777,66.69777777777777,74.89888888888889,0.08796780707693311,0.0987842657967779,2024-09-12,9,4.5,3,False,11,COUNT_DRIVEN,99.63822355289422,89.17721518987342,98.15369261477046,5020.313107910155,False
4,471.3841666666667,117.84604166666668,156.96222222222224,156.97222222222223,156.97222222222223,470.89666666666665,0.33300274663918256,0.9989658116787261,2024-09-12,27,13.5,3,False,3,SEVERITY_DRIVEN,62.08832335329341,95.18987341772151,97.16816367265469,5020.045499267577,False
1,632.7644444444444,632.7644444444444,632.7644444444444,632.7644444444444,632.7644444444444,632.7644444444444,1.0,1.0,2024-09-13,39,19.5,4,False,1,SEVERITY_DRIVEN,49.650698602794414,99.47257383966245,97.82934131736526,5019.660001220702,False
15,487.29249999999996,32.48616666666667,48.00333333333333,48.00666666666667,48.00666666666667,144.02,0.09851714661454193,0.2955514398436258,2024-09-14,1,0.5,5,False,11,UNRESOLVED,75.39920159680639,85.73839662447257,97.23053892215569,5020.342435302733,False
41,1071.1908333333324,26.12660569105691,0.03111111111111111,333.36555555555555,333.36555555555555,788.39,0.31121023927939,0.7359939755521314,2024-09-14,3,1.5,5,False,10,SEVERITY_DRIVEN,80.78842315369262,99.0084388185654,98.59031936127745,5020.763043823241,False
720,2166.7472222222204,3.0093711419753086,1.003888888888889,333.36333333333334,333.36333333333334,1000.0744444444445,0.15385427977677765,0.4615556601100732,2024-09-14,4,2.0,5,False,33,MIXED,99.77544910179641,99.0084388185654,99.43862275449102,5021.685056152342,False
105,1652.5669444444452,15.738732804232805,13.351111111111111,300.6488888888889,300.6488888888889,337.76166666666666,0.18192841742333174,0.2043860721056685,2024-09-14,10,5.0,5,False,100,SEVERITY_DRIVEN,86.51447105788424,98.92405063291139,99.21407185628742,5020.90124267578,False
55,764.1491666666665,13.893621212121213,13.328333333333333,48.01222222222222,48.01222222222222,110.55333333333333,0.06283095541628181,0.14467506889470755,2024-09-14,14,7.0,5,False,53,UNRESOLVED,82.13572854291417,86.18143459915612,98.16616766467065,5021.088712158202,False
163,2113.951666666666,12.969028629856851,13.355833333333333,126.6,126.6,164.8322222222222,0.05988784038739456,0.07797350564884672,2024-09-14,15,7.5,5,False,148,UNRESOLVED,90.19461077844312,93.75527426160338,99.43862275449102,5020.772748413085,False
57,1830.348055555555,32.111369395711506,37.16916666666667,38.010555555555555,38.010555555555555,113.67,0.02076684565003044,0.06210294247314531,2024-09-14,19,9.5,5,False,52,UNRESOLVED,82.44760479041916,82.25738396624473,99.26397205588822,5020.665143432616,False
48,642.8669444444446,13.393061342592594,13.373194444444444,13.80861111111111,13.80861111111111,40.843888888888884,0.021479734228743545,0.0635339695746614,2024-09-14,24,12.0,5,False,48,UNRESOLVED,81.4121756487026,70.10548523206751,97.87924151696606,5020.468411865233,False
48,645.2422222222224,13.442546296296298,13.359305555555554,16.67888888888889,16.67888888888889,44.334722222222226,0.02584903515992271,0.06871020013156126,2024-09-14,26,13.0,5,False,48,UNRESOLVED,81.4121756487026,74.0084388185654,97.89171656686626,5020.395154418944,False
34,484.3977777777778,14.246993464052288,0.12875,48.0075,48.0075,144.0197222222222,0.09910759752086211,0.29731705806522646,2024-09-16,34,17.0,0,False,12,UNRESOLVED,79.80289421157684,85.88607594936708,97.2055888223553,5019.385663452147,False
98,2201.9686111111087,22.469067460317458,24.004166666666666,41.413333333333334,41.413333333333334,89.42944444444444,0.018807413114048096,0.04061340565582292,2024-09-16,39,19.5,0,False,91,UNRESOLVED,86.05289421157684,83.14345991561181,99.43862275449102,5019.2700323486315,False
15,633.116111111111,42.20774074074074,3.866388888888889,288.02666666666664,288.02666666666664,528.0644444444445,0.4549349820859611,0.834072036988125,2024-09-17,13,6.5,1,False,10,SEVERITY_DRIVEN,75.39920159680639,98.83966244725738,97.82934131736526,5020.759519042967,False
26,559.4463888888889,21.517168803418805,0.9561111111111111,96.85777777777778,96.85777777777778,274.17,0.17313147372377555,0.4900737683632679,2024-09-17,18,9.0,1,False,10,UNRESOLVED,78.36826347305389,92.74261603375527,97.57984031936128,5020.081677856444,False
7,1334.3855555555556,190.62650793650795,333.35555555555555,333.3644444444444,333.3644444444444,1000.0833333333333,0.24982617884053165,0.7494710424356777,2024-09-18,5,2.5,2,False,4,SEVERITY_DRIVEN,68.27594810379242,99.0084388185654,98.85229540918164,5021.112760009764,False
18,656.7005555555558,36.48336419753086,11.293194444444445,333.34777777777776,333.34777777777776,454.3,0.5076100133580245,0.6917917095649038,2024-09-18,16,8.0,2,False,12,SEVERITY_DRIVEN,76.33483033932136,99.0084388185654,97.90419161676647,5020.606961669921,False
8,640.1644444444444,80.02055555555555,89.64722222222221,95.07666666666667,95.07666666666667,277.3522222222222,0.1485191305011907,0.4332515256496595,2024-09-18,20,10.0,2,False,8,UNRESOLVED,69.61077844311377,91.70886075949367,97.86676646706587,5020.129514160155,False
100,567.3530555555558,5.673530555555556,5.748472222222222,12.641666666666667,12.641666666666667,35.227777777777774,0.02228183411172055,0.06209145686768622,2024-09-18,27,13.5,2,False,94,UNRESOLVED,86.20259481037924,69.17721518987342,97.57984031936128,5019.772244873046,False
49,591.4227777777778,12.069852607709752,11.696111111111112,17.951666666666668,17.951666666666668,49.85333333333334,0.030353356923652097,0.08429390142979125,2024-09-18,30,15.0,2,False,49,UNRESOLVED,81.48702594810379,74.53586497890295,97.70459081836327,5019.8359503173815,False
568,547.9677777777779,0.9647320031298905,0.9522222222222222,5.1,5.1,7.285555555555555,0.009307116598502342,0.013295591184396483,2024-09-18,47,23.5,2,False,1,COUNT_DRIVEN,99.53842315369262,52.65822784810127,97.54241516966069,5019.594464721678,False
2,1926.3866666666665,963.1933333333333,963.1933333333333,1920.2222222222222,1920.2222222222222,1926.3866666666665,0.9967999963085754,1.0,2024-09-19,4,2.0,3,False,2,SEVERITY_DRIVEN,55.18962075848303,99.78902953586498,99.32634730538922,5019.652982177733,False
19,1183.2705555555553,62.277397660818714,28.574444444444445,144.01833333333335,144.01833333333335,432.0491666666667,0.12171209082923182,0.36513134264869457,2024-09-19,8,4.0,3,False,11,UNRESOLVED,76.63423153692615,94.87341772151899,98.74001996007983,5020.451276245116,False
