mess_id,horizon_step,state,service_id,P_discharge_kW,P_charge_kW,Q_kvar,SOC_kWh,support_energy_debt_kWh
MESS01,0,TRANSIT,,0.0,0.0,0.0,1031.1360387281975,79.08140706656712
MESS01,1,TRANSIT,,0.0,0.0,0.0,1031.1360387281975,79.08140706656712
MESS01,2,STAY,STA07,0.0,549.9999997156439,214.35957588700686,1031.1360387281975,79.08140706656712
MESS01,3,MOVE,STA07,0.0,0.0,0.0,1074.6777053723526,65.2580484721052
MESS01,4,TRANSIT,,0.0,0.0,0.0,1036.054017628212,65.2580484721052
MESS01,5,TRANSIT,,0.0,0.0,0.0,1036.054017628212,65.2580484721052
MESS01,6,TRANSIT,,0.0,0.0,0.0,1036.054017628212,65.2580484721052
MESS01,7,TRANSIT,,0.0,0.0,0.0,1036.054017628212,65.2580484721052
MESS01,8,TRANSIT,,0.0,0.0,0.0,1036.054017628212,65.2580484721052
MESS01,9,STAY,STA12,491.7657998740288,0.0,31.252773527134654,1036.054017628212,65.2580484721052
MESS01,10,STAY,STA12,0.0,549.9999991163477,199.38280787010765,992.9166667620691,108.39539934321658
MESS01,11,STAY,STA12,0.0,549.999999431762,-80.04416337224941,1036.4583333613314,94.36680274591521
MESS01,12,MOVE,STA12,0.0,0.0,0.0,1079.9999999829336,80.90111514946965
MESS01,13,TRANSIT,,0.0,0.0,0.0,1038.1575546093982,80.90111514946965
MESS01,14,TRANSIT,,0.0,0.0,0.0,1038.1575546093982,80.90111515816453
MESS01,15,TRANSIT,,0.0,0.0,0.0,1038.1575546093982,80.90111515816453
MESS01,16,TRANSIT,,0.0,0.0,0.0,1038.1575546093982,80.90111515816453
MESS01,17,TRANSIT,,0.0,0.0,0.0,1038.1575546093982,80.90111515816453
MESS01,18,TRANSIT,,0.0,0.0,0.0,1038.1575546093982,80.90111515816453
MESS01,19,TRANSIT,,0.0,0.0,0.0,1038.1575546093982,80.90111515816453
MESS01,20,TRANSIT,,0.0,0.0,0.0,1038.1575546093982,80.90111515816453
MESS01,21,STAY,IDC10,0.0,528.5361516284516,154.1606340692455,1038.1575546093982,80.90111515816453
MESS01,22,MOVE,IDC10,0.0,0.0,0.0,1079.999999946651,65.5423998134737
MESS01,23,TRANSIT,,0.0,0.0,0.0,1017.7480239334675,65.5423998134737
MESS01,24,TRANSIT,,0.0,0.0,0.0,1017.7480239334675,65.5423998134737
MESS01,25,TRANSIT,,0.0,0.0,0.0,1017.7480239334675,65.5423998134737
MESS01,26,TRANSIT,,0.0,0.0,0.0,1017.7480239334675,65.5423998134737
MESS01,27,TRANSIT,,0.0,0.0,0.0,1017.7480239334675,65.5423998134737
MESS01,28,TRANSIT,,0.0,0.0,0.0,1017.7480239334675,65.5423998134737
MESS01,29,TRANSIT,,0.0,0.0,0.0,1017.7480239334675,65.5423998134737
MESS01,30,TRANSIT,,0.0,0.0,0.0,1017.7480239334675,65.5423998134737
MESS01,31,MOVE,STA12,0.0,0.0,0.0,1017.7480239334675,65.5423998134737
MESS01,32,TRANSIT,,0.0,0.0,0.0,963.5576247635456,65.5423998134737
MESS01,33,TRANSIT,,0.0,0.0,0.0,963.5576247635456,65.5423998134737
MESS01,34,TRANSIT,,0.0,0.0,0.0,963.5576247635456,65.5423998134737
MESS01,35,TRANSIT,,0.0,0.0,0.0,963.5576247635456,65.5423998134737
MESS01,36,TRANSIT,,0.0,0.0,0.0,963.5576247635456,65.5423998134737
MESS01,37,TRANSIT,,0.0,0.0,0.0,963.5576247635456,65.5423998134737
MESS01,38,TRANSIT,,0.0,0.0,0.0,963.5576247635456,65.5423998134737
MESS01,39,TRANSIT,,0.0,0.0,0.0,963.5576247635456,65.5423998134737
MESS01,40,TRANSIT,,0.0,0.0,0.0,963.5576247635456,65.5423998134737
MESS01,41,STAY,STA04,0.0,549.9999988253156,93.63901298679296,963.5576247635456,65.5423998134737
MESS01,42,STAY,STA04,0.0,510.3964261929772,379.1473426404666,1007.0992913372164,50.722372803041466
MESS01,43,STAY,STA04,0.0,410.4546305558176,353.6251343098495,1047.5056750774938,37.48090386694278
MESS01,44,MOVE,STA04,0.0,0.0,0.0,1080.0,25.03272289625731
MESS01,45,TRANSIT,,0.0,0.0,0.0,1045.683082575199,25.03272289625731
MESS01,46,TRANSIT,,0.0,0.0,0.0,1045.683082575199,25.03272289625731
MESS01,47,TRANSIT,,0.0,0.0,0.0,1045.683082575199,25.03272289625731
MESS01,48,TRANSIT,,0.0,0.0,0.0,1045.683082575199,25.03272289625731
MESS01,49,TRANSIT,,0.0,0.0,0.0,1045.683082575199,25.03272289625731
MESS01,50,TRANSIT,,0.0,0.0,0.0,1045.683082575199,25.03272289625731
MESS01,51,TRANSIT,,0.0,0.0,0.0,1045.683082574889,25.03272289724418
MESS01,52,STAY,IDC07,0.0,378.2091296248027,-6.072453144812018,1045.6830825751995,25.032722899728338
MESS01,53,STAY,IDC07,0.0,3.156547392973692e-06,130.67281416674018,1075.6246386704718,1.2371173014997075e-07
MESS02,0,TRANSIT,,0.0,0.0,0.0,1025.8691701200564,0.9965977812537845
MESS02,1,TRANSIT,,0.0,0.0,0.0,1021.1137327459414,0.9965977812537845
MESS02,2,TRANSIT,,0.0,0.0,0.0,1021.1137327459414,0.9965977812537845
MESS02,3,STAY,STA12,0.0,223.85929827251567,-219.23688833223645,1021.1137327459414,0.9965977812537845
MESS02,4,STAY,STA12,0.0,517.607940645552,-66.27293375000471,1038.8359271925156,0.8880191819872765
MESS02,5,MOVE,STA12,0.0,0.0,0.0,1079.813222496106,0.7545970514075917
MESS02,6,TRANSIT,,0.0,0.0,0.0,1037.321206657483,0.7545970514075917
MESS02,7,TRANSIT,,0.0,0.0,0.0,1037.321206657483,0.7545970514075917
MESS02,8,TRANSIT,,0.0,0.0,0.0,1037.321206657483,0.7545970514075917
MESS02,9,TRANSIT,,0.0,0.0,0.0,1037.321206657483,0.7545970514075917
MESS02,10,TRANSIT,,0.0,0.0,0.0,1037.32120665562,0.7545970514075917
MESS02,11,TRANSIT,,0.0,0.0,0.0,1037.32120665562,0.7545970514075917
MESS02,12,TRANSIT,,0.0,0.0,0.0,1037.3212066558172,0.7545970731979963
MESS02,13,TRANSIT,,0.0,0.0,0.0,1037.3212066558172,0.7545970731979963
MESS02,14,STAY,IDC10,0.0,539.1005474590024,129.31470498926475,1037.3212066558172,0.7545970731979963
MESS02,15,MOVE,IDC10,0.0,0.0,0.0,1080.0,0.6267819621573091
MESS02,16,TRANSIT,,0.0,0.0,0.0,1018.0344886739067,0.6267819621573091
MESS02,17,TRANSIT,,0.0,0.0,0.0,1018.0344886757697,0.6267819621573091
MESS02,18,TRANSIT,,0.0,0.0,0.0,1018.0344886757697,0.6267819621573091
MESS02,19,TRANSIT,,0.0,0.0,0.0,1018.0344886757697,0.6267819621573091
MESS02,20,TRANSIT,,0.0,0.0,0.0,1018.0344886757697,0.6267819621573091
MESS02,21,TRANSIT,,0.0,0.0,0.0,1018.0344886757697,0.6267819621573091
MESS02,22,TRANSIT,,0.0,0.0,0.0,1018.0344886757697,0.6267819621573091
MESS02,23,TRANSIT,,0.0,0.0,0.0,1018.0344886757697,0.6267819621573091
MESS02,24,STAY,STA12,0.0,356.6652508578183,233.83597984253285,1018.0344886741029,0.6267819621573091
MESS02,25,MOVE,STA12,0.0,0.0,0.0,1046.2704877001502,0.5104626321644932
MESS02,26,TRANSIT,,0.0,0.0,0.0,992.9166668993689,0.5104626321644932
MESS02,27,TRANSIT,,0.0,0.0,0.0,992.9166668993689,0.5104626321644932
MESS02,28,TRANSIT,,0.0,0.0,0.0,992.9166668993689,0.5104626321644932
MESS02,29,TRANSIT,,0.0,0.0,0.0,992.9166668993689,0.5104626321644932
MESS02,30,TRANSIT,,0.0,0.0,0.0,992.9166668993689,0.5104626321644932
MESS02,31,TRANSIT,,0.0,0.0,0.0,992.9166668993689,0.5104626321644932
MESS02,32,TRANSIT,,0.0,0.0,0.0,992.9166668993689,0.5104626321644932
MESS02,33,TRANSIT,,0.0,0.0,0.0,992.9166668993689,0.5104626321644932
MESS02,34,TRANSIT,,0.0,0.0,0.0,992.9166668997622,0.51046263004395
MESS02,35,STAY,STA04,0.0,549.9999983085662,-125.30847330323944,992.9166668997622,0.51046263004395
MESS02,36,STAY,STA04,0.0,549.9999977734009,-176.66928295272322,1036.458333432327,0.3837981909819922
