mess_id,horizon_step,state,service_id,P_discharge_kW,P_charge_kW,Q_kvar,SOC_kWh,support_energy_debt_kWh
MESS02,37,MOVE,STA04,0.0,0.0,0.0,1079.9999999225247,0.25504136762049945
MESS02,38,TRANSIT,,0.0,0.0,0.0,1055.1034793079007,0.25504136762049945
MESS02,39,TRANSIT,,0.0,0.0,0.0,1055.1034793079007,0.25504136762049945
MESS02,40,TRANSIT,,0.0,0.0,0.0,1055.1034793079007,0.25504136762049945
MESS02,41,TRANSIT,,0.0,0.0,0.0,1055.1034793079007,0.25504136762049945
MESS02,42,TRANSIT,,0.0,0.0,0.0,1055.1034793079007,0.25504136762049945
MESS02,43,STAY,IDC12,0.0,314.48236658816217,281.07946069144225,1055.103479307901,0.25504136762041957
MESS02,44,MOVE,IDC12,0.0,0.0,0.0,1080.0,0.135861518081774
MESS02,45,TRANSIT,,0.0,0.0,0.0,1043.8441925028765,0.135861518081774
MESS02,46,TRANSIT,,0.0,0.0,0.0,1043.8441925028765,0.135861518081774
MESS02,47,TRANSIT,,0.0,0.0,0.0,1043.8441925028765,0.135861518081774
MESS02,48,TRANSIT,,0.0,0.0,0.0,1043.8441925028765,0.135861518081774
MESS02,49,TRANSIT,,0.0,0.0,0.0,1043.8441925028765,0.135861518081774
MESS02,50,STAY,STA04,0.0,456.70492707452513,382.8765670829675,1043.8441925028765,0.135861518081774
MESS02,51,STAY,STA04,496.37498172949984,0.0,179.3844174074412,1079.9999992296096,4.922057152671879e-07
MESS02,52,STAY,STA04,0.0,549.9999886279611,347.44262699824225,1036.4583341658572,43.54166555969866
MESS02,53,STAY,STA04,0.0,6.208125599814233e-07,335.641138628021,1079.999999932041,2.8781387738455684e-08
MESS03,0,TRANSIT,,0.0,0.0,0.0,997.5349757428071,3.777411723623579
MESS03,1,TRANSIT,,0.0,0.0,0.0,992.7795383686921,3.777411723623579
MESS03,2,TRANSIT,,0.0,0.0,0.0,992.7795383686921,3.777411723623579
MESS03,3,STAY,STA12,0.0,414.54903003762234,167.0567315920716,992.7795383686921,3.777411723623579
MESS03,4,MOVE,STA12,0.0,0.0,0.0,1025.5980032466705,2.8816916816506986
MESS03,5,TRANSIT,,0.0,0.0,0.0,998.8145254659516,2.881691685066548
MESS03,6,TRANSIT,,0.0,0.0,0.0,998.8145254659518,2.881691685066548
MESS03,7,TRANSIT,,0.0,0.0,0.0,998.8145254659518,2.881691685066548
MESS03,8,TRANSIT,,0.0,0.0,0.0,998.8145254659518,2.881691685066548
MESS03,9,TRANSIT,,0.0,0.0,0.0,998.8145254659518,2.881691685066548
MESS03,10,STAY,STA07,0.0,498.21383656218455,-207.44131352981213,998.8145254659518,2.881691685066548
MESS03,11,STAY,STA07,0.0,527.286894396427,169.44903410233914,1038.2564541937913,2.1414271196452086
MESS03,12,MOVE,STA07,0.0,0.0,0.0,1080.0,1.0026038588747341
MESS03,13,TRANSIT,,0.0,0.0,0.0,1041.5896453859173,1.0026038588747341
MESS03,14,TRANSIT,,0.0,0.0,0.0,1041.5896453859173,1.0026038588747341
MESS03,15,TRANSIT,,0.0,0.0,0.0,1041.5896453859173,1.0026038588747341
MESS03,16,TRANSIT,,0.0,0.0,0.0,1041.5896453859173,1.0026038588747341
MESS03,17,TRANSIT,,0.0,0.0,0.0,1041.5896453859173,1.0026038588747341
MESS03,18,MOVE,STA12,0.0,0.0,0.0,1041.5896453859173,1.0026038588747341
MESS03,19,TRANSIT,,0.0,0.0,0.0,1015.147912979301,1.0026038588747341
MESS03,20,TRANSIT,,0.0,0.0,0.0,1015.147912979301,1.0026038588747341
MESS03,21,TRANSIT,,0.0,0.0,0.0,1015.147912979301,1.0026038588747341
MESS03,22,TRANSIT,,0.0,0.0,0.0,1015.147912979301,1.0026038588747341
MESS03,23,TRANSIT,,0.0,0.0,0.0,1015.147912979301,1.0026038588747341
MESS03,24,MOVE,STA07,0.0,0.0,0.0,1015.147912979301,1.0026038588747341
MESS03,25,TRANSIT,,0.0,0.0,0.0,975.5977725984417,1.0026038588747341
MESS03,26,TRANSIT,,0.0,0.0,0.0,975.5977725984417,1.0026038588747341
MESS03,27,TRANSIT,,0.0,0.0,0.0,975.5977725984417,1.0026038588747341
MESS03,28,TRANSIT,,0.0,0.0,0.0,975.5977725984417,1.0026038588747341
MESS03,29,TRANSIT,,0.0,0.0,0.0,975.5977725984417,1.0026038588747341
MESS03,30,STAY,IDC03,549.9998152746009,0.0,148.43587151345423,975.5977725984417,1.0026038588747341
MESS03,31,MOVE,IDC03,0.0,0.0,0.0,927.3521747675818,49.248201699698825
MESS03,32,TRANSIT,,0.0,0.0,0.0,882.9415378657263,49.248201699698825
MESS03,33,TRANSIT,,0.0,0.0,0.0,882.9415378657263,49.248201699698825
MESS03,34,TRANSIT,,0.0,0.0,0.0,882.9415378656992,49.248201699698825
MESS03,35,TRANSIT,,0.0,0.0,0.0,882.9415378656992,49.248201699698825
MESS03,36,TRANSIT,,0.0,0.0,0.0,882.9415378656992,49.248201699698825
MESS03,37,STAY,STA07,0.0,549.9999995697583,140.6997019104774,882.9415378656992,49.248201699698825
MESS03,38,STAY,STA07,0.0,549.9999995931156,206.17730505129347,926.483204498305,40.815430091860314
MESS03,39,STAY,STA07,0.0,549.9999996495465,29.974947742053537,970.0248711327599,32.7483730635498
MESS03,40,STAY,STA07,0.0,549.9999995155367,134.84702399666799,1013.5665377716826,24.193925833689125
MESS03,41,STAY,STA07,490.12055690487165,0.0,0.1884458131383492,1057.1082043999959,15.908749260748412
MESS03,42,STAY,STA07,0.0,533.0367966779842,315.3480290725124,1014.1151730927688,58.90178057046086
MESS03,43,STAY,STA07,0.0,299.19259581564387,178.69038110775975,1056.3139194964426,46.10145217333579
MESS03,44,MOVE,STA07,0.0,0.0,0.0,1080.0,32.85450150410879
MESS03,45,TRANSIT,,0.0,0.0,0.0,1042.0099945051536,32.85450150410879
MESS03,46,TRANSIT,,0.0,0.0,0.0,1042.0099945051536,32.85450150410879
MESS03,47,TRANSIT,,0.0,0.0,0.0,1042.0099945051536,32.85450150410879
MESS03,48,TRANSIT,,0.0,0.0,0.0,1042.0099945051536,32.85450150410879
MESS03,49,TRANSIT,,0.0,0.0,0.0,1042.0099945051536,32.85450150410879
MESS03,50,STAY,STA12,0.0,479.87373971914604,166.197621859342,1042.0099945051536,32.85450150410879
MESS03,51,STAY,STA12,496.3749685575205,0.0,-85.83229072958815,1079.9999988993648,6.371705955535908e-07
MESS03,52,STAY,STA12,0.0,549.9999781486885,212.5968247539361,1036.4583349884856,43.54166454799239
MESS03,53,STAY,STA12,0.0,6.327383318170197e-07,294.9898385483538,1079.9999999252568,2.8554824752216665e-08
MESS04,0,STAY,STA12,0.0,549.999999922903,126.02177226463566,911.2250780113361,0.0
MESS04,1,MOVE,STA12,0.0,0.0,0.0,954.7667446743899,0.0
MESS04,2,TRANSIT,,0.0,0.0,0.0,901.314943374341,0.0
MESS04,3,TRANSIT,,0.0,0.0,0.0,901.314943374341,0.0
MESS04,4,TRANSIT,,0.0,0.0,0.0,901.314943374341,0.0
MESS04,5,TRANSIT,,0.0,0.0,0.0,901.314943374341,0.0
MESS04,6,TRANSIT,,0.0,0.0,0.0,901.314943374341,0.0
MESS04,7,TRANSIT,,0.0,0.0,0.0,901.314943374341,0.0
MESS04,8,TRANSIT,,0.0,0.0,0.0,901.314943374341,0.0
MESS04,9,TRANSIT,,0.0,0.0,0.0,901.314943374341,0.0
MESS04,10,TRANSIT,,0.0,0.0,0.0,901.314943374341,0.0
MESS04,11,STAY,STA04,0.0,549.9999999297858,63.96885015475308,901.314943374341,0.0
MESS04,12,STAY,STA04,0.0,549.9999999271336,-169.39717157546923,944.8566100354475,0.0
MESS04,13,STAY,STA04,0.0,549.9999999276189,-136.93071003697096,988.398276696344,0.0
MESS04,14,STAY,STA04,0.0,549.9999999267013,61.224188904412934,1031.939943357279,0.0
MESS04,15,MOVE,STA04,0.0,0.0,0.0,1075.4816100179446,0.0
MESS04,16,TRANSIT,,0.0,0.0,0.0,1023.0493590413821,0.0
MESS04,17,TRANSIT,,0.0,0.0,0.0,1023.0493590413821,0.0
MESS04,18,TRANSIT,,0.0,0.0,0.0,1023.0493590413821,0.0
MESS04,19,TRANSIT,,0.0,0.0,0.0,1023.0493590413821,0.0
MESS04,20,TRANSIT,,0.0,0.0,0.0,1023.0493590413821,0.0
MESS04,21,TRANSIT,,0.0,0.0,0.0,1023.0493590413821,0.0
MESS04,22,TRANSIT,,0.0,0.0,0.0,1023.0493590413821,0.0
MESS04,23,TRANSIT,,0.0,0.0,0.0,1023.0493590413821,0.0
MESS04,24,STAY,STA12,0.0,393.33474144446393,-233.90560982356476,1023.0493590413821,0.0
MESS04,25,STAY,STA12,0.0,326.0417759215479,0.0,1054.1883594059325,0.0
MESS04,26,MOVE,STA12,0.0,0.0,0.0,1080.0,0.0
MESS04,27,TRANSIT,,0.0,0.0,0.0,1046.2661895747203,0.0
MESS04,28,TRANSIT,,0.0,0.0,0.0,1046.2661895747203,0.0
MESS04,29,TRANSIT,,0.0,0.0,0.0,1046.2661895747203,0.0
MESS04,30,TRANSIT,,0.0,0.0,0.0,1046.2661895747203,0.0
MESS04,31,TRANSIT,,0.0,0.0,0.0,1046.2661895743643,0.0
MESS04,32,TRANSIT,,0.0,0.0,0.0,1046.2661895743643,0.0
MESS04,33,TRANSIT,,0.0,0.0,0.0,1046.2661895743643,0.0
MESS04,34,MOVE,IDC08,0.0,0.0,0.0,1046.2661895743643,0.0
MESS04,35,TRANSIT,,0.0,0.0,0.0,991.0061721793447,0.0
MESS04,36,TRANSIT,,0.0,0.0,0.0,991.0061721793447,0.0
MESS04,37,TRANSIT,,0.0,0.0,0.0,991.0061721793447,0.0
MESS04,38,TRANSIT,,0.0,0.0,0.0,991.0061721793447,0.0
MESS04,39,TRANSIT,,0.0,0.0,0.0,991.0061721793448,0.0
MESS04,40,TRANSIT,,0.0,0.0,0.0,991.0061721793448,0.0
MESS04,41,TRANSIT,,0.0,0.0,0.0,991.0061721793448,0.0
MESS04,42,STAY,STA12,0.0,549.9999999301386,388.926313604802,991.0061721793448,0.0
MESS04,43,STAY,STA12,0.0,549.9999999277852,285.72774701572246,1034.5478388404808,0.0
MESS04,44,STAY,STA12,0.0,24.132561825953672,250.53351604399654,1078.0895055012338,0.0
MESS04,45,MOVE,STA12,0.0,0.0,0.0,1079.9999999789252,0.0
MESS04,46,TRANSIT,,0.0,0.0,0.0,1048.3290576724066,0.0
MESS04,47,TRANSIT,,0.0,0.0,0.0,1048.3290576724066,0.0
MESS04,48,TRANSIT,,0.0,0.0,0.0,1048.3290576724066,0.0
MESS04,49,TRANSIT,,0.0,0.0,0.0,1048.3290576724066,0.0
MESS04,50,TRANSIT,,0.0,0.0,0.0,1048.3290576724066,0.0
MESS04,51,STAY,IDC07,6.555234481357153e-07,0.0,234.52563376508795,1048.3290576753875,0.0
MESS04,52,STAY,IDC07,0.0,371.7908673085744,6.093870828670177,1048.3290576206211,6.077617965792056e-08
MESS04,53,STAY,IDC07,0.0,1.8840882472779665e-06,132.03371285022436,1077.7625012825254,2.684635291346829e-08
