day,rho_AIDC,status,coefficient_count,minimum_conservatism_kw,maximum_site_error_kw,maximum_aggregate_error_kw,site_error_threshold_kw,aggregate_error_threshold_kw
2025-01-05,0.1,PASS,1152,-1.4210854715202004e-14,7.905788621087595e-06,7.916700605292704e-06,14.25,5.288087919579648
2025-01-05,0.25,PASS,1152,-1.4210854715202004e-14,7.905788621087595e-06,7.916700605292704e-06,14.25,5.288087919579648
2025-01-05,0.5,PASS,1152,-1.4210854715202004e-14,7.905788621087595e-06,7.916700605292704e-06,14.25,5.288087919579648
2025-01-05,1.0,PASS,1152,-1.4210854715202004e-14,7.905788621087595e-06,7.916700605292704e-06,14.25,5.288087919579648
2025-01-06,0.1,PASS,1152,-1.4210854715202004e-14,6.584682935795172e-06,6.603170692898175e-06,14.25,5.288087919579648
2025-01-06,0.25,PASS,1152,-1.4210854715202004e-14,6.584682935795172e-06,6.603170692898175e-06,14.25,5.288087919579648
2025-01-06,0.5,PASS,1152,-1.4210854715202004e-14,6.584682935795172e-06,6.603170692898175e-06,14.25,5.288087919579648
2025-01-06,1.0,PASS,1152,-1.4210854715202004e-14,6.584682935795172e-06,6.603170692898175e-06,14.25,5.288087919579648
2025-01-07,0.1,PASS,1152,-1.4210854715202004e-14,6.467797895481908e-06,6.476515432396468e-06,14.25,5.288087919579648
2025-01-07,0.25,PASS,1152,-1.4210854715202004e-14,6.467797895481908e-06,6.476515432396468e-06,14.25,5.288087919579648
2025-01-07,0.5,PASS,1152,-1.4210854715202004e-14,6.467797895481908e-06,6.476515432396468e-06,14.25,5.288087919579648
2025-01-07,1.0,PASS,1152,-1.4210854715202004e-14,6.467797895481908e-06,6.476515432396468e-06,14.25,5.288087919579648
2025-01-08,0.1,PASS,1152,-1.4210854715202004e-14,5.425296428995807e-06,5.4284303061535866e-06,14.25,5.288087919579648
2025-01-08,0.25,PASS,1152,-1.4210854715202004e-14,5.425296428995807e-06,5.4284303061535866e-06,14.25,5.288087919579648
2025-01-08,0.5,PASS,1152,-1.4210854715202004e-14,5.425296428995807e-06,5.4284303061535866e-06,14.25,5.288087919579648
2025-01-08,1.0,PASS,1152,-1.4210854715202004e-14,5.425296428995807e-06,5.4284303061535866e-06,14.25,5.288087919579648
