day,rho_AIDC,status,coefficient_count,minimum_conservatism_kw,maximum_site_error_kw,maximum_aggregate_error_kw,site_error_threshold_kw,aggregate_error_threshold_kw
2025-01-09,0.1,PASS,1152,-1.4210854715202004e-14,6.347020523378433e-06,6.354406393072054e-06,14.25,5.288087919579648
2025-01-09,0.25,PASS,1152,-1.4210854715202004e-14,6.347020523378433e-06,6.354406393072054e-06,14.25,5.288087919579648
2025-01-09,0.5,PASS,1152,-1.4210854715202004e-14,6.347020523378433e-06,6.354406393072054e-06,14.25,5.288087919579648
2025-01-09,1.0,PASS,1152,-1.4210854715202004e-14,6.347020523378433e-06,6.354406393072054e-06,14.25,5.288087919579648
2025-01-10,0.1,PASS,1152,-1.4210854715202004e-14,5.66724900608051e-06,5.6719660896931146e-06,14.25,5.288087919579648
2025-01-10,0.25,PASS,1152,-1.4210854715202004e-14,5.66724900608051e-06,5.6719660896931146e-06,14.25,5.288087919579648
2025-01-10,0.5,PASS,1152,-1.4210854715202004e-14,5.66724900608051e-06,5.6719660896931146e-06,14.25,5.288087919579648
2025-01-10,1.0,PASS,1152,-1.4210854715202004e-14,5.66724900608051e-06,5.6719660896931146e-06,14.25,5.288087919579648
2025-01-11,0.1,PASS,1152,-1.4210854715202004e-14,3.955749477313475e-06,3.956778979130604e-06,14.25,5.288087919579648
2025-01-11,0.25,PASS,1152,-1.4210854715202004e-14,3.955749477313475e-06,3.956778979130604e-06,14.25,5.288087919579648
2025-01-11,0.5,PASS,1152,-1.4210854715202004e-14,3.955749477313475e-06,3.956778979130604e-06,14.25,5.288087919579648
2025-01-11,1.0,PASS,1152,-1.4210854715202004e-14,3.955749477313475e-06,3.956778979130604e-06,14.25,5.288087919579648
2025-01-12,0.1,PASS,1152,-1.4210854715202004e-14,3.499842989640456e-06,3.501042940001753e-06,14.25,5.288087919579648
2025-01-12,0.25,PASS,1152,-1.4210854715202004e-14,3.499842989640456e-06,3.501042940001753e-06,14.25,5.288087919579648
2025-01-12,0.5,PASS,1152,-1.4210854715202004e-14,3.499842989640456e-06,3.501042940001753e-06,14.25,5.288087919579648
2025-01-12,1.0,PASS,1152,-1.4210854715202004e-14,3.499842989640456e-06,3.501042940001753e-06,14.25,5.288087919579648
2025-01-13,0.1,PASS,1152,-1.4210854715202004e-14,2.780824317483166e-06,2.7812920082581627e-06,14.25,5.288087919579648
2025-01-13,0.25,PASS,1152,-1.4210854715202004e-14,2.780824317483166e-06,2.7812920082581627e-06,14.25,5.288087919579648
2025-01-13,0.5,PASS,1152,-1.4210854715202004e-14,2.780824317483166e-06,2.7812920082581627e-06,14.25,5.288087919579648
2025-01-13,1.0,PASS,1152,-1.4210854715202004e-14,2.780824317483166e-06,2.7812920082581627e-06,14.25,5.288087919579648
2025-01-14,0.1,PASS,1152,-1.4210854715202004e-14,3.9896974612929625e-06,3.9909699811602195e-06,14.25,5.288087919579648
2025-01-14,0.25,PASS,1152,-1.4210854715202004e-14,3.9896974612929625e-06,3.9909699811602195e-06,14.25,5.288087919579648
2025-01-14,0.5,PASS,1152,-1.4210854715202004e-14,3.9896974612929625e-06,3.9909699811602195e-06,14.25,5.288087919579648
2025-01-14,1.0,PASS,1152,-1.4210854715202004e-14,3.9896974612929625e-06,3.9909699811602195e-06,14.25,5.288087919579648
2025-01-15,0.1,PASS,1152,-1.4210854715202004e-14,7.1858762993315395e-06,7.206917668867163e-06,14.25,5.288087919579648
2025-01-15,0.25,PASS,1152,-1.4210854715202004e-14,7.1858762993315395e-06,7.206917668867163e-06,14.25,5.288087919579648
2025-01-15,0.5,PASS,1152,-1.4210854715202004e-14,7.1858762993315395e-06,7.206917668867163e-06,14.25,5.288087919579648
2025-01-15,1.0,PASS,1152,-1.4210854715202004e-14,7.1858762993315395e-06,7.206917668867163e-06,14.25,5.288087919579648
2025-01-16,0.1,PASS,1152,-1.4210854715202004e-14,8.001903267995658e-06,8.035847931964213e-06,14.25,5.288087919579648
2025-01-16,0.25,PASS,1152,-1.4210854715202004e-14,8.001903267995658e-06,8.035847931964213e-06,14.25,5.288087919579648
2025-01-16,0.5,PASS,1152,-1.4210854715202004e-14,8.001903267995658e-06,8.035847931964213e-06,14.25,5.288087919579648
2025-01-16,1.0,PASS,1152,-1.4210854715202004e-14,8.001903267995658e-06,8.035847931964213e-06,14.25,5.288087919579648
2025-01-17,0.1,PASS,1152,-2.842170943040401e-14,5.474935669269598e-06,5.479901878047144e-06,14.25,5.288087919579648
