day,rho_AIDC,status,OpenDSS_solve_count,convergence_count,rho_max_AC,Vmin_pu,Vmax_pu,transformer_phase_current_loading_max,transformer_total_kva_loading_max,voltage_error_max_pu,voltage_error_p95_pu,voltage_error_mean_pu,current_error_max_pu,current_error_p95_pu,current_error_mean_pu,physical_pass,planning_model_error_pass,anchor_physical_pass,anchor_rho_max_AC,anchor_Vmin_pu,anchor_Vmax_pu,anchor_transformer_phase_current_loading_max,anchor_transformer_total_kva_loading_max,candidate_delta_rho_max_AC,candidate_delta_Vmin_pu,candidate_delta_Vmax_pu,preexisting_anchor_violation,candidate_new_violation,candidate_resolves_anchor_violation,direction,April_performance_used
2025-03-13,1.0,PASS,96,96,0.6984935686308341,0.9799900173441315,1.0495713474217925,0.7610895380687691,0.6526020801790314,8.649823162176773e-06,2.594689641116643e-06,1.5822829667447564e-06,0.0001844630605068176,4.769155563913016e-05,7.976049757814745e-06,True,True,True,0.6854606640118852,0.9798920846191838,1.0495271925518856,0.7622278793735415,0.6557109030230653,0.013032904618948904,9.793272494773575e-05,4.4154869906831706e-05,False,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
2025-03-14,0.1,FAIL,96,96,0.6379800520878331,0.97999675463856,1.0502107319624074,0.7140449189256872,0.6190145850067976,3.508755808123709e-08,2.5420023086475396e-08,1.565508700006885e-08,2.121246915148811e-06,4.9636801766062e-07,8.560420595853239e-08,False,True,False,0.6368710515595846,0.9799869588754191,1.0502060230087544,0.713727572773546,0.6186977525164642,0.0011090005282485826,9.795763140862945e-06,4.708953653009829e-06,True,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
2025-03-14,0.25,FAIL,96,96,0.6400019695577361,0.979986043740912,1.0502177456773785,0.7145215035044359,0.6194904307661222,2.1779706416147349e-07,1.587552324600061e-07,9.781932965973009e-08,1.343660910935185e-05,3.115379031209945e-06,5.348969837237655e-07,False,True,False,0.6368710515595846,0.9799869588754191,1.0502060230087544,0.713727572773546,0.6186977525164642,0.0031309179981515722,-9.151345070623762e-07,1.1722668624036814e-05,True,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
2025-03-14,0.5,FAIL,96,96,0.6433727148815088,0.9799612453188999,1.0502293027992715,0.7153173180476085,0.62028509827007,8.70277465092606e-07,6.347335922696207e-07,3.912248440134971e-07,5.4980441239721456e-05,1.2382763128797321e-05,2.142406097381453e-06,False,True,False,0.6368710515595846,0.9799869588754191,1.0502060230087544,0.713727572773546,0.6186977525164642,0.006501663321924256,-2.5713556519146863e-05,2.32797905170834e-05,True,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
2025-03-14,1.0,FAIL,96,96,0.6501174491609921,0.9799110334424285,1.0502519209894483,0.7169145954092888,0.6218804049989024,7.863385412143487e-06,2.5728052044093896e-06,1.5885572715931207e-06,0.0002304636932001225,5.0333669363258886e-05,8.689270616947863e-06,False,True,False,0.6368710515595846,0.9799869588754191,1.0502060230087544,0.713727572773546,0.6186977525164642,0.013246397601407556,-7.592543299062005e-05,4.5897980693876406e-05,True,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
2025-03-15,0.1,PASS,96,96,0.797262745958598,0.9711123617291917,1.049714011687798,0.8798580500767037,0.7436834765572957,3.5589638236466214e-08,2.5339707498961417e-08,1.5542821516338366e-08,1.2096388296300997e-06,3.859393768439883e-07,6.22204399732021e-08,True,True,True,0.7985532039032327,0.9711024982639069,1.0497185540951912,0.8801750961204733,0.744000756350161,-0.001290457944634671,9.863465284754014e-06,-4.542407393115511e-06,False,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
2025-03-15,0.25,PASS,96,96,0.7993123327704849,0.9711270944992527,1.0497071518447403,0.8793830390958433,0.7432082126152593,2.2097439789092732e-07,1.5825009963554848e-07,9.715036173019361e-08,7.656633237068666e-06,2.3988691373960626e-06,3.8868406953989764e-07,True,True,True,0.7985532039032327,0.9711024982639069,1.0497185540951912,0.8801750961204733,0.744000756350161,0.0007591288672521568,2.4596235345786255e-05,-1.1402250450931462e-05,False,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
2025-03-15,0.5,PASS,96,96,0.8027293129631209,0.9711514820782536,1.049695595182249,0.8785928413876415,0.7424178551081091,8.829952912181582e-07,6.329212662581352e-07,3.886251896868574e-07,3.1294673863951905e-05,9.584231351332499e-06,1.5568861880930582e-06,True,True,True,0.7985532039032327,0.9711024982639069,1.0497185540951912,0.8801750961204733,0.744000756350161,0.004176109059888189,4.8983814346703625e-05,-2.295891294212815e-05,False,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
2025-03-15,1.0,PASS,96,96,0.8095670510984988,0.9711996309258907,1.049672019360327,0.8794966354339999,0.7418089131755233,3.534383852366041e-06,2.532337067429058e-06,1.554563936747358e-06,0.00013090000171797622,3.8814585837412765e-05,6.264976536000667e-06,True,True,True,0.7985532039032327,0.9711024982639069,1.0497185540951912,0.8801750961204733,0.744000756350161,0.011013847195266102,9.713266198374537e-05,-4.653473486415649e-05,False,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
2025-03-16,0.1,PASS,96,96,0.540209290999264,0.9823864426358914,1.0492669141484048,0.5834182687529679,0.5035657981731041,3.476360344034646e-08,2.515889363507995e-08,1.5446981327403132e-08,1.2328391204297073e-06,4.037110194102239e-07,6.286177548095819e-08,True,True,True,0.5396287017801265,0.9823964653477137,1.049274413237602,0.5837367694418742,0.5038848289844263,0.0005805892191375062,-1.002271182237724e-05,-7.499089197171571e-06,False,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
2025-03-16,0.25,PASS,96,96,0.5421776152301959,0.982365577962509,1.0492556084879008,0.5835250902405907,0.5030877720526611,2.160311520782443e-07,1.5690832441683789e-07,9.653927731776919e-08,7.813750277529952e-06,2.537063127456757e-06,3.926954024658351e-07,True,True,True,0.5396287017801265,0.9823964653477137,1.049274413237602,0.5837367694418742,0.5038848289844263,0.0025489134500694677,-3.088738520473644e-05,-1.8804749701173407e-05,False,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
2025-03-16,0.5,PASS,96,96,0.5454599205941288,0.9821249855368611,1.0492366133845483,0.584323578257608,0.5030067552655423,5.856920015645528e-06,6.369288471641532e-07,4.081817728992107e-07,5.1861265267016954e-05,1.042900586779716e-05,1.6347600010701355e-06,True,True,True,0.5396287017801265,0.9823964653477137,1.049274413237602,0.5837367694418742,0.5038848289844263,0.005831218814002392,-0.0002714798108526262,-3.779985305363276e-05,False,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
2025-03-16,1.0,PASS,96,96,0.5520310470913103,0.981642581221855,1.0491980517291704,0.585924838046515,0.5046133053588031,7.185595723546712e-06,2.5773877743162643e-06,1.5884162632748829e-06,0.0001345858669706823,4.1755551338415456e-05,6.458258227137343e-06,True,True,True,0.5396287017801265,0.9823964653477137,1.049274413237602,0.5837367694418742,0.5038848289844263,0.012402345311183893,-0.0007538841258587503,-7.636150843159939e-05,False,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
2025-03-17,0.1,PASS,96,96,0.5821301787375593,0.9781564301326666,1.0488361723874342,0.6350282832120986,0.5383685471229561,3.5092389105706445e-08,2.5544241555319758e-08,1.5750396808518583e-08,1.88596534295149e-06,5.030560681199001e-07,8.282739075820986e-08,True,True,True,0.5807963866856678,0.9781663683354991,1.0488287187855356,0.6347095871939528,0.5386870989116541,0.001333792051891547,-9.938202832460163e-06,7.4536018985771335e-06,False,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
2025-03-17,0.25,PASS,96,96,0.5841313697333714,0.978141468786579,1.0488472956693398,0.6355068894971453,0.5384973562147246,6.607483763021449e-06,1.6270804509277426e-07,1.3091276807421066e-07,6.413394172821718e-05,3.285762947139586e-06,5.915729368726984e-07,True,True,True,0.5807963866856678,0.9781663683354991,1.0488287187855356,0.6347095871939528,0.5386870989116541,0.0033349830477036324,-2.4899548920043202e-05,1.857688380413336e-05,False,False,False,FROZEN_SIMULTANEOUS_ALTERNATING_LOW_HIGH_ENDPOINT,False
