job_uid,state_at_issue,start_before,start_after,site_before,site_after,shift_minutes,shifted_GPU_h,symmetric_GPU_h,additional_running_migration,terminal_state_changed
7709384,PENDING,25,25,AIDC12,AIDC12,0,0.0,0.0,False,False
7709385,PENDING,25,25,AIDC12,AIDC12,0,0.0,0.0,False,False
7709386,PENDING,25,25,AIDC12,AIDC12,0,0.0,0.0,False,False
7709387,PENDING,26,26,AIDC12,AIDC12,0,0.0,0.0,False,False
7709388,PENDING,26,26,AIDC12,AIDC12,0,0.0,0.0,False,False
7709389,PENDING,26,26,AIDC12,AIDC12,0,0.0,0.0,False,False
7709390,PENDING,26,26,AIDC12,AIDC12,0,0.0,0.0,False,False
7709391,PENDING,27,27,AIDC01,AIDC01,0,0.0,0.0,False,False
7709392,PENDING,27,27,AIDC01,AIDC01,0,0.0,0.0,False,False
7709393,PENDING,27,27,AIDC01,AIDC01,0,0.0,0.0,False,False
7709394,PENDING,27,27,AIDC01,AIDC01,0,0.0,0.0,False,False
7709395,PENDING,27,27,AIDC01,AIDC01,0,0.0,0.0,False,False
7709396,PENDING,27,27,AIDC01,AIDC01,0,0.0,0.0,False,False
7709397,PENDING,27,27,AIDC01,AIDC01,0,0.0,0.0,False,False
7709398,PENDING,27,27,AIDC01,AIDC01,0,0.0,0.0,False,False
7709399,PENDING,27,27,AIDC01,AIDC01,0,0.0,0.0,False,False
7709400,PENDING,28,28,AIDC01,AIDC01,0,0.0,0.0,False,False
7709401,PENDING,28,28,AIDC01,AIDC01,0,0.0,0.0,False,False
7709402,PENDING,28,28,AIDC01,AIDC01,0,0.0,0.0,False,False
7709403,PENDING,28,28,AIDC01,AIDC01,0,0.0,0.0,False,False
7709404,PENDING,28,28,AIDC01,AIDC01,0,0.0,0.0,False,False
7709405,PENDING,28,28,AIDC01,AIDC01,0,0.0,0.0,False,False
7709406,PENDING,28,28,AIDC01,AIDC01,0,0.0,0.0,False,False
7709407,PENDING,28,28,AIDC01,AIDC01,0,0.0,0.0,False,False
7709408,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709409,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709410,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709411,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709412,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709413,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709414,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709415,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709416,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709417,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709418,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709419,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709420,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709421,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709422,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709423,PENDING,28,28,AIDC12,AIDC12,0,0.0,0.0,False,False
7709424,PENDING,29,29,AIDC01,AIDC01,0,0.0,0.0,False,False
7709425,PENDING,29,29,AIDC01,AIDC01,0,0.0,0.0,False,False
7709426,PENDING,29,29,AIDC01,AIDC01,0,0.0,0.0,False,False
7709427,PENDING,29,29,AIDC01,AIDC01,0,0.0,0.0,False,False
7709428,PENDING,30,30,AIDC12,AIDC12,0,0.0,0.0,False,False
7709429,PENDING,30,30,AIDC12,AIDC12,0,0.0,0.0,False,False
7709430,PENDING,32,32,AIDC01,AIDC01,0,0.0,0.0,False,False
7709431,PENDING,32,32,AIDC01,AIDC01,0,0.0,0.0,False,False
7709432,PENDING,33,33,AIDC01,AIDC01,0,0.0,0.0,False,False
7709433,PENDING,33,33,AIDC01,AIDC01,0,0.0,0.0,False,False
7709434,PENDING,33,33,AIDC01,AIDC01,0,0.0,0.0,False,False
7709435,PENDING,33,33,AIDC01,AIDC01,0,0.0,0.0,False,False
7709436,PENDING,33,33,AIDC01,AIDC01,0,0.0,0.0,False,False
7709437,PENDING,33,33,AIDC01,AIDC01,0,0.0,0.0,False,False
7709438,PENDING,33,33,AIDC01,AIDC01,0,0.0,0.0,False,False
7709439,PENDING,33,33,AIDC01,AIDC01,0,0.0,0.0,False,False
7709440,PENDING,33,33,AIDC01,AIDC01,0,0.0,0.0,False,False
7709441,PENDING,33,33,AIDC01,AIDC01,0,0.0,0.0,False,False
7709442,PENDING,33,33,AIDC01,AIDC01,0,0.0,0.0,False,False
7709443,PENDING,33,33,AIDC01,AIDC01,0,0.0,0.0,False,False
7709444,PENDING,34,34,AIDC01,AIDC01,0,0.0,0.0,False,False
7709445,PENDING,34,34,AIDC01,AIDC01,0,0.0,0.0,False,False
7709446,PENDING,42,42,AIDC12,AIDC12,0,0.0,0.0,False,False
7709447,PENDING,42,42,AIDC12,AIDC12,0,0.0,0.0,False,False
7709448,PENDING,42,42,AIDC12,AIDC12,0,0.0,0.0,False,False
7709449,PENDING,42,42,AIDC12,AIDC12,0,0.0,0.0,False,False
7709450,PENDING,42,42,AIDC12,AIDC12,0,0.0,0.0,False,False
7709451,PENDING,42,42,AIDC12,AIDC12,0,0.0,0.0,False,False
7709452,PENDING,42,42,AIDC12,AIDC12,0,0.0,0.0,False,False
7709453,PENDING,42,42,AIDC12,AIDC12,0,0.0,0.0,False,False
7709454,PENDING,48,48,AIDC12,AIDC12,0,0.0,0.0,False,False
7709455,PENDING,48,48,AIDC12,AIDC12,0,0.0,0.0,False,False
7709456,PENDING,48,48,AIDC12,AIDC12,0,0.0,0.0,False,False
7709457,PENDING,48,48,AIDC12,AIDC12,0,0.0,0.0,False,False
7709458,PENDING,48,48,AIDC12,AIDC12,0,0.0,0.0,False,False
7709459,PENDING,48,48,AIDC12,AIDC12,0,0.0,0.0,False,False
7709460,PENDING,48,48,AIDC12,AIDC12,0,0.0,0.0,False,False
7709461,PENDING,48,48,AIDC12,AIDC12,0,0.0,0.0,False,False
7709462,PENDING,48,48,AIDC12,AIDC12,0,0.0,0.0,False,False
7709463,PENDING,48,48,AIDC12,AIDC12,0,0.0,0.0,False,False
7709464,PENDING,48,48,AIDC12,AIDC12,0,0.0,0.0,False,False
7709465,PENDING,48,48,AIDC12,AIDC12,0,0.0,0.0,False,False
7709466,PENDING,48,48,AIDC12,AIDC12,0,0.0,0.0,False,False
7709467,PENDING,48,48,AIDC12,AIDC12,0,0.0,0.0,False,False
7709468,PENDING,49,49,AIDC01,AIDC01,0,0.0,0.0,False,False
7709469,PENDING,49,49,AIDC02,AIDC02,0,0.0,0.0,False,False
7709470,PENDING,49,49,AIDC02,AIDC02,0,0.0,0.0,False,False
7709471,PENDING,49,49,AIDC02,AIDC02,0,0.0,0.0,False,False
7709472,PENDING,49,49,AIDC02,AIDC02,0,0.0,0.0,False,False
7709473,PENDING,60,60,AIDC06,AIDC06,0,0.0,0.0,False,False
7709474,PENDING,60,60,AIDC06,AIDC06,0,0.0,0.0,False,False
7709475,PENDING,60,60,AIDC06,AIDC06,0,0.0,0.0,False,False
7709476,PENDING,60,60,AIDC06,AIDC06,0,0.0,0.0,False,False
7709477,PENDING,60,60,AIDC06,AIDC06,0,0.0,0.0,False,False
7709478,PENDING,60,60,AIDC06,AIDC06,0,0.0,0.0,False,False
7709479,PENDING,60,60,AIDC06,AIDC06,0,0.0,0.0,False,False
7709480,PENDING,60,60,AIDC06,AIDC06,0,0.0,0.0,False,False
7709481,PENDING,60,60,AIDC06,AIDC06,0,0.0,0.0,False,False
7709482,PENDING,60,60,AIDC06,AIDC06,0,0.0,0.0,False,False
7709483,PENDING,60,60,AIDC06,AIDC06,0,0.0,0.0,False,False
7709484,PENDING,60,60,AIDC06,AIDC06,0,0.0,0.0,False,False
7709485,PENDING,69,69,AIDC02,AIDC02,0,0.0,0.0,False,False
7709486,PENDING,69,69,AIDC02,AIDC02,0,0.0,0.0,False,False
7709487,PENDING,69,69,AIDC02,AIDC02,0,0.0,0.0,False,False
7709488,PENDING,69,69,AIDC02,AIDC02,0,0.0,0.0,False,False
7709489,PENDING,69,69,AIDC02,AIDC02,0,0.0,0.0,False,False
7709490,PENDING,69,69,AIDC02,AIDC02,0,0.0,0.0,False,False
7709491,PENDING,69,69,AIDC02,AIDC02,0,0.0,0.0,False,False
7709492,PENDING,69,69,AIDC02,AIDC02,0,0.0,0.0,False,False
7709493,PENDING,69,69,AIDC02,AIDC02,0,0.0,0.0,False,False
7709494,PENDING,69,69,AIDC02,AIDC02,0,0.0,0.0,False,False
7709495,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709496,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709497,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709498,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709499,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709500,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709501,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709502,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709503,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709504,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709505,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709506,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709507,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709508,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709509,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709510,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709511,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709512,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709513,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709514,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709515,PENDING,69,69,AIDC03,AIDC03,0,0.0,0.0,False,False
7709516,PENDING,69,69,AIDC07,AIDC07,0,0.0,0.0,False,False
7709517,PENDING,69,69,AIDC07,AIDC07,0,0.0,0.0,False,False
7709518,PENDING,69,69,AIDC07,AIDC07,0,0.0,0.0,False,False
7709519,PENDING,69,69,AIDC07,AIDC07,0,0.0,0.0,False,False
7709520,PENDING,69,69,AIDC07,AIDC07,0,0.0,0.0,False,False
7709521,PENDING,69,69,AIDC07,AIDC07,0,0.0,0.0,False,False
7709522,PENDING,69,69,AIDC07,AIDC07,0,0.0,0.0,False,False
7709523,PENDING,69,69,AIDC07,AIDC07,0,0.0,0.0,False,False
7709524,PENDING,69,69,AIDC07,AIDC07,0,0.0,0.0,False,False
7709525,PENDING,69,69,AIDC07,AIDC07,0,0.0,0.0,False,False
7709526,PENDING,69,69,AIDC07,AIDC07,0,0.0,0.0,False,False
7709527,PENDING,69,69,AIDC07,AIDC07,0,0.0,0.0,False,False
7709528,PENDING,69,69,AIDC08,AIDC08,0,0.0,0.0,False,False
7709529,PENDING,69,69,AIDC08,AIDC08,0,0.0,0.0,False,False
7709530,PENDING,69,69,AIDC08,AIDC08,0,0.0,0.0,False,False
7709531,PENDING,69,69,AIDC08,AIDC08,0,0.0,0.0,False,False
7709532,PENDING,69,69,AIDC08,AIDC08,0,0.0,0.0,False,False
7709533,PENDING,69,69,AIDC08,AIDC08,0,0.0,0.0,False,False
7709534,PENDING,69,69,AIDC08,AIDC08,0,0.0,0.0,False,False
7709535,PENDING,73,73,AIDC08,AIDC08,0,0.0,0.0,False,False
7709536,PENDING,83,83,AIDC03,AIDC03,0,0.0,0.0,False,False
7709537,PENDING,83,83,AIDC03,AIDC03,0,0.0,0.0,False,False
7709538,PENDING,83,83,AIDC03,AIDC03,0,0.0,0.0,False,False
7709539,PENDING,83,83,AIDC03,AIDC03,0,0.0,0.0,False,False
7709540,PENDING,83,83,AIDC03,AIDC03,0,0.0,0.0,False,False
7709541,PENDING,83,83,AIDC03,AIDC03,0,0.0,0.0,False,False
7709542,PENDING,83,83,AIDC03,AIDC03,0,0.0,0.0,False,False
7709543,PENDING,83,83,AIDC03,AIDC03,0,0.0,0.0,False,False
7709544,PENDING,83,83,AIDC03,AIDC03,0,0.0,0.0,False,False
7709545,PENDING,83,83,AIDC03,AIDC03,0,0.0,0.0,False,False
7709546,PENDING,83,83,AIDC03,AIDC03,0,0.0,0.0,False,False
7709547,PENDING,83,83,AIDC03,AIDC03,0,0.0,0.0,False,False
7709568,RUNNING,0,0,AIDC09,AIDC09,0,0.0,0.0,False,False
7709569,RUNNING,0,0,AIDC09,AIDC09,0,0.0,0.0,False,False
7709576,RUNNING,0,0,AIDC09,AIDC09,0,0.0,0.0,False,False
7709577,RUNNING,0,0,AIDC11,AIDC11,0,0.0,0.0,False,False
7709578,RUNNING,0,0,AIDC11,AIDC11,0,0.0,0.0,False,False
7709579,RUNNING,0,0,AIDC11,AIDC11,0,0.0,0.0,False,False
7709580,RUNNING,0,0,AIDC11,AIDC11,0,0.0,0.0,False,False
7709705,RUNNING,0,0,AIDC11,AIDC11,0,0.0,0.0,False,False
7709706,RUNNING,0,0,AIDC10,AIDC10,0,0.0,0.0,False,False
7709707,RUNNING,0,0,AIDC10,AIDC10,0,0.0,0.0,False,False
7709708,RUNNING,0,0,AIDC10,AIDC10,0,0.0,0.0,False,False
7709709,RUNNING,0,0,AIDC10,AIDC10,0,0.0,0.0,False,False
7709711,RUNNING,0,0,AIDC10,AIDC10,0,0.0,0.0,False,False
7709712,RUNNING,0,0,AIDC10,AIDC10,0,0.0,0.0,False,False
7709714,RUNNING,0,0,AIDC10,AIDC10,0,0.0,0.0,False,False
7709715,RUNNING,0,0,AIDC10,AIDC10,0,0.0,0.0,False,False
7709716,RUNNING,0,0,AIDC10,AIDC10,0,0.0,0.0,False,False
7709717,RUNNING,0,0,AIDC10,AIDC10,0,0.0,0.0,False,False
7709718,RUNNING,0,0,AIDC10,AIDC10,0,0.0,0.0,False,False
7709719,RUNNING,0,0,AIDC10,AIDC10,0,0.0,0.0,False,False
7709723,RUNNING,0,0,AIDC11,AIDC11,0,0.0,0.0,False,False
7709724,RUNNING,0,0,AIDC11,AIDC11,0,0.0,0.0,False,False
7709725,PENDING,0,0,AIDC08,AIDC08,0,0.0,0.0,False,False
7709729,RUNNING,0,0,AIDC11,AIDC11,0,0.0,0.0,False,False
7712676,PENDING,83,83,AIDC08,AIDC08,0,0.0,0.0,False,False
7712679,PENDING,83,83,AIDC08,AIDC08,0,0.0,0.0,False,False
7714188,RUNNING,0,0,AIDC02,AIDC02,0,0.0,0.0,False,False
