job_uid,requested_GPU,D1_state,service_tier,source_runtime_authority,runtime_model_or_rule,predicted_runtime_sec,safety_margin_sec,safety_adjusted_runtime_sec,planning_effective_runtime_sec,actual_runtime_sec,raw_prediction_error_sec,effective_prediction_error_sec,safety_adjusted_prediction_error_sec,rounding_extra_sec,planning_start_slot,planning_finish_slot,actual_start_slot,actual_finish_slot,slot_axis,B0_site,B1_site,actual_site_authority,downstream_of_line_sw2_B0,downstream_of_line_sw2_B1,predicted_active_at_slot73,actual_active_at_slot73,runtime_only_active_at_slot73,slot73_GPU_contribution,contribution,delay_slots,delay_seconds,classification,error_classification
8666157,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,8443.0,-7993.296875,-14057.0,-13569.74609375,487.25390625,96,121,98.0,107.38111111111111,D_MINUS_1_ISSUE; operating73=issue97,AIDC12,AIDC12,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,True,False,True,-1,-1,2.0,1800.0,ADMISSION_DELAY,RAW_OVER
8666158,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,43231.0,26794.703125,20731.0,21218.25390625,487.25390625,96,121,98.0,146.03444444444443,D_MINUS_1_ISSUE; operating73=issue97,AIDC12,AIDC12,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,True,False,True,-1,-1,2.0,1800.0,ADMISSION_DELAY,RAW_UNDER_SAFE_STILL_UNCOVERED
8666159,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,6757.0,-9679.296875,-15743.0,-15255.74609375,487.25390625,96,121,100.0,107.50777777777778,D_MINUS_1_ISSUE; operating73=issue97,AIDC12,AIDC12,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,True,False,True,-1,-1,4.0,3600.0,ADMISSION_DELAY,RAW_OVER
