job_uid,requested_GPU,D1_state,service_tier,source_runtime_authority,runtime_model_or_rule,predicted_runtime_sec,safety_margin_sec,safety_adjusted_runtime_sec,planning_effective_runtime_sec,actual_runtime_sec,raw_prediction_error_sec,effective_prediction_error_sec,safety_adjusted_prediction_error_sec,rounding_extra_sec,planning_start_slot,planning_finish_slot,actual_start_slot,actual_finish_slot,slot_axis,B0_site,B1_site,actual_site_authority,downstream_of_line_sw2_B0,downstream_of_line_sw2_B1,predicted_active_at_slot73,actual_active_at_slot73,runtime_only_active_at_slot73,slot73_GPU_contribution,contribution,delay_slots,delay_seconds,classification,error_classification
8665788,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,13075.0,-3361.296875,-9425.0,-8937.74609375,487.25390625,73,98,73.0,87.52777777777777,D_MINUS_1_ISSUE; operating73=issue97,AIDC09,AIDC10,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,True,False,False,-1,-1,0.0,0.0,RUNTIME_OVERPREDICTION,RAW_OVER
8665923,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,18464.0,2027.703125,-4036.0,-3548.74609375,487.25390625,74,99,74.0,94.51555555555555,D_MINUS_1_ISSUE; operating73=issue97,AIDC09,AIDC10,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,True,False,False,-1,-1,0.0,0.0,RUNTIME_OVERPREDICTION,RAW_UNDER_SAFE_COVERED
8665925,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,13918.0,-2518.296875,-8582.0,-8094.74609375,487.25390625,74,99,74.0,89.46444444444444,D_MINUS_1_ISSUE; operating73=issue97,AIDC09,AIDC10,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,True,False,False,-1,-1,0.0,0.0,RUNTIME_OVERPREDICTION,RAW_OVER
