case,job_uid,state,site,downstream,DA_GPU,runtime_only_GPU,Actual_GPU,runtime_effect_GPU,admission_delay_effect_GPU,runtime_effect_IT_kW,admission_delay_effect_IT_kW,migration_selected
B1,8700959,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8700959,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8700959,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8704220,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8704220,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8704220,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8704220,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8704220,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8705403,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8705403,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8705403,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8705403,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8705403,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8705968,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8705968,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8705968,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8705968,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8705968,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8705969,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8705969,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8705969,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8705969,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8705969,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8710966,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8710966,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8710966,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8710966,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8710966,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712234,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712234,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712234,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712234,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712234,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712235,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712235,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712235,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712235,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712235,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712236,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712236,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712236,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712236,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712236,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712237,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712237,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712237,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712237,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712237,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712238,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712238,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712238,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712238,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712238,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712239,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712239,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712239,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712239,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712239,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712240,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712240,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712240,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712240,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712240,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712241,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712241,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712241,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712241,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712241,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712242,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712242,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712242,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712242,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712242,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712243,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712243,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712243,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712243,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712243,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712245,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712245,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712245,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712245,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712245,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712246,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712246,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712246,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712246,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712246,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712247,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712247,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712247,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712247,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712247,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712260,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712260,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712260,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712260,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712260,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712261,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712261,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712261,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712261,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712261,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712262,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712262,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712262,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712262,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712262,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712263,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712263,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712263,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712263,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712263,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712264,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712264,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712264,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712264,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712264,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712265,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712265,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712265,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712265,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712265,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712266,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712266,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712266,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712266,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712266,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712267,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712267,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712267,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712267,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712267,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712268,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712268,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712268,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712268,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712268,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712269,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712269,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712269,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712269,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712269,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712317,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712317,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712317,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712317,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712317,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712318,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712318,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712318,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712318,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8712318,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712790,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712790,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712790,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712790,RUNNING,AIDC11,True,4,4,4,0,0,0.0,0.0,False
B1,8712790,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8712920,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8712920,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8712920,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8712920,RUNNING,AIDC11,True,4,4,4,0,0,0.0,0.0,False
B1,8712920,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8713034,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8713034,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8713034,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8713034,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8713034,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8713109,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8713109,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8713109,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8713109,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8713109,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8713110,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8713110,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8713110,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8713110,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8713110,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8713254,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8713254,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8713254,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8713254,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8713254,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
B1,8713255,RUNNING,AIDC05,True,0,0,0,0,0,0.0,0.0,False
B1,8713255,RUNNING,AIDC09,True,0,0,0,0,0,0.0,0.0,False
B1,8713255,RUNNING,AIDC10,True,0,0,0,0,0,0.0,0.0,False
B1,8713255,RUNNING,AIDC11,True,0,0,0,0,0,0.0,0.0,False
B1,8713255,RUNNING,AIDC12,True,0,0,0,0,0,0.0,0.0,False
