job_uid,GPU,D1_state,B0_site,B1_site,B0_downstream,B1_downstream,B0_REFERENCE,TEMPORAL_ONLY,SPATIAL_ONLY_PENDING,JOINT_WITHOUT_RUNNING_MIGRATION,JOINT_B1,temporal,spatial,interaction,migration,total,B0_REFERENCE_start,B0_REFERENCE_finish,TEMPORAL_ONLY_start,TEMPORAL_ONLY_finish,SPATIAL_ONLY_PENDING_start,SPATIAL_ONLY_PENDING_finish,JOINT_WITHOUT_RUNNING_MIGRATION_start,JOINT_WITHOUT_RUNNING_MIGRATION_finish,JOINT_B1_start,JOINT_B1_finish
8571292,4,RUNNING,AIDC04,AIDC04,False,False,0,0,0,0,0,0,0,0,0,0,0.0,475.8877777777778,0.0,475.8877777777778,0.0,475.8877777777778,0.0,475.8877777777778,0.0,475.8877777777778
8589184,4,RUNNING,AIDC04,AIDC04,False,False,0,0,0,0,0,0,0,0,0,0,0.0,119.79555555555555,0.0,119.79555555555555,0.0,119.79555555555555,0.0,119.79555555555555,0.0,119.79555555555555
8615869,4,RUNNING,AIDC05,AIDC05,True,True,4,4,4,4,4,0,0,0,0,0,0.0,231.51222222222222,0.0,231.51222222222222,0.0,231.51222222222222,0.0,231.51222222222222,0.0,231.51222222222222
8620025,4,RUNNING,AIDC06,AIDC06,False,False,0,0,0,0,0,0,0,0,0,0,0.0,306.3777777777778,0.0,306.3777777777778,0.0,306.3777777777778,0.0,306.3777777777778,0.0,306.3777777777778
8620712,4,RUNNING,AIDC06,AIDC06,False,False,0,0,0,0,0,0,0,0,0,0,0.0,119.90777777777778,0.0,119.90777777777778,0.0,119.90777777777778,0.0,119.90777777777778,0.0,119.90777777777778
8632471,1,RUNNING,UNASSIGNED,UNASSIGNED,False,False,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
8632477,1,RUNNING,UNASSIGNED,UNASSIGNED,False,False,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
8632478,1,RUNNING,UNASSIGNED,UNASSIGNED,False,False,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
8632483,1,PENDING,AIDC01,AIDC07,False,False,0,0,0,0,0,0,0,0,0,0,0.0,29.20777777777778,17.0,46.20777777777778,0.0,29.20777777777778,17.0,46.20777777777778,17.0,46.20777777777778
8632484,1,PENDING,AIDC01,AIDC10,False,True,0,0,0,0,0,0,0,0,0,0,0.0,25.593333333333334,1.0,26.593333333333334,0.0,25.593333333333334,1.0,26.593333333333334,1.0,26.593333333333334
