day,case,ACTUAL_AVAILABLE,ACTUAL_FULL_SYSTEM_REOPTIMIZATION_CALLS,ACTUAL_MESS_REOPTIMIZATION_CALLS,AIDC_SECOND_STAGE_RECOURSE_EPOCHS,AIDC_SECOND_STAGE_SOLVER_SUBCALLS,DA_AUTHORIZED,EXECUTED_CROSS_SITE_RECOURSE,EXECUTED_ORIGINAL_RACK,EXECUTED_SAME_SITE_RECOURSE,EXECUTED_TOTAL,GRID_SAFETY_BLOCKED,OTHER_EXPLICIT,SOURCE_UNAVAILABLE,TERMINAL_BACKLOG,TRUE_RACK_CAPACITY_LIMIT,Vmax,Vmin,authorization_mass_identity_error_nodeh,critical_line,critical_phase,critical_slot,decision_module_Fresh_OpenDSS_calls,execution_ratio,future_Actual_reads,losses_kwh,maximum_same_slot_authorization_excess_nodeh,maximum_slot_authorization_identity_error_nodeh,p95,p99,rho_AC,source_mass_identity_error_nodeh,transformer_loading
2025-04-04,B0,77.071957408349,0,0,0,0,179.8040690797761,0.0,77.071957408349,0.0,77.071957408349,0.0,102.7321116714271,0.0,55.145542591650866,0.0,1.0502648153586382,0.977028884543877,0.0,line.sw2,A,27,,0.42864412247619066,0,935.6430570849079,,,0.4286577452449749,0.5177471656275142,0.6149823258620969,,0.6879462676283203
2025-04-04,B1,143.69507212160525,0,0,96,384,179.80406907977604,40.78345593610148,11.623560953199538,6.7811436001715055,59.18816048947252,70.50466825581421,0.0,36.1089969581708,73.02933951052754,14.002243376318667,1.0502666693751408,0.977047460640115,-1.4210854715202004e-13,line.sw2,A,27,0,0.32918142949930534,0,934.1476034984415,0.0,7.283063041541027e-14,0.42791873805384006,0.517496210256625,0.6136453820278993,-5.684341886080802e-14,0.6882357718572999
2025-04-04,B2,77.071957408349,0,0,0,0,179.8040690797761,0.0,77.071957408349,0.0,77.071957408349,0.0,102.7321116714271,0.0,55.145542591650866,0.0,1.0473770763610035,0.9725663732176988,0.0,line.sw2,A,63,,0.42864412247619066,0,952.6218360616517,,,0.42897423475672974,0.5058057346113699,0.5586982806887425,,0.6283960102050883
2025-04-04,B3,143.84638295785217,0,0,96,384,179.80406907977599,42.361116518969666,13.636214093525274,6.391105460650536,62.38843607314548,57.92726733418155,0.0,35.957686121924034,69.8290639268545,23.530679550524944,1.0469085496566517,0.9726566586577553,-2.842170943040401e-14,line.sw2,A,63,0,0.3469801122546609,0,949.5832293147439,0.0,5.240252676230739e-14,0.42822554645365873,0.5017653848606957,0.556946898719758,0.0,0.6264916692479733
