day,case,slot,aidc_id,rack_id,h_REC_nodeh,derivation
2025-04-04,B0,2,AIDC12,AIDC12_LP03,0.2022342475161076,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,2,AIDC12,AIDC12_LP04,0.2671067389224402,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC01,AIDC01_LP01,0.4613272449766708,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC01,AIDC01_LP02,0.4860644015758303,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC01,AIDC01_LP03,0.5476716102072448,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC01,AIDC01_LP04,0.7233531392412035,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC02,AIDC02_LP01,0.8201373244029704,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC02,AIDC02_LP02,0.864114491690365,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC02,AIDC02_LP03,0.9736384181462129,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC02,AIDC02_LP04,1.2859611364288064,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC03,AIDC03_LP01,0.8457666157905633,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC03,AIDC03_LP02,0.8911180695556891,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC03,AIDC03_LP03,1.004064618713282,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC03,AIDC03_LP04,1.3261474219422067,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC04,AIDC04_LP01,0.371624725120096,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC04,AIDC04_LP02,0.3915518790471966,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC04,AIDC04_LP03,0.44117990822250275,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC04,AIDC04_LP04,0.582701139944303,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC05,AIDC05_LP01,0.5766590562208387,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC05,AIDC05_LP02,0.6075805019697879,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC05,AIDC05_LP03,0.6845895127590561,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC05,AIDC05_LP04,0.9041914240515044,physical_capacity_minus_x_DA_allocation
