role,N_burst,gated_burst,baseline_covered_burst_outside_gate,gate_recall,optimistic_burst_coverage_ceiling,explanation
CALIBRATION,38,5,0,0.13157894736842105,0.13157894736842105,"If every gated burst were covered, with all outside-gate predictions fixed to C0; fixed-gate diagnostic only, no claim about alternative gates or features"
DEVELOPMENT,83,7,0,0.08433734939759036,0.08433734939759036,"If every gated burst were covered, with all outside-gate predictions fixed to C0; fixed-gate diagnostic only, no claim about alternative gates or features"
EXPOSED_EVALUATION,132,21,0,0.1590909090909091,0.1590909090909091,"If every gated burst were covered, with all outside-gate predictions fixed to C0; fixed-gate diagnostic only, no claim about alternative gates or features"
MAY_HISTORICAL,69,25,1,0.36231884057971014,0.37681159420289856,"If every gated burst were covered, with all outside-gate predictions fixed to C0; fixed-gate diagnostic only, no claim about alternative gates or features"
