day,comparison,case,objective_delta,planning_rho_delta,fresh_rho_AC_delta,MOVE_count,MOVE_count_by_vehicle,sum_abs_P_kW_slots,sum_abs_Q_kvar_slots,charge_kWh,discharge_kWh,throughput_kWh,max_abs_P_kW,max_abs_Q_kvar,P_Q_nonzero_slot_count,planning_terminal_SoC,actual_terminal_SoC,travel_energy_kWh,Planning_rho,Fresh_rho_AC,critical_line_before,critical_slot_before,critical_line_after,critical_slot_after,critical_current_before,critical_current_after,critical_current_delta,max_abs_planning_voltage_change,planning_transformer_kVA_max_before,planning_transformer_kVA_max_after,MESS_commands_at_pre_MESS_critical_slot,Q_to_P_absolute_command_ratio,physical_driver,attribution_limit,zero_actuation_equivalence_status,watchdog_status
2025-04-06,B2-B0,B2,-0.047454003069988704,-0.047454003069978934,-0.021762501964810776,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",10331.279033341001,44712.927091588004,1357.5925142385,1225.22724409675,2582.8197583352503,550.0,488.871969011,96,"[0.6333333333333333,0.6103250915875,0.6333333333333333,0.6333333333333333]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5229121488093436,0.5485988835227684,line.sw2::A,74,line.sw2::A,81,0.5703661518793225,0.5229121488090586,-0.04745400307026393,0.04495904308020249,0.5514698122935199,0.9154221512716193,"[{""P_kW"":550.0,""Q_kvar"":312.571830122,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":99.111075998,""Q_kvar"":-480.334854342,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":0.0,""Q_kvar"":0.0,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":0.0,""Q_kvar"":0.0,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",4.327917864505536,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-06,B3-B1,B3,-0.04173709920525681,-0.04173709920506641,0.004703701498290247,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",8419.773190886,44618.736264473,1106.40909210075,998.53420562075,2104.9432977215,550.0,506.911866138,96,"[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5286286411505612,0.5750649294264346,line.sw2::A,74,line.sw2::A,86,0.5703657403556276,0.5216786146604057,-0.04868712569522193,0.044926169682438566,0.5518051702419656,0.9162925413828082,"[{""P_kW"":550.0,""Q_kvar"":312.571694321,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":81.80945514,""Q_kvar"":-482.61458576,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":0.0,""Q_kvar"":0.0,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":0.0,""Q_kvar"":-210.066748609,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",5.2992800700107505,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-07,B2-B0,B2,-0.07074959769514488,-0.0707495976949375,-0.0015248819495993216,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",11243.650034043,57456.611019403994,1477.483578718,1333.42892979275,2810.91250851075,550.0,686.549696282,96,"[0.6333333333333333,0.6333333333333333,0.5980574110575,0.6333333333333333]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.580537505225689,0.6497617411806542,line.sw2::A,72,line.sw2::A,94,0.6512871029206265,0.4642011170485352,-0.18708598587209135,0.07639562020805513,0.6309159834911352,0.9326347337486537,"[{""P_kW"":445.71713145,""Q_kvar"":304.585319259,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":550.0,""Q_kvar"":-233.878024139,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":28.572795143,""Q_kvar"":-672.750500997,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":0.0,""Q_kvar"":0.0,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",5.110138686764489,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-07,B3-B1,B3,-0.08750763615403057,-0.08750763615386348,0.019298688087044824,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",16309.402177433,60898.438806598,2143.1540306652496,1934.196513693,4077.35054435825,550.0,686.549696282,96,"[0.6333333333333333,0.6333333333333333,0.6009497556433333,0.6401621679958334]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5637794604821985,0.6705853522786043,line.sw2::A,72,line.sw2::A,95,0.651287096636062,0.45210591847920345,-0.19918117815685854,0.08150317972160692,0.6316216598002081,0.9234527384000115,"[{""P_kW"":450.623389956,""Q_kvar"":303.484913965,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":550.0,""Q_kvar"":-233.878024139,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":43.432907082,""Q_kvar"":-686.549696282,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":27.464142754,""Q_kvar"":-230.418354217,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",3.733946722514574,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-08,B2-B0,B2,-0.08470564389487267,-0.08470564389472612,-0.013119887802402364,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",19041.951712424,67037.381302591,2502.22755747975,2258.26037062625,4760.487928106,550.0,686.549696282,96,"[0.6333333333333333,0.6025696810491666,0.6380130296125001,0.6398745558983333]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5475866657493467,0.6191660983055671,line.sw2::A,74,line.sw2::A,49,0.6322923096440728,0.4348332502035131,-0.1974590594405597,0.07888821024471848,0.6173980162760844,0.9158551665626407,"[{""P_kW"":550.0,""Q_kvar"":123.978050795,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":550.0,""Q_kvar"":-226.250047179,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":21.662767074,""Q_kvar"":-686.549696282,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":29.438319381,""Q_kvar"":-42.43293791,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",3.520509993671089,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-08,B3-B1,B3,-0.08456361317176175,-0.08456361317159233,-0.013123857745667489,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",18739.996914068,66226.39836605501,2462.54887175775,2222.45035675925,4684.999228517,550.0,686.549696282,96,"[0.6333333333333333,0.5982580052083334,0.6427654327775,0.6399249554166667]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5477222743881839,0.619156267312621,line.sw2::A,74,line.sw2::A,88,0.6322858875597762,0.43494591568384844,-0.19733997187592778,0.07889199777699929,0.6175844931529784,0.9234527384000115,"[{""P_kW"":550.0,""Q_kvar"":123.931958001,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":550.0,""Q_kvar"":-226.250047179,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":21.03198431,""Q_kvar"":-686.549696282,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":29.707679326,""Q_kvar"":-41.630098654,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",3.5339599397873576,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-09,B2-B0,B2,-0.08300533406503174,-0.08300533406488819,0.003371583601262218,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",15910.836316893,61349.996225840994,2090.7800679235,1886.92901129975,3977.70907922325,550.0,686.549696282,96,"[0.6333333333333333,0.6008955454691667,0.6429939614425,0.6405661452608333]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5378401737222288,0.6242109219689138,line.sw2::A,74,line.sw2::A,23,0.620845507787117,0.42404211644169176,-0.19680339134542524,0.08045537779762124,0.6036378691407036,0.9154467271217445,"[{""P_kW"":550.0,""Q_kvar"":272.569145205,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":550.0,""Q_kvar"":-233.496918593,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":6.96699515,""Q_kvar"":-686.549696282,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":28.252379691,""Q_kvar"":-117.168483155,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",3.855862445187995,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-09,B3-B1,B3,-0.08149558002178925,-0.08149558002162782,0.005197621408373876,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",15456.673297886,61715.492166747,2031.1003019562502,1833.06802251525,3864.1683244715,550.0,686.549696282,96,"[0.6333333333333333,0.6333333333333333,0.6112210553108333,0.6387036740558333]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5393219507055684,0.6260147883729406,line.sw2::A,74,line.sw2::A,8,0.6208175307271963,0.4254911901404718,-0.19532634058672443,0.08043438445537554,0.6040913702421409,0.9155286214305624,"[{""P_kW"":550.0,""Q_kvar"":272.552182054,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":550.0,""Q_kvar"":-233.496918593,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":11.527528162,""Q_kvar"":-686.549696282,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":19.316491435,""Q_kvar"":-119.554230251,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",3.992805630121443,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-10,B2-B0,B2,-0.05695864415451979,-0.056958644154385674,0.0018765283777503194,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",10774.947441614,63134.919830864,1415.8932249165,1277.843635487,2693.7368604035,550.0,685.421231561,96,"[0.6333333333333333,0.6333333333333333,0.5938795065141667,0.6333372850066666]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5801877141982164,0.6390224433645482,line.sw2::A,72,line.sw2::A,84,0.637146358352602,0.45851129278317093,-0.1786350655694311,0.07837732376020945,0.6184963817420777,0.9234527384000115,"[{""P_kW"":550.0,""Q_kvar"":279.461656231,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":550.0,""Q_kvar"":-233.756918553,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":0.0,""Q_kvar"":-685.421231561,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":0.0,""Q_kvar"":0.0,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",5.859417892567177,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-10,B3-B1,B3,-0.05679195456925945,-0.05679195456915309,0.0018765056675409397,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",8316.30000318,60367.794174337,1092.812089774,986.2629110210001,2079.075000795,550.0,685.421167951,96,"[0.6333333333333333,0.6333333333333333,0.5936345811383333,0.6333333333333333]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5803543974336969,0.6390224722229657,line.sw2::A,72,line.sw2::A,69,0.63714635200285,0.4585112860029277,-0.1786350659999223,0.07837731587083197,0.6184963817420777,0.9225361860214838,"[{""P_kW"":550.0,""Q_kvar"":279.461723787,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":550.0,""Q_kvar"":-233.756918553,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":0.0,""Q_kvar"":-685.421167951,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":0.0,""Q_kvar"":0.0,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",7.258972638222944,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-11,B2-B0,B2,-0.028525417887183546,-0.028525417886993476,0.006248792246567492,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",3517.7294510679994,44439.238642713004,462.25091341225,417.18144935474993,879.4323627669999,550.0,540.708344429,96,"[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5851861165663889,0.6200254240985212,line.sw2::A,72,line.sw2::A,76,0.6137115344533823,0.5851861165660566,-0.028525417887325766,0.04943629902130453,0.5964925732117621,0.9162536563509392,"[{""P_kW"":501.125453823,""Q_kvar"":106.790132554,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":84.514352349,""Q_kvar"":-34.785978851,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":0.0,""Q_kvar"":0.0,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":0.0,""Q_kvar"":0.0,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",12.63293248126886,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-11,B3-B1,B3,-0.028391415559386624,-0.028391415559231525,0.03106119605936175,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",15171.844651836,58653.112442499,1993.6720961685,1799.2890667905,3792.961162959,550.0,672.689028555,96,"[0.6333333333333333,0.6333333333333333,0.5948790484308334,0.6333357603449999]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5853198254564643,0.644838073936144,line.sw2::A,72,line.sw2::A,95,0.6137112410156959,0.5853198254561607,-0.02839141555953517,0.07892666224959988,0.5964920717584488,0.9160806487543673,"[{""P_kW"":501.271853816,""Q_kvar"":106.731585774,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":84.08859523,""Q_kvar"":-34.610737868,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":0.011616459,""Q_kvar"":-0.006451864,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":0.012225481,""Q_kvar"":-0.006311165,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",3.865918336792433,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-12,B2-B0,B2,-0.08415657049094849,-0.08415657049077696,0.04499486079605064,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",21079.043025923,61025.85504958201,2769.91366963475,2499.847086846,5269.76075648075,550.0,686.549696282,96,"[0.5388274356658334,0.6333333333333333,0.6341269538008334,0.6439473828925]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5513395372156221,0.6804847626758777,line.sw2::A,72,line.sw2::A,91,0.6354961077063991,0.5453727468253008,-0.09012336088109829,0.08555137442116945,0.6138025988797146,0.9240927724990853,"[{""P_kW"":550.0,""Q_kvar"":251.888172698,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":240.616000114,""Q_kvar"":-166.581015512,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":-23.443050652,""Q_kvar"":-686.549696282,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":4.358476122,""Q_kvar"":-240.343205712,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",2.895096090203546,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-12,B3-B1,B3,-0.07946222315868523,-0.07946222315852192,0.03670738350166536,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",15323.290275402998,59336.61145384,2013.5729665489998,1817.2496023017502,3830.8225688507496,550.0,686.549696282,96,"[0.6333333333333333,0.5909077779391667,0.6422562818299999,0.6371649190708334]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5560274315504221,0.6721979255322595,line.sw2::A,72,line.sw2::A,77,0.635489654708944,0.5264438893131691,-0.10904576539577493,0.0857366411540178,0.6142136998393811,0.9240964009006652,"[{""P_kW"":550.0,""Q_kvar"":251.8308543,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":304.864097298,""Q_kvar"":-211.060656386,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":-27.602024404,""Q_kvar"":-686.549696282,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":0.0,""Q_kvar"":-227.908802752,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",3.8723153048328887,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-13,B2-B0,B2,-0.09827472919904867,-0.09827472919884706,-0.006131147486054034,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",18431.83535225,63695.014189769,2422.0545796307497,2185.9042584317503,4607.9588380625,550.0,686.549696282,96,"[0.6333333333333333,0.6333333333333333,0.5838307246450001,0.6400773059866667]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5902659725451888,0.6824021948790479,line.sw2::A,72,line.sw2::A,25,0.6885407017440358,0.5088294235479807,-0.17971127819605515,0.08268207651496029,0.6638257217752387,0.916236895471709,"[{""P_kW"":550.0,""Q_kvar"":30.093917145,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":476.547479035,""Q_kvar"":-195.442270953,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":27.401477047,""Q_kvar"":-686.549696282,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":22.048118462,""Q_kvar"":-176.467635438,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",3.4557065518705197,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-13,B3-B1,B3,-0.09703400903718151,-0.09703400903704029,-0.005865533409348589,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",21155.280456716002,64862.776395007,2779.9317288697503,2508.88838530925,5288.8201141790005,550.0,686.549696282,96,"[0.6333333333333333,0.6333333333333333,0.5831327492083334,0.6401131190508333]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5915046472826806,0.682665817582596,line.sw2::A,72,line.sw2::A,92,0.6885386563197209,0.5085491305018076,-0.17998952581791328,0.08271597468162883,0.664244878260079,0.9162446555142508,"[{""P_kW"":550.0,""Q_kvar"":30.081171317,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":480.69232502,""Q_kvar"":-197.142160571,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":23.736514717,""Q_kvar"":-686.549696282,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":22.471269452,""Q_kvar"":-171.859490991,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",3.0660324512226222,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-14,B2-B0,B2,-0.07958650266675726,-0.07958650266659217,0.02767981473756831,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",18357.873647139997,66671.687728385,2412.3355646705004,2177.1328471145,4589.468411784999,550.0,686.549696282,96,"[0.6333333333333333,0.5837618900933333,0.6433505625841667,0.638690350415]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5648324839533466,0.6720920110329577,line.sw2::A,72,line.sw2::A,93,0.6444189866199388,0.4623935923581009,-0.1820253942618379,0.0821708827006673,0.6239413850013252,0.9234527384000115,"[{""P_kW"":550.0,""Q_kvar"":264.855180094,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":518.443416114,""Q_kvar"":-213.246584924,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":26.320843308,""Q_kvar"":-686.549696282,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":19.461459837,""Q_kvar"":-233.458279409,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",3.6317761528319426,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
2025-04-14,B3-B1,B3,-0.07949494230408527,-0.07949494230393006,0.027728593871980012,0,"{""MESS01"":0,""MESS02"":0,""MESS03"":0,""MESS04"":0}",20411.55383459,67453.540830268,2682.2015551365,2420.6869035110003,5102.8884586475,550.0,686.549696282,96,"[0.6333333333333333,0.5837848670358333,0.6433751915291667,0.6386111366958334]","[0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333]",0.0,0.5649239395266095,0.672140711983966,line.sw2::A,72,line.l58::A,72,0.6444188818305395,0.46287539280259626,-0.18154348902794326,0.08216709459651295,0.6239413850013252,0.9234527384000115,"[{""P_kW"":550.0,""Q_kvar"":264.857853899,""location"":""STA01"",""mess_id"":""MESS01"",""mode"":""CONNECTED""},{""P_kW"":517.246634257,""Q_kvar"":-212.754323597,""location"":""STA02"",""mess_id"":""MESS02"",""mode"":""CONNECTED""},{""P_kW"":26.437756932,""Q_kvar"":-686.549696282,""location"":""STA03"",""mess_id"":""MESS03"",""mode"":""CONNECTED""},{""P_kW"":19.090543213,""Q_kvar"":-233.300985811,""location"":""STA04"",""mess_id"":""MESS04"",""mode"":""CONNECTED""}]",3.3046744690234857,STATIONARY_P_Q_COMBINATION_Q_COMMAND_MAGNITUDE_DOMINANT_MOBILITY_EXCLUDED,P_VS_Q_NOT_CAUSALLY_SEPARATED_WITHOUT_A_NEW_COUNTERFACTUAL_SOLVE,NOT_APPLICABLE_NONZERO_MESS_ACTUATION,PASS
