day,metric,D10_B1_minus_B0,D20_B2_minus_B0,D31_B3_minus_B1,D32_B3_minus_B2,D30_B3_minus_B0,left_residual_D10_plus_D31_minus_D30,right_residual_D20_plus_D32_minus_D30,max_abs_residual,tolerance,status,authority
2025-04-10,fresh_rho_AC,5.156862692423658e-08,0.0018765283777503194,0.0018765056675409397,2.8858417544519455e-08,0.001876557236167864,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-10,fresh_losses_kWh,-0.06175183640755222,230.95948830803297,214.5742158467133,-16.44702429772724,214.51246401030573,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-11,planning_objective,-2.934376864827115e-07,-0.028525417887183546,-0.028391415559386624,0.00013370889011043996,-0.028391708997073106,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-11,planning_rho,-2.934376864827115e-07,-0.028525417886993476,-0.028391415559231525,0.00013370889007546793,-0.028391708996918008,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-11,fresh_rho_AC,2.460248285096611e-07,0.006248792246567492,0.03106119605936175,0.02481264983762277,0.03106144208419026,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-11,fresh_losses_kWh,0.08044721117585141,178.05003366921892,233.02453331064567,55.0549468526026,233.10498052182152,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-12,planning_objective,-6.452997455053122e-06,-0.08415657049094849,-0.07946222315868523,0.004687894334808207,-0.07946867615614028,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-12,planning_rho,-6.452997455053122e-06,-0.08415657049077696,-0.07946222315852192,0.004687894334799991,-0.07946867615597697,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-12,fresh_rho_AC,6.401507671727202e-07,0.04499486079605064,0.03670738350166536,-0.008286837143618109,0.03670802365243253,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-12,fresh_losses_kWh,0.06552260518526509,222.27318213599983,203.38803177445754,-18.819627756357022,203.4535543796428,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-13,planning_objective,-2.045424314922606e-06,-0.09827472919904867,-0.09703400903718151,0.0012386747375522367,-0.09703605446149643,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-13,planning_rho,-2.045424314922606e-06,-0.09827472919884706,-0.09703400903704029,0.0012386747374918405,-0.09703605446135521,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-13,fresh_rho_AC,-1.991373157261833e-06,-0.006131147486054034,-0.005865533409348589,0.00026362270354818307,-0.005867524782505851,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-13,fresh_losses_kWh,0.15143567006077774,201.8600687938092,215.17232545121954,13.463692327471108,215.3237611212803,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-14,planning_objective,-1.0478939926894526e-07,-0.07958650266675726,-0.07949494230408527,9.145557327272513e-05,-0.07949504709348454,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
