k,medoid_rank,candidate_id,season,week_start_aest,week_end_exclusive_aest,burn_in_start_aest,burn_in_end_exclusive_aest,start_index,end_index_exclusive,burn_in_start_index,cluster_size_weeks,cluster_weight,cluster_member_ids_json,cluster_mean_distance,cluster_max_distance
8,1,W04_2024-01-29,summer,2024-01-29T00:00:00+10:00,2024-02-05T00:00:00+10:00,2024-01-27T00:00:00+10:00,2024-01-29T00:00:00+10:00,8064,10080,7488,11,0.21568627450980393,"[""W01_2024-01-08"",""W02_2024-01-15"",""W03_2024-01-22"",""W04_2024-01-29"",""W05_2024-02-05"",""W07_2024-02-19"",""W08_2024-02-26"",""W48_2024-12-02"",""W49_2024-12-09"",""W50_2024-12-16"",""W51_2024-12-23""]",0.732328919455774,1.901790677768109
8,2,W06_2024-02-12,summer,2024-02-12T00:00:00+10:00,2024-02-19T00:00:00+10:00,2024-02-10T00:00:00+10:00,2024-02-12T00:00:00+10:00,12096,14112,11520,1,0.0196078431372549,"[""W06_2024-02-12""]",0.0,0.0
8,3,W12_2024-03-25,autumn,2024-03-25T00:00:00+10:00,2024-04-01T00:00:00+10:00,2024-03-23T00:00:00+10:00,2024-03-25T00:00:00+10:00,24192,26208,23616,5,0.09803921568627451,"[""W10_2024-03-11"",""W11_2024-03-18"",""W12_2024-03-25"",""W13_2024-04-01"",""W16_2024-04-22""]",0.4588933553272735,0.7024616509124266
8,4,W19_2024-05-13,autumn,2024-05-13T00:00:00+10:00,2024-05-20T00:00:00+10:00,2024-05-11T00:00:00+10:00,2024-05-13T00:00:00+10:00,38304,40320,37728,8,0.1568627450980392,"[""W09_2024-03-04"",""W14_2024-04-08"",""W15_2024-04-15"",""W17_2024-04-29"",""W18_2024-05-06"",""W19_2024-05-13"",""W20_2024-05-20"",""W21_2024-05-27""]",0.3832941410570183,0.5698502104227264
8,5,W25_2024-06-24,winter,2024-06-24T00:00:00+10:00,2024-07-01T00:00:00+10:00,2024-06-22T00:00:00+10:00,2024-06-24T00:00:00+10:00,50400,52416,49824,12,0.23529411764705882,"[""W22_2024-06-03"",""W23_2024-06-10"",""W24_2024-06-17"",""W25_2024-06-24"",""W26_2024-07-01"",""W27_2024-07-08"",""W28_2024-07-15"",""W29_2024-07-22"",""W30_2024-07-29"",""W32_2024-08-12"",""W33_2024-08-19"",""W34_2024-08-26""]",0.7701324082560657,1.5848847607229075
8,6,W31_2024-08-05,winter,2024-08-05T00:00:00+10:00,2024-08-12T00:00:00+10:00,2024-08-03T00:00:00+10:00,2024-08-05T00:00:00+10:00,62496,64512,61920,1,0.0196078431372549,"[""W31_2024-08-05""]",0.0,0.0
8,7,W42_2024-10-21,spring,2024-10-21T00:00:00+10:00,2024-10-28T00:00:00+10:00,2024-10-19T00:00:00+10:00,2024-10-21T00:00:00+10:00,84672,86688,84096,2,0.0392156862745098,"[""W42_2024-10-21"",""W45_2024-11-11""]",0.958902059795187,1.917804119590374
8,8,W44_2024-11-04,spring,2024-11-04T00:00:00+10:00,2024-11-11T00:00:00+10:00,2024-11-02T00:00:00+10:00,2024-11-04T00:00:00+10:00,88704,90720,88128,11,0.21568627450980393,"[""W35_2024-09-02"",""W36_2024-09-09"",""W37_2024-09-16"",""W38_2024-09-23"",""W39_2024-09-30"",""W40_2024-10-07"",""W41_2024-10-14"",""W43_2024-10-28"",""W44_2024-11-04"",""W46_2024-11-18"",""W47_2024-11-25""]",1.05234265449043,1.8693215818306061
