k,medoid_rank,candidate_id,season,week_start_aest,week_end_exclusive_aest,burn_in_start_aest,burn_in_end_exclusive_aest,start_index,end_index_exclusive,burn_in_start_index,cluster_size_weeks,cluster_weight,cluster_member_ids_json,cluster_mean_distance,cluster_max_distance
4,1,W04_2024-01-29,summer,2024-01-29T00:00:00+10:00,2024-02-05T00:00:00+10:00,2024-01-27T00:00:00+10:00,2024-01-29T00:00:00+10:00,8064,10080,7488,12,0.23529411764705882,"[""W01_2024-01-08"",""W02_2024-01-15"",""W03_2024-01-22"",""W04_2024-01-29"",""W05_2024-02-05"",""W06_2024-02-12"",""W07_2024-02-19"",""W08_2024-02-26"",""W48_2024-12-02"",""W49_2024-12-09"",""W50_2024-12-16"",""W51_2024-12-23""]",2.7292700610351837,24.695622618408684
4,2,W19_2024-05-13,autumn,2024-05-13T00:00:00+10:00,2024-05-20T00:00:00+10:00,2024-05-11T00:00:00+10:00,2024-05-13T00:00:00+10:00,38304,40320,37728,13,0.2549019607843137,"[""W09_2024-03-04"",""W10_2024-03-11"",""W11_2024-03-18"",""W12_2024-03-25"",""W13_2024-04-01"",""W14_2024-04-08"",""W15_2024-04-15"",""W16_2024-04-22"",""W17_2024-04-29"",""W18_2024-05-06"",""W19_2024-05-13"",""W20_2024-05-20"",""W21_2024-05-27""]",0.5069180590059063,0.9253769619761839
4,3,W25_2024-06-24,winter,2024-06-24T00:00:00+10:00,2024-07-01T00:00:00+10:00,2024-06-22T00:00:00+10:00,2024-06-24T00:00:00+10:00,50400,52416,49824,13,0.2549019607843137,"[""W22_2024-06-03"",""W23_2024-06-10"",""W24_2024-06-17"",""W25_2024-06-24"",""W26_2024-07-01"",""W27_2024-07-08"",""W28_2024-07-15"",""W29_2024-07-22"",""W30_2024-07-29"",""W31_2024-08-05"",""W32_2024-08-12"",""W33_2024-08-19"",""W34_2024-08-26""]",2.361905987440899,21.4631889376589
4,4,W44_2024-11-04,spring,2024-11-04T00:00:00+10:00,2024-11-11T00:00:00+10:00,2024-11-02T00:00:00+10:00,2024-11-04T00:00:00+10:00,88704,90720,88128,13,0.2549019607843137,"[""W35_2024-09-02"",""W36_2024-09-09"",""W37_2024-09-16"",""W38_2024-09-23"",""W39_2024-09-30"",""W40_2024-10-07"",""W41_2024-10-14"",""W42_2024-10-21"",""W43_2024-10-28"",""W44_2024-11-04"",""W45_2024-11-11"",""W46_2024-11-18"",""W47_2024-11-25""]",1.7484151651308546,6.052340617202387
