role,calibration,oracle_BODY_N,Q90_coverage,positive_Q90_coverage,primary,Q50_WAPE,Q50_MAE,bias,overprediction_GPUh,underprediction_GPUh,safety_PASS
DEVELOPMENT,BC0,5317,0.8897874741395524,0.7285780453913849,0.552982563032689,1.0072660567455192,12.72754171670999,-11.200416989044882,145681.71606050874,33600.206918114425,False
DEVELOPMENT,BC1,5317,0.9661463231145383,0.9166280685502547,0.5642152702243415,1.2954871380606119,16.36942541914065,-3.9786953737868793,591254.6951850114,9329.896104076415,False
CALIBRATION,BC0,2345,0.8665245202558636,0.7278260869565217,0.592989759610739,0.9945220979053797,14.11102794949375,-12.765965574530476,51946.2160933052,18782.18431693928,False
CALIBRATION,BC1,2345,0.9513859275053305,0.9008695652173913,0.5388872122342057,1.2106026559801546,17.176941518188986,-5.581388274637423,229082.5962892,5014.054829286377,False
EXPOSED_EVALUATION,BC0,8030,0.8679950186799502,0.7460469573550551,0.5054465654829047,1.0000355480157823,16.52754003945922,-14.461687085683495,213142.7086774914,61227.44317209115,False
EXPOSED_EVALUATION,BC1,8030,0.9694894146948941,0.9413033061811212,0.512829161952238,1.2216737039516465,20.19054332346257,-5.371892214386993,946228.6510919312,11832.123123612408,False
