day,policy,forecast_artifact,forecast_SHA,forecast_canonical_SHA,route_cache_SHA,route_canonical_SHA,checkpoint_SHA,model_SHA,data_SHA,graph_SHA,normalization_SHA,safe_eta_calibration_SHA,identity_status,M1_identity_SHA,M1_receipt_SHA,final_decision_SHA,departures_matched
2025-05-11,B2,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-11\TRAFFIC_FORECAST.npz,c7eeeee05ece81eb30eb885809f4860d89d72d063462bac1d5fc23e05a73c909,f69a8187582b77d3cdddd9f8ad9ba06019e4971bc466e2d0eeeafba289f33a2a,2f283a37e138b78646f832028d5fe2b11ba206730d3f8a849918e1eec10f425b,5f485759786f7dd0e7da49a39455c277ebfba131fdb0e5628f7d18987537f8ee,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,3a131e887f8a8a7f4865aad1b212e3a9a808a745ebb8a58fbb95eed041d6a1cd,54c9b7ef8b9cf6c0fcfa6403fbfa6ab9d8e85a89951d6b54483e5dba5926a05c,82423c3544cf7ade81cfc6e49b5246a73e993ca0460e4b1a5e84ef135d49be04,2
2025-05-11,B3,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-11\TRAFFIC_FORECAST.npz,c7eeeee05ece81eb30eb885809f4860d89d72d063462bac1d5fc23e05a73c909,f69a8187582b77d3cdddd9f8ad9ba06019e4971bc466e2d0eeeafba289f33a2a,2f283a37e138b78646f832028d5fe2b11ba206730d3f8a849918e1eec10f425b,5f485759786f7dd0e7da49a39455c277ebfba131fdb0e5628f7d18987537f8ee,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,3a65540acb5ec569d5f1e961a2659b82559b46c0f324263a7be1dda79d7b4036,a3adb9b056032cd3f776f895d9b8d6ad0b3cf4400f94d8527b6b8c416f68b8b5,5aa866581ebc7fe599730e948a4a0163b707731063309cf0dba2a1c60cb1a1d8,1
2025-05-12,B2,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-12\TRAFFIC_FORECAST.npz,1613ba8efe2f0b50d56d736deeb9d738cc112d31226139c0f1d8ceb25d448bcb,8c18b8b94db17e8d153b5881061a3b22319013593b5b32a541b268421f3baea6,7dec75ed7a3259a5b5372d364c2ba5115472e61edf5fe84bde086430939c538a,67415efb3f8e222c2e9ca819a8b06abefcaa48e509190da0f57d0a88d7a7e0e7,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,eccbf0e11c9788dd3ef5f6c51378a940a443867d6936626bd2a7d77458ff3424,5e00e8979205a9700a94bbb8ef8b440c8073f75b2cbd2133b5bc463f9a123106,59f74fd4089e601e940a19f2e24c80c552f83a8f9eacd3475132995aaa9f5f18,2
2025-05-12,B3,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-12\TRAFFIC_FORECAST.npz,1613ba8efe2f0b50d56d736deeb9d738cc112d31226139c0f1d8ceb25d448bcb,8c18b8b94db17e8d153b5881061a3b22319013593b5b32a541b268421f3baea6,7dec75ed7a3259a5b5372d364c2ba5115472e61edf5fe84bde086430939c538a,67415efb3f8e222c2e9ca819a8b06abefcaa48e509190da0f57d0a88d7a7e0e7,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,113d2da8778e9e4802f0790b96b9db00c523270a995266b2ad473c2d91a5680b,b4c45a5ea9904f986743522977d2995d088931bff07930b889d7abaff85b9591,256bb0bc7198c076794ce316ed6f2493f977c85d6e636d73b3a946ac331c4a74,1
2025-05-13,B2,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-13\TRAFFIC_FORECAST.npz,41f96b6e756beac36a5521f76b35408a15271ea6bddd506ea6b2e4894c3d0078,3006f657e196d1233b2a6780f47a0372ea7a87236bfca6111c53ef718a23e3bd,ce644972aaba367e5f97d20df0b03d0e1f41a6347b6095038c6f194f0c19d5a3,9321ba6c35b6c2632b0c190bf1b02b9d2b59222b76de6325de5b999eef13f3b2,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,74cb00935396ca2cb494ad75ce980e289ba57d7e317868941a173cd6e252df06,d138bcdab62b46f7315102c996c3d88f74f50953ad9c6c648b85887d9c35a78b,6cce04dd1cc6b547ede92121c33b0517dd32d005880616a8d92ca6c6ad95f0ad,1
2025-05-13,B3,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-13\TRAFFIC_FORECAST.npz,41f96b6e756beac36a5521f76b35408a15271ea6bddd506ea6b2e4894c3d0078,3006f657e196d1233b2a6780f47a0372ea7a87236bfca6111c53ef718a23e3bd,ce644972aaba367e5f97d20df0b03d0e1f41a6347b6095038c6f194f0c19d5a3,9321ba6c35b6c2632b0c190bf1b02b9d2b59222b76de6325de5b999eef13f3b2,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,e1c5f207b6511a9d9c5d2d39407468e7787b98513cd1a2ba857adbdf613ed562,e2a5206e80f6f2c63ac76fe40e9594fd4bfa431acf45be9f8b678222f6c7ddc2,43cec3503dfe0e58d00e4c2e08cac8773182578a03b7236b193c37ffa2b14795,1
2025-05-14,B2,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-14\TRAFFIC_FORECAST.npz,9f23e5ab7dc217f397ba77a1fc27cccf3a46ede0ce85bed324cf562a78722e31,42bd13848258e94a882b2ed9f539145fae65d10f38fabaa772bf2affc8b156a1,1a891b7fa65600d813d0b59ec4ed0ada0f82c054c62579cd86e787b0e48aa8c9,737dd5d43d19e0d3ffef497174871e603c908a0fa4bf8f01fad13e36418e72d2,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,b9c2e5bf58d0f4190cf995c2296c0252b05ff77cd23ca534a0f22f0bdd6be7ba,d07b3707d948e599a164c6e37621a9d075317c78f1d3093bb95b3ec957457f92,b9cf8fe5080bbe4b3043c0f5cb80e524394be3b7203319aa378ceddb290e6c3a,2
2025-05-14,B3,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-14\TRAFFIC_FORECAST.npz,9f23e5ab7dc217f397ba77a1fc27cccf3a46ede0ce85bed324cf562a78722e31,42bd13848258e94a882b2ed9f539145fae65d10f38fabaa772bf2affc8b156a1,1a891b7fa65600d813d0b59ec4ed0ada0f82c054c62579cd86e787b0e48aa8c9,737dd5d43d19e0d3ffef497174871e603c908a0fa4bf8f01fad13e36418e72d2,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,e23e97148015c8532cf7ee156e8de321f92f733c5557d10f0da8ecfa0decef79,14a6d0d5a35a5fa5339336ce635b5a88486bcac0d123aeb9b048e28942f0cf10,b2dfbbea0781e5bba53882de8fb46aceaa997beccd403270c0e0a8ba7defe7dd,1
2025-05-15,B2,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-15\TRAFFIC_FORECAST.npz,8bf8b1d2b7a229a6dde38b2d5fe1c70369de3aa2c2db14ce5a208ab74d4f0bee,78be98f00f78032469eb74d39fdf08ed7175095a054194e82e98bc083beb65f6,eee22c18cf89b190a5b3c4b50845843759ebc88587c17f32f5f774a7597e3cf3,8595d87389a6e9980f2d42e1ae4d836ad9e7984e9c5b7548752cdbef46178c09,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,349efdb3cbf6d2be8d500d417a18bcaf1e1e118f7b683bc7b289d58a6b168dd2,7b56e90aec68cdd81b90416410dd04877540654823d5648b3d993181af972121,dd20e3290c2ef592ee2b3739dd4304788df4268f3aae0529cbbf6e53d034cb18,1
2025-05-15,B3,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-15\TRAFFIC_FORECAST.npz,8bf8b1d2b7a229a6dde38b2d5fe1c70369de3aa2c2db14ce5a208ab74d4f0bee,78be98f00f78032469eb74d39fdf08ed7175095a054194e82e98bc083beb65f6,eee22c18cf89b190a5b3c4b50845843759ebc88587c17f32f5f774a7597e3cf3,8595d87389a6e9980f2d42e1ae4d836ad9e7984e9c5b7548752cdbef46178c09,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,f93e45a11e8b28333ad4f6dda469523baaadc4fa51434980a87658b4586e8cea,9dead99130c61d6095c91298ef09ebe8487d573527e0ce1af3996c80c171c1a7,964e99cdd062338037ff6bb0ea9308ffb4eee59be8e186711b672e2844b32c94,1
2025-05-16,B2,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-16\TRAFFIC_FORECAST.npz,57c185f7b9ec2621a16822e1a04f387ebdc82bf9227baa030fa70cc99504bddc,dae0b7a4f3086be151ac181201253a496a36dd075aa785bb2c28e96db3df7832,53c26a62b56cb76cb4e222207e01dc2be09144a86415bb6e300979d586a55c43,4f88eee53016f29a16563d8b5323b2c9e0e7b69bcc83ae1abb8c499f013336c2,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,39476e70d102c3d4144938d91a1131f450232ed194fd32a529ab59f516a54d90,161285f0898aaf404af307c15e1ef4d3a901d308e8e1aa9195ff0e9ca03dc859,4b232142a0fa30327990bdd9a3a01f1c0b20fcb571f26c8dc1efb43d9b8775f9,2
2025-05-16,B3,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-16\TRAFFIC_FORECAST.npz,57c185f7b9ec2621a16822e1a04f387ebdc82bf9227baa030fa70cc99504bddc,dae0b7a4f3086be151ac181201253a496a36dd075aa785bb2c28e96db3df7832,53c26a62b56cb76cb4e222207e01dc2be09144a86415bb6e300979d586a55c43,4f88eee53016f29a16563d8b5323b2c9e0e7b69bcc83ae1abb8c499f013336c2,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,d5a7fd465ece728580ef87b9d151bc1fe021d7d40945507e16f41c05ae164564,ca44d4fe49e1dfb36b00ed757320cd9914b7d701583cdf0f141b034bb0ccf2db,5dc895d244f64ffc14569f00e1a397c4a03080823973b9c58b496acca5d80e3f,1
2025-05-17,B2,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-17\TRAFFIC_FORECAST.npz,c31ee4d6909c936dd80436f1ed099356d8a9656c2ffa7b092256f478f7559e0f,e8598336270fde90ad5f8a7078f17e58164eb183c95dc6819b7a03ed181e74ed,81c0a8a917abdf91e45c16140bbb3ae4111f0b8e71f5f115562e9b58b27ce660,7eef317b904de52eab49570b54c39358f025ff9be16f251bf8761c6ae5645a99,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,70d26dd79f6526439345b477b44293ee5011d9f2f31d90f4b2e3f5e760bcc4af,42754d3d9bb5c607156cf4efa708e2b295f8dd776aeab3fead8c057d92148508,e6465b5adc4afc938d34d3006f3b6cb1e2c1b92ee5b450c1176694d369af5a83,1
2025-05-17,B3,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-17\TRAFFIC_FORECAST.npz,c31ee4d6909c936dd80436f1ed099356d8a9656c2ffa7b092256f478f7559e0f,e8598336270fde90ad5f8a7078f17e58164eb183c95dc6819b7a03ed181e74ed,81c0a8a917abdf91e45c16140bbb3ae4111f0b8e71f5f115562e9b58b27ce660,7eef317b904de52eab49570b54c39358f025ff9be16f251bf8761c6ae5645a99,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,d771680348e9b6413a0ab0b5d13735edd6e91eb614f705f7ad94d261ad32e011,5c1004df0135793b047aa6cf4d54e6bcc22e6ab223c98c8cf7393b84801a88bb,d476aa658746f97ee1299c0300711a231bd3883dbf8188dfcc089b33bee399e1,1
2025-05-18,B2,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-18\TRAFFIC_FORECAST.npz,1c324336de774b3214bdf3385cd7c6b411ab80f4c3bec8addece9d3ad9552681,33925d58602e5919c07942f1d6718ee9abbc4be31014bc4903580c7c2ef21d28,90ae95e5ce826534ae4a95724a0379e330498a64a5adea6c13075a21acf1c8d2,ee23d8a28caa252fef42bb05b8011377a9bffd63cb3492fdfca99d07788992fc,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,db2d9504c631e159a84ea98295f95bdddb9f02f9eb4993a5482228cabe6606f6,e43ee26905ba1232ddb5f4ca5136467218a48c9a0bc89ea404633e8bef580766,fd377f19d38b3d15315bfc9b044975620fb2b5a8fb6d010eed2145a543028eec,2
2025-05-18,B3,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-18\TRAFFIC_FORECAST.npz,1c324336de774b3214bdf3385cd7c6b411ab80f4c3bec8addece9d3ad9552681,33925d58602e5919c07942f1d6718ee9abbc4be31014bc4903580c7c2ef21d28,90ae95e5ce826534ae4a95724a0379e330498a64a5adea6c13075a21acf1c8d2,ee23d8a28caa252fef42bb05b8011377a9bffd63cb3492fdfca99d07788992fc,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,ab8ecf6c31bca41959041e6bbdf162027d57410f5b44ad66021753d9f2b42344,7cf09d5e69f6108a69ac3a55e0db5ff4700c421449ef38915a6ecc70d047ce62,60dc34d757960e901e19cb755b083a2046bc27dfb9a6f33de74750ec7e2d294c,2
2025-05-19,B2,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-19\TRAFFIC_FORECAST.npz,ebb62d04f0696650163a039d022cbaa51de5f48db7898067de0af5dd083031a1,2ddc76bfbd402f73f94230d5505d3f26bc72791f9e4e0915c1eb295ba4c93039,3fb9e2f8ccf292b142ababad9780af0bc708468069c1dbc47674d514fc88b9a3,2cef80a5c8cfbb8a9fdac69be3dee1ab198493d6e8f4a789e637d650804b6cb2,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,3fd085e6f38c7342660455e9a82d8c74232a43134360234a813430f1c314acda,a2101dc5e6761321ad5213ac71dbdc4b22a42ed8f8186d0b2a8dd91eaabe09f5,4dde3e10ee975ca9673b7aa501596fd4769fec2eb15c3b9db468530abc29482a,2
2025-05-19,B3,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-19\TRAFFIC_FORECAST.npz,ebb62d04f0696650163a039d022cbaa51de5f48db7898067de0af5dd083031a1,2ddc76bfbd402f73f94230d5505d3f26bc72791f9e4e0915c1eb295ba4c93039,3fb9e2f8ccf292b142ababad9780af0bc708468069c1dbc47674d514fc88b9a3,2cef80a5c8cfbb8a9fdac69be3dee1ab198493d6e8f4a789e637d650804b6cb2,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,3fd085e6f38c7342660455e9a82d8c74232a43134360234a813430f1c314acda,a2101dc5e6761321ad5213ac71dbdc4b22a42ed8f8186d0b2a8dd91eaabe09f5,331167008877538b7042f8f187a617b2f394666536e1169b81bbdb63dfd9577e,1
2025-05-20,B2,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-20\TRAFFIC_FORECAST.npz,af561d9c4e404c5c14575f7449b38de867ba5123621bc0df97844c5f0d628a09,8d2563dfda6ef1fe45e0bbf9830cb4dcf5ccf2db6fba9fbb21ec6d8769beeeb9,30de24682d3a771877346800ac5743a56a33e33de4fefc226268799564c0d8db,7bad7b93caebf60beedec4f7d9b44f78daf9ebb81493ce175238f3bcdfd0d7b7,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,85b00cf2304b9a6ddb943f3867d819dc36750557c7bda0bd9921494726e716c7,eea337bf1e061c330c2b02f6ed63ad184ac6011da9b57a8699cbf8e5a86fa6f1,98c514a6aecc5fc0df7a532adf7cf56cc05dc5d6deffb7b65408278caa0f19a9,2
2025-05-20,B3,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-20\TRAFFIC_FORECAST.npz,af561d9c4e404c5c14575f7449b38de867ba5123621bc0df97844c5f0d628a09,8d2563dfda6ef1fe45e0bbf9830cb4dcf5ccf2db6fba9fbb21ec6d8769beeeb9,30de24682d3a771877346800ac5743a56a33e33de4fefc226268799564c0d8db,7bad7b93caebf60beedec4f7d9b44f78daf9ebb81493ce175238f3bcdfd0d7b7,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,5afae369c2ed7e944db058ec47d218c4896528121c69c7472ea7b89622f514aa,fd04c0817a01ea7e7ff41f1e17f2ed613bd3a18a0e47844e5b9aa7a292d4f4bd,07d5e7bcc5fca73c3e7b338e724a982bc0c39ab4f5606ab92a40511ab73a874f,1
2025-05-21,B2,C:\codex_mobileess_workspace\MobileESS_v40a_bounded_iterative_coopt\dayahead\cache\v37_may_locked_final\traffic\shared\traffic\2025-05-21\TRAFFIC_FORECAST.npz,60e0b76b57950510b6c8bd1b4039ada39bdd8cc1fafefccc3749bddeda22cb12,37fe1be582e53a450255179be5145e80cc410f71642dca996de10132861ec612,25ffab23ae306fbdbab9e63dc68cb76e2ac7cc2b23557173913931c0d446188e,29f88550dca157a3babcd85133f62afc175b1bd8aa83ca6cfa17f5d155ec8fda,3da2ced5322dd2bf6d02a665043ce182db60cc82b671d9ac92d7eebd3963520b,93a30f54be207f6579a51af32ab6f84fbbb2608ffead3da6332886847a6163e6,c2e532212eba796b652bdd283a8127c2343b9305146d387975f4c69c2a848183,658fb2e56867a50597e9a21899748d8171439deda852e7db4f3339a99f71dd3d,1572bb955df254e71ef0dc81b2264885f676f9cfad854f497155c795c2d417c2,353f124bdda33b1fd408f4f810b762f433bbe25d8c5c13b191fe1b0d6e36ff99,PASS,d962e294086c9fc989f11e4f4e1dfd0989460d4f44b97109a550ae947c8095ea,600587a5431b80e6b4194891eb0d2e69a62e88cf1419fdd2e9eb1739ca9cab59,bc7044af736136878632e8faf9d7465ac2f0f832939d0f25b82d4d72c5466b4b,1
