day,variant,case,DA_authorized_nodeh,Actual_source_available_nodeh,Actual_executed_nodeh,raw_execution_ratio,availability_conditioned_execution_ratio,same_rack_executed_nodeh,same_site_recourse_nodeh,cross_site_recourse_nodeh,source_unavailable_nodeh,rack_capacity_blocked_nodeh,grid_envelope_blocked_nodeh,terminal_backlog_nodeh,max_aggregate_AIDC_shift_kw,L1_over_2_shifted_AIDC_energy_kwh,critical_slot,critical_slot_AIDC_delta_kw,sensitivity_weighted_AIDC_actuation_pu,Fresh_rho_AC,anchor_relative_Fresh_delta_rho,Fresh_Vmin_pu,Fresh_Vmax_pu,Fresh_p95,Fresh_p99,Fresh_losses_kwh,Fresh_critical_line,Fresh_critical_phase,Fresh_critical_slot,Fresh_convergence_count,Fresh_voltage_violation_count,Fresh_line_current_violation_count,Fresh_transformer_current_violation_count,Fresh_transformer_kva_violation_count,Fresh_physical_violation,future_Actual_reads,workload_mass_error_nodeh
2025-04-04,E1_FULL_GRID_ENVELOPE,B1,179.80406907977613,141.8604817178854,127.85823834156679,0.7110975796929166,0.9012956729967649,21.23290855994201,16.508508302252018,90.11682147937276,37.94358736189066,14.002243376318667,6.467049118441537e-15,4.359261658433184,32.7477180373881,106.51180437981924,27,9.533129802825227,-0.0004593543722740958,0.6145326749965849,-0.00044965086551196354,0.9769453180224972,1.0502104870396263,0.4284576158117305,0.5175015939816497,937.8062599773147,line.sw2,A,27,96,4,0,0,0,True,0,-5.684341886080802e-14
2025-04-04,E1_FULL_GRID_ENVELOPE,B3,179.80406907977607,143.67803158113,120.147352030605,0.6682126419358042,0.8362263229000458,25.301340814426364,14.228565532704286,80.61744568347436,36.12603749864617,23.530679550524944,1.304512053934559e-14,12.070147969395013,36.07694492975176,88.60724608856555,63,-1.518991231729947,-0.001679986748678407,0.5569476048128771,-0.001750675875865415,0.972656658590795,1.0468676077076187,0.4283813383771425,0.5021856222326037,952.7136687933681,line.sw2,A,63,96,0,0,0,0,False,0,-1.4210854715202004e-13
