day,variant,case,Actual_executed_nodeh,critical_slot_AIDC_delta_kw,sensitivity_weighted_AIDC_actuation_pu,L1_over_2_shifted_AIDC_energy_kwh,Fresh_rho_AC,anchor_relative_Fresh_delta_rho,Fresh_physical_violation
2025-04-04,E0_CURRENT,B1,59.18816048947252,1.3883807483335406,-0.0013268055039602875,27.946104820326347,0.6136453820278993,-0.0013369438341975792,True
2025-04-04,E0_CURRENT,B3,62.38843607314548,-1.5189912317288456,-0.0016799869049061496,22.54406547823512,0.556946898719758,-0.0017513819689845,False
2025-04-04,E1_FULL_GRID_ENVELOPE,B1,127.85823834156679,9.533129802825227,-0.0004593543722740958,106.51180437981924,0.6145326749965849,-0.00044965086551196354,True
2025-04-04,E1_FULL_GRID_ENVELOPE,B3,120.147352030605,-1.518991231729947,-0.001679986748678407,88.60724608856555,0.5569476048128771,-0.001750675875865415,False
2025-04-04,E2_FULL_GRID_ENVELOPE_PLUS_ENDOGENOUS_HEADROOM,B1,127.72420636681137,-1.0507372700897424,-0.001330528151931593,93.77305488730042,0.6136398160004188,-0.001342509861678054,True
2025-04-04,E2_FULL_GRID_ENVELOPE_PLUS_ENDOGENOUS_HEADROOM,B3,128.1827863097414,4.591826793238704,-0.001655087777687557,86.31476799457272,0.5570114975054449,-0.0016867831832976243,False
