phase,track,horizon_minutes,unit,primary_baseline,causal_validity,fold,method,missing_baseline_rows,N,actual_sum,predicted_sum,MAE,RMSE,WAPE,bias,median_signed_error,underprediction_rate,shortfall,overreservation,normalized_shortfall,normalized_overreservation,zero_actual_fraction,max_abs_error,max_underprediction,relative_bias,Tweedie_deviance_p1_7,Tweedie_domain,GPUh_shortfall,GPUh_overreservation,skill_MAE,skill_RMSE,skill_WAPE
DIAGNOSTIC_CLONE,A,15,GPU-hours,A0_ZERO,FAIL_OR_UNPROVEN_ORIGINAL_FEATURES,POOLED,prediction,0,26061,183489.9833333333,1052.6706361745537,7.06924530471443,146.58994545654636,1.0040417386244034,-7.000395713792977,1.4221475987064255e-05,0.04961436629446299,183334.45729166077,897.1445945019979,0.9991524003716867,0.004889338252716599,0.950385633705537,12733.982204675685,12733.982204675685,-0.9942630621189702,1688868823.064683,VALID,183334.45729166077,897.1445945019979,-0.004041738624403379,2.1445905854733383e-05,-0.004041738624403379
DIAGNOSTIC_CLONE,A,15,GPU-hours,A0_ZERO,FAIL_OR_UNPROVEN_ORIGINAL_FEATURES,POOLED,A0_ZERO,0,26061,183489.9833333333,0.0,7.040788278781831,146.59308927813797,1.0,-7.040788278781831,0.0,0.04961436629446299,183489.9833333333,0.0,1.0,0.0,0.950385633705537,12733.982222222223,12733.982222222223,-1.0,,UNDEFINED_PREDICTION_NOT_STRICTLY_POSITIVE,183489.9833333333,0.0,0.0,0.0,0.0
DIAGNOSTIC_CLONE,A,15,GPU-hours,A0_ZERO,FAIL_OR_UNPROVEN_ORIGINAL_FEATURES,POOLED,A1_RECENT_RATE,0,26061,183489.9833333333,183488.13499999998,12.308916750870818,205.36053159915258,1.7482299230563507,-7.092334650881777e-05,0.0,0.042131921261655346,160392.26388888888,160390.41555555552,0.8741199981337159,0.874109924922635,0.950385633705537,12733.982222222223,12733.982222222223,-1.0073211081002515e-05,,UNDEFINED_PREDICTION_NOT_STRICTLY_POSITIVE,160392.26388888888,160390.41555555552,-0.7482299230563507,-0.40088821792623786,-0.7482299230563507
DIAGNOSTIC_CLONE,A,15,GPU-hours,A0_ZERO,FAIL_OR_UNPROVEN_ORIGINAL_FEATURES,POOLED,A2_DAILY_SEASONAL,0,26061,183489.9833333333,177836.45583333334,13.617486271525353,206.9287927433603,1.9340854649135104,-0.21693440389854554,0.0,0.04731207551513756,180269.4186111111,174615.8911111111,0.9824482804798579,0.9516371844336523,0.950385633705537,12733.982222222223,12733.982222222223,-0.03081109604620559,,UNDEFINED_PREDICTION_NOT_STRICTLY_POSITIVE,180269.4186111111,174615.8911111111,-0.9340854649135104,-0.41158627437576256,-0.9340854649135104
DIAGNOSTIC_CLONE,A,15,GPU-hours,A0_ZERO,FAIL_OR_UNPROVEN_ORIGINAL_FEATURES,POOLED,A3_WEEKLY_SEASONAL,0,26061,183489.9833333333,234376.02000000002,15.754225982630498,239.35235456809346,2.2375656473164436,1.9525742169013725,0.0,0.047388818541115076,179842.42333333334,230728.46000000002,0.9801212037096668,1.2574444436067767,0.950385633705537,12733.982222222223,12733.982222222223,0.2773232398971098,,UNDEFINED_PREDICTION_NOT_STRICTLY_POSITIVE,179842.42333333334,230728.46000000002,-1.2375656473164436,-0.6327669724863971,-1.2375656473164436
DIAGNOSTIC_CLONE,A,15,GPU-hours,A0_ZERO,FAIL_OR_UNPROVEN_ORIGINAL_FEATURES,F1_2024_09,prediction,0,8591,32171.740833333333,27.983829463141614,3.7480270047023447,46.95125970667395,1.0008566264476417,-3.7415617511197983,3.4260451097749735e-09,0.026539401699452916,32171.52850063402,27.771496763824945,0.9999934000245615,0.0008632264230803056,0.9734605983005471,1456.5365255869299,1456.5365255869299,-0.999130173601481,5112787176.447676,VALID,32171.52850063402,27.771496763824945,-0.0008566264476417285,3.6222436594623986e-06,-0.0008566264476417285
DIAGNOSTIC_CLONE,A,15,GPU-hours,A0_ZERO,FAIL_OR_UNPROVEN_ORIGINAL_FEATURES,F1_2024_09,A0_ZERO,0,8591,32171.740833333333,0.0,3.7448190936251113,46.95142977619276,1.0,-3.7448190936251113,0.0,0.026539401699452916,32171.740833333333,0.0,1.0,0.0,0.9734605983005471,1456.5427777777777,1456.5427777777777,-1.0,,UNDEFINED_PREDICTION_NOT_STRICTLY_POSITIVE,32171.740833333333,0.0,0.0,0.0,0.0
DIAGNOSTIC_CLONE,A,15,GPU-hours,A0_ZERO,FAIL_OR_UNPROVEN_ORIGINAL_FEATURES,F1_2024_09,A1_RECENT_RATE,0,8591,32171.740833333333,32171.740833333333,6.843262781463806,65.11172835215189,1.8273947580307,8.808381021819424e-17,0.0,0.023629379583284833,29395.235277777778,29395.235277777778,0.91369737901535,0.91369737901535,0.9734605983005471,1456.5427777777777,1456.5427777777777,2.3521512793005478e-17,,UNDEFINED_PREDICTION_NOT_STRICTLY_POSITIVE,29395.235277777778,29395.235277777778,-0.8273947580307,-0.38678904268784375,-0.8273947580307
DIAGNOSTIC_CLONE,A,15,GPU-hours,A0_ZERO,FAIL_OR_UNPROVEN_ORIGINAL_FEATURES,F1_2024_09,A2_DAILY_SEASONAL,0,8591,32171.740833333333,30583.82,7.29587025828063,66.05816280281152,1.948257065528359,-0.18483538974896233,0.0,0.026190199045512747,32133.37111111111,30545.450277777774,0.9988073470310171,0.9494497184973419,0.9734605983005471,1456.5427777777777,1456.5427777777777,-0.04935762853367515,,UNDEFINED_PREDICTION_NOT_STRICTLY_POSITIVE,32133.37111111111,30545.450277777774,-0.9482570655283593,-0.40694677707785254,-0.9482570655283591
DIAGNOSTIC_CLONE,A,15,GPU-hours,A0_ZERO,FAIL_OR_UNPROVEN_ORIGINAL_FEATURES,F1_2024_09,A3_WEEKLY_SEASONAL,0,8591,32171.740833333333,35814.441666666666,7.91103231417892,71.30751442447372,2.1125272319952773,0.42401359950335643,0.0,0.026423000814806193,32160.48888888889,35803.189722222225,0.9996502537894131,1.1128769782058647,0.9734605983005471,1456.5427777777777,1456.5427777777777,0.11322672441645157,,UNDEFINED_PREDICTION_NOT_STRICTLY_POSITIVE,32160.48888888889,35803.189722222225,-1.1125272319952773,-0.5187506485826121,-1.1125272319952773
