role,state,candidate,reference,metric,estimate,CI95_low,CI95_high,block_days,draws,nonfinite_draws,N_days,N_pairs,interpretation
MAY_HISTORICAL,RUNNING,R3,R2,pinball_Q95,2335.0249832134705,483.69661264279915,4753.015098361933,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R2,overreserve_vs_requested,-0.18777505896397906,-0.24842967460101018,-0.13942569998095783,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R2,missed_slots_reduction,-0.5669520859901622,-3.144717593414374,-0.08106845617692304,1,2000,0,31,7073,relative reduction
MAY_HISTORICAL,RUNNING,R3,R2,coverage,-0.03633535981903013,-0.09820089281605247,-0.0014878581329440452,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R2,GPU_coverage,-0.04349869101161308,-0.09226018941388045,-0.006354407723351932,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R2,long_under,0.03935078854693003,0.0016001726242975188,0.1095855982661384,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R2,missed_GPU_slots,9336.0,651.6,21956.499999999996,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R2,overreserved_GPUh,-37680.363954352564,-54412.44239562267,-20961.172890912436,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R2,reserved_GPUh,-46820.89219962421,-68492.31713630815,-25208.955624751583,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R2,reserve_vs_requested,-0.0914050056010296,-0.11911226309527448,-0.055787120607646686,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R2,pinball_Q90,1811.712479539694,-313.229512215361,5486.040575530716,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R2,pinball_Q95,2335.0249832134705,-27.66534462281942,6570.744836012573,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R2,overreserve_vs_requested,-0.18777505896397906,-0.2584761216359907,-0.11983281477788842,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R2,missed_slots_reduction,-0.5669520859901622,-1.4969394336995823,-0.14540372207810548,7,2000,0,31,7073,relative reduction
MAY_HISTORICAL,RUNNING,R1,R0,coverage,0.27880672981761623,0.2168851264927049,0.3401697053568127,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,GPU_coverage,0.2517956635564207,0.20269701305675927,0.2998437667187035,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,long_under,-0.2949012402388608,-0.3588168236824003,-0.2318718791673675,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,missed_GPU_slots,-94660.0,-129282.2,-58550.92500000007,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,overreserved_GPUh,143485.59416449047,111452.49161557475,177277.97104532935,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,reserved_GPUh,205153.03333827446,163119.89837673106,244999.9900227768,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,reserve_vs_requested,0.400505271907307,0.3108602338984143,0.49450804387003316,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,pinball_Q90,-17082.82902953169,-26993.685077023674,-8908.147158860796,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,pinball_Q95,-20240.010035483152,-30588.77247447057,-11659.296867521736,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,overreserve_vs_requested,0.7150412861552654,0.507976241637768,0.9692825594447999,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,missed_slots_reduction,0.6914435143387241,0.42505086004549403,0.9047374380990457,1,2000,0,31,7073,relative reduction
MAY_HISTORICAL,RUNNING,R1,R0,coverage,0.27880672981761623,0.2311182217283358,0.339049260762814,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,GPU_coverage,0.2517956635564207,0.20854403332412516,0.2903947931805573,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,long_under,-0.2949012402388608,-0.36155884010791256,-0.2444788967685334,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,missed_GPU_slots,-94660.0,-129696.475,-68238.52500000001,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,overreserved_GPUh,143485.59416449047,102328.06612855144,178198.97026638087,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,reserved_GPUh,205153.03333827446,149640.94790019796,259230.93271963004,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,reserve_vs_requested,0.400505271907307,0.2778194916146685,0.4973746467040677,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,pinball_Q90,-17082.82902953169,-40747.44570330175,-2689.981908682529,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,pinball_Q95,-20240.010035483152,-45886.2995774769,-4812.242170994708,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,overreserve_vs_requested,0.7150412861552654,0.41932482256342973,1.1051135528077962,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R1,R0,missed_slots_reduction,0.6914435143387241,0.5355861318404019,0.908397902987812,7,2000,0,31,7073,relative reduction
MAY_HISTORICAL,RUNNING,R2,R0,coverage,0.3715537961261134,0.3145506434205064,0.43059967808352445,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,GPU_coverage,0.3314090085252064,0.2833524731785416,0.3860396952831864,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,long_under,-0.39412034910427196,-0.45955384934948185,-0.33390952371711524,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,missed_GPU_slots,-120435.0,-161336.4,-90017.80000000002,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,overreserved_GPUh,196288.99516374373,163318.5655327004,228634.74715426323,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,reserved_GPUh,278269.8676427491,236445.41547872842,319882.5685600097,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,reserve_vs_requested,0.5432459232523426,0.4580072430190936,0.6327562044979038,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,pinball_Q90,-21697.743372306642,-34127.1106685588,-11541.09190146318,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,pinball_Q95,-25746.13954855507,-38920.9952901598,-15152.969468864696,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,overreserve_vs_requested,0.9781799795114393,0.7588393374074611,1.253955146814342,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,missed_slots_reduction,0.8797168777665776,0.7279150337806037,0.9807814918574088,1,2000,0,31,7073,relative reduction
MAY_HISTORICAL,RUNNING,R2,R0,coverage,0.3715537961261134,0.3208523029437312,0.46141848410243946,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,GPU_coverage,0.3314090085252064,0.287921989988277,0.37868788642830503,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,long_under,-0.39412034910427196,-0.49844924628171233,-0.33910906399838303,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,missed_GPU_slots,-120435.0,-174662.8,-79744.7,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,overreserved_GPUh,196288.99516374373,164607.83208841633,233191.52461730698,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,reserved_GPUh,278269.8676427491,222152.00886091808,343319.99397270207,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,reserve_vs_requested,0.5432459232523426,0.4306936041814369,0.6460141405382752,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,pinball_Q90,-21697.743372306642,-50072.135721800776,-3142.0706576160806,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,pinball_Q95,-25746.13954855507,-56447.83586030596,-5714.892692043576,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,overreserve_vs_requested,0.9781799795114393,0.6762277865093721,1.4162501587700451,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R2,R0,missed_slots_reduction,0.8797168777665776,0.8015500911338818,0.9735689915685899,7,2000,0,31,7073,relative reduction
MAY_HISTORICAL,RUNNING,R3,R0,coverage,0.33521843630708326,0.28476529130060335,0.3902301718885303,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,GPU_coverage,0.2879103175135933,0.24162499484942546,0.3355129523067642,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,long_under,-0.3547695605573419,-0.41467998638167447,-0.30101241880299984,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,missed_GPU_slots,-111099.0,-139889.175,-85822.62500000001,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,overreserved_GPUh,158608.63120939117,124805.64055117674,192333.3748285312,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,reserved_GPUh,231448.9754431249,188477.4045068611,271435.9767320114,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,reserve_vs_requested,0.45184091765131296,0.3627545101946144,0.5428992469207781,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,pinball_Q90,-19886.030892766947,-30493.77058104941,-11070.595069818077,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,pinball_Q95,-23411.114565341602,-34581.12858086897,-14211.348977882979,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,overreserve_vs_requested,0.7904049205474603,0.5774957449345226,1.057789748830469,1,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,missed_slots_reduction,0.811522110706929,0.6626408946348704,0.9644315063861815,1,2000,0,31,7073,relative reduction
MAY_HISTORICAL,RUNNING,R3,R0,coverage,0.33521843630708326,0.30133258289183507,0.39184890333700184,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,GPU_coverage,0.2879103175135933,0.23536481473640286,0.33577180221173153,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,long_under,-0.3547695605573419,-0.4168944088317472,-0.3188475335652756,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,missed_GPU_slots,-111099.0,-153644.3,-76608.52500000002,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,overreserved_GPUh,158608.63120939117,120626.70477905039,193727.72246609456,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,reserved_GPUh,231448.9754431249,178311.75618595094,286577.45195963216,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,reserve_vs_requested,0.45184091765131296,0.33351465002076097,0.5490106877654649,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,pinball_Q90,-19886.030892766947,-44641.63963131009,-3333.0333592753673,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,pinball_Q95,-23411.114565341602,-49899.26622929184,-5762.195422261922,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,overreserve_vs_requested,0.7904049205474603,0.49003250946490456,1.1910445468771371,7,2000,0,31,7073,candidate-minus-reference
MAY_HISTORICAL,RUNNING,R3,R0,missed_slots_reduction,0.811522110706929,0.7056210176884771,0.965694890179779,7,2000,0,31,7073,relative reduction
