u_hours,body,classifier,policy,role,body_gate,tail_gate,nontrivial_flagging_gate,hybrid_gate,temporal_gate,PASS_gate,reference_only_gate,tail_N,tail_recall,GPU_tail_recall,ECE,mass_capture,flagged_fraction,GPU_mass_ratio,overreservation_ratio
8,B3,C1,R1,DEVELOPMENT,False,False,True,False,False,False,,1490,0.9013422818791946,0.8401727861771058,0.3035581532405162,0.6758352095997032,0.5354348826507133,0.6607186082896395,2.805280332046768
8,B3,C2,R0,DEVELOPMENT,False,False,False,False,False,False,,1490,0.987248322147651,0.9881209503239741,0.2884968334830714,0.9906349987963058,0.8359410952600093,1.0147295002943928,0.8183762842549632
8,B3,C2,R1,DEVELOPMENT,False,False,False,False,False,False,,1490,0.987248322147651,0.9881209503239741,0.2884968334830714,0.9906349987963058,0.8359410952600093,0.01910298915802663,3.8926558194725036
8,B3,C3,R0,DEVELOPMENT,False,False,True,False,False,False,,1490,0.9711409395973154,0.9611231101511879,0.32393371994151565,0.9654676249935195,0.4993097100782329,1.0373662561465997,0.5070512838067008
8,B3,C3,R1,DEVELOPMENT,False,False,True,True,False,False,,1490,0.9711409395973154,0.9611231101511879,0.32393371994151565,0.9654676249935195,0.4993097100782329,0.07006498895326466,1.6892406814513237
8,B0,C0,R0,CALIBRATION,False,True,False,False,True,False,True,466,1.0,1.0,0.02817774034442938,1.0,1.0,1.0,1.0
8,B0,C0,R1,CALIBRATION,False,True,False,False,False,False,True,466,1.0,1.0,0.02817774034442938,1.0,1.0,0.007447076110998035,12.14239875297792
8,B0,C1,R0,CALIBRATION,False,False,False,False,True,False,True,466,0.9699570815450643,0.9596899224806201,0.09055165552008337,0.8943504160465964,0.9012908124525436,1.0,1.0
8,B0,C1,R1,CALIBRATION,False,False,False,False,False,False,True,466,0.9699570815450643,0.9596899224806201,0.09055165552008337,0.8943504160465964,0.9012908124525436,0.11067901513958767,12.118968440032113
8,B0,C2,R0,CALIBRATION,False,False,False,False,True,False,True,466,1.0,1.0,0.12445292134098446,1.0,1.0,1.0,1.0
8,B0,C2,R1,CALIBRATION,False,False,False,False,False,False,True,466,1.0,1.0,0.12445292134098446,1.0,1.0,0.007447076110998035,12.14239875297792
8,B0,C3,R0,CALIBRATION,False,False,False,False,True,False,True,466,0.9055793991416309,0.931782945736434,0.14670994240527543,0.9304271655382493,0.9760820045558086,1.0,1.0
8,B0,C3,R1,CALIBRATION,False,False,False,False,False,False,True,466,0.9055793991416309,0.931782945736434,0.14670994240527543,0.9304271655382493,0.9760820045558086,0.07732642029143662,12.135500472013744
8,B1,C0,R0,CALIBRATION,False,True,False,False,True,False,,466,1.0,1.0,0.02817774034442938,1.0,1.0,1.0,1.0
8,B1,C0,R1,CALIBRATION,False,True,False,False,False,False,,466,1.0,1.0,0.02817774034442938,1.0,1.0,0.007447076110998035,12.14239875297792
8,B1,C1,R0,CALIBRATION,False,False,False,False,True,False,,466,0.9699570815450643,0.9596899224806201,0.09055165552008337,0.9055243699620308,0.9012908124525436,1.0160219520180023,1.141161963404419
8,B1,C1,R1,CALIBRATION,False,False,False,False,False,False,,466,0.9699570815450643,0.9596899224806201,0.09055165552008337,0.9055243699620308,0.9012908124525436,0.12670096715759002,12.260130403436532
8,B1,C2,R0,CALIBRATION,False,False,False,False,True,False,,466,1.0,1.0,0.12445292134098446,1.0,1.0,1.0,1.0
8,B1,C2,R1,CALIBRATION,False,False,False,False,False,False,,466,1.0,1.0,0.12445292134098446,1.0,1.0,0.007447076110998035,12.14239875297792
8,B1,C3,R0,CALIBRATION,False,False,False,False,False,False,,466,0.9055793991416309,0.931782945736434,0.14670994240527543,0.9396867375835759,0.9760820045558086,1.0075528092701849,2.4649255502948106
8,B1,C3,R1,CALIBRATION,False,False,False,False,False,False,,466,0.9055793991416309,0.931782945736434,0.14670994240527543,0.9396867375835759,0.9760820045558086,0.08487922956162143,13.600426022308554
8,B2,C0,R0,CALIBRATION,False,True,False,False,True,False,,466,1.0,1.0,0.02817774034442938,1.0,1.0,1.0,1.0
8,B2,C0,R1,CALIBRATION,False,True,False,False,False,False,,466,1.0,1.0,0.02817774034442938,1.0,1.0,0.007447076110998035,12.14239875297792
8,B2,C1,R0,CALIBRATION,False,False,False,False,True,False,,466,0.9699570815450643,0.9596899224806201,0.09055165552008337,0.9055839480645265,0.9012908124525436,1.0160219520180023,1.141161963404419
8,B2,C1,R1,CALIBRATION,False,False,False,False,False,False,,466,0.9699570815450643,0.9596899224806201,0.09055165552008337,0.9055839480645265,0.9012908124525436,0.12670096715759002,12.260130403436532
8,B2,C2,R0,CALIBRATION,False,False,False,False,True,False,,466,1.0,1.0,0.12445292134098446,1.0,1.0,1.0,1.0
8,B2,C2,R1,CALIBRATION,False,False,False,False,False,False,,466,1.0,1.0,0.12445292134098446,1.0,1.0,0.007447076110998035,12.14239875297792
8,B2,C3,R0,CALIBRATION,False,False,False,False,False,False,,466,0.9055793991416309,0.931782945736434,0.14670994240527543,0.9393627804450243,0.9760820045558086,1.0087745872403617,2.3951671907569625
8,B2,C3,R1,CALIBRATION,False,False,False,False,False,False,,466,0.9055793991416309,0.931782945736434,0.14670994240527543,0.9393627804450243,0.9760820045558086,0.08610100753179839,13.530667662770707
8,B3,C0,R0,CALIBRATION,True,True,False,False,True,False,,466,1.0,1.0,0.02817774034442938,1.0,1.0,1.0,1.0
8,B3,C0,R1,CALIBRATION,True,True,False,False,False,False,,466,1.0,1.0,0.02817774034442938,1.0,1.0,0.007447076110998035,12.14239875297792
8,B3,C1,R0,CALIBRATION,True,False,False,False,True,False,,466,0.9699570815450643,0.9596899224806201,0.09055165552008337,0.9007986125978446,0.9012908124525436,1.0142170527438772,1.1319280296094623
8,B3,C1,R1,CALIBRATION,True,False,False,False,False,False,,466,0.9699570815450643,0.9596899224806201,0.09055165552008337,0.9007986125978446,0.9012908124525436,0.12489606788346497,12.250896469641576
8,B3,C2,R0,CALIBRATION,True,False,False,False,True,False,,466,1.0,1.0,0.12445292134098446,1.0,1.0,1.0,1.0
8,B3,C2,R1,CALIBRATION,True,False,False,False,False,False,,466,1.0,1.0,0.12445292134098446,1.0,1.0,0.007447076110998035,12.14239875297792
