u_hours,body,classifier,policy,role,body_gate,tail_gate,nontrivial_flagging_gate,hybrid_gate,temporal_gate,PASS_gate,reference_only_gate,tail_N,tail_recall,GPU_tail_recall,ECE,mass_capture,flagged_fraction,GPU_mass_ratio,overreservation_ratio
8,B3,C3,R0,CALIBRATION,True,False,False,False,False,False,,466,0.9055793991416309,0.931782945736434,0.14670994240527543,0.9342182422101145,0.9760820045558086,1.0099963652105388,2.3254088312191143
8,B3,C3,R1,CALIBRATION,True,False,False,False,False,False,,466,0.9055793991416309,0.931782945736434,0.14670994240527543,0.9342182422101145,0.9760820045558086,0.08732278550197535,13.460909303232858
12,B0,C0,R0,DEVELOPMENT,False,False,False,False,True,False,True,1447,1.0,1.0,0.2295884943945365,1.0,1.0,1.0,1.0
12,B0,C0,R1,DEVELOPMENT,False,False,False,False,False,False,True,1447,1.0,1.0,0.2295884943945365,1.0,1.0,7.072675619741094e-05,5.184922368093814
12,B0,C1,R0,DEVELOPMENT,False,False,True,False,True,False,True,1447,0.921907394609537,0.8550555230859147,0.26410196415209014,0.45534683588733693,0.6090658076392085,1.0,1.0
12,B0,C1,R1,DEVELOPMENT,False,False,True,False,False,False,True,1447,0.921907394609537,0.8550555230859147,0.26410196415209014,0.45534683588733693,0.6090658076392085,0.5510337170632177,3.136205293753504
12,B0,C2,R0,DEVELOPMENT,False,False,False,False,True,False,True,1447,0.986869384934347,0.9871420222092344,0.22109865741664456,0.9956400979919725,0.8359410952600093,1.0,1.0
12,B0,C2,R1,DEVELOPMENT,False,False,False,False,False,False,True,1447,0.986869384934347,0.9871420222092344,0.22109865741664456,0.9956400979919725,0.8359410952600093,0.004373488863633882,4.07427953521754
12,B0,C3,R0,DEVELOPMENT,False,False,False,False,True,False,True,1447,0.9986178299930891,0.9953243717124488,0.32405289711008073,0.9818243556550227,0.9974689369535205,1.0,1.0
12,B0,C3,R1,DEVELOPMENT,False,False,False,False,False,False,True,1447,0.9986178299930891,0.9953243717124488,0.32405289711008073,0.9818243556550227,0.9974689369535205,0.01843102174999491,5.184922368093814
12,B1,C0,R0,DEVELOPMENT,False,False,False,False,True,False,,1447,1.0,1.0,0.2295884943945365,1.0,1.0,1.0,1.0
12,B1,C0,R1,DEVELOPMENT,False,False,False,False,False,False,,1447,1.0,1.0,0.2295884943945365,1.0,1.0,7.072675619741094e-05,5.184922368093814
12,B1,C1,R0,DEVELOPMENT,False,False,True,False,False,False,,1447,0.921907394609537,0.8550555230859147,0.26410196415209014,0.6871963567335299,0.6090658076392085,1.105857300803128,0.6358175840029241
12,B1,C1,R1,DEVELOPMENT,False,False,True,False,False,False,,1447,0.921907394609537,0.8550555230859147,0.26410196415209014,0.6871963567335299,0.6090658076392085,0.6568910178663457,2.7720228777564286
12,B1,C2,R0,DEVELOPMENT,False,False,False,False,False,False,,1447,0.986869384934347,0.9871420222092344,0.22109865741664456,0.9924672968208217,0.8359410952600093,1.0114506112490358,0.8711829928756675
12,B1,C2,R1,DEVELOPMENT,False,False,False,False,False,False,,1447,0.986869384934347,0.9871420222092344,0.22109865741664456,0.9924672968208217,0.8359410952600093,0.015824100112669662,3.945462528093208
12,B1,C3,R0,DEVELOPMENT,False,False,False,False,True,False,,1447,0.9986178299930891,0.9953243717124488,0.32405289711008073,0.9882378232526595,0.9974689369535205,1.0063729949565248,1.0267937326868342
12,B1,C3,R1,DEVELOPMENT,False,False,False,False,False,False,,1447,0.9986178299930891,0.9953243717124488,0.32405289711008073,0.9882378232526595,0.9974689369535205,0.024804016706519664,5.211716100780648
12,B2,C0,R0,DEVELOPMENT,False,False,False,False,True,False,,1447,1.0,1.0,0.2295884943945365,1.0,1.0,1.0,1.0
12,B2,C0,R1,DEVELOPMENT,False,False,False,False,False,False,,1447,1.0,1.0,0.2295884943945365,1.0,1.0,7.072675619741094e-05,5.184922368093814
12,B2,C1,R0,DEVELOPMENT,False,False,True,False,False,False,,1447,0.921907394609537,0.8550555230859147,0.26410196415209014,0.689687442541593,0.6090658076392085,1.1004326681913241,0.655703856335657
12,B2,C1,R1,DEVELOPMENT,False,False,True,False,False,False,,1447,0.921907394609537,0.8550555230859147,0.26410196415209014,0.689687442541593,0.6090658076392085,0.6514663852545419,2.7919091500891615
12,B2,C2,R0,DEVELOPMENT,False,False,False,False,False,False,,1447,0.986869384934347,0.9871420222092344,0.22109865741664456,0.9946120230081225,0.8359410952600093,1.006936406488164,0.9544004029011843
12,B2,C2,R1,DEVELOPMENT,False,False,False,False,False,False,,1447,0.986869384934347,0.9871420222092344,0.22109865741664456,0.9946120230081225,0.8359410952600093,0.011309895351797963,4.028679938118724
12,B2,C3,R0,DEVELOPMENT,False,False,False,False,True,False,,1447,0.9986178299930891,0.9953243717124488,0.32405289711008073,0.9890674792931492,0.9974689369535205,1.0047038772298158,1.0374336261278427
12,B2,C3,R1,DEVELOPMENT,False,False,False,False,False,False,,1447,0.9986178299930891,0.9953243717124488,0.32405289711008073,0.9890674792931492,0.9974689369535205,0.0231348989798108,5.222355994221656
12,B3,C0,R0,DEVELOPMENT,False,False,False,False,True,False,,1447,1.0,1.0,0.2295884943945365,1.0,1.0,1.0,1.0
12,B3,C0,R1,DEVELOPMENT,False,False,False,False,False,False,,1447,1.0,1.0,0.2295884943945365,1.0,1.0,7.072675619741094e-05,5.184922368093814
12,B3,C1,R0,DEVELOPMENT,False,False,True,False,False,False,,1447,0.921907394609537,0.8550555230859147,0.26410196415209014,0.6810537861085589,0.6090658076392085,1.0550252477238355,0.7202810085540602
12,B3,C1,R1,DEVELOPMENT,False,False,True,False,False,False,,1447,0.921907394609537,0.8550555230859147,0.26410196415209014,0.6810537861085589,0.6090658076392085,0.6060589647870532,2.8564863023075646
12,B3,C2,R0,DEVELOPMENT,False,False,False,False,False,False,,1447,0.986869384934347,0.9871420222092344,0.22109865741664456,0.990854617791099,0.8359410952600093,1.0128162530254339,0.8486900286213316
12,B3,C2,R1,DEVELOPMENT,False,False,False,False,False,False,,1447,0.986869384934347,0.9871420222092344,0.22109865741664456,0.990854617791099,0.8359410952600093,0.017189741889067824,3.9229695638388717
12,B3,C3,R0,DEVELOPMENT,False,False,False,False,True,False,,1447,0.9986178299930891,0.9953243717124488,0.32405289711008073,0.9868685865001806,0.9974689369535205,1.0066764709068354,1.0248592066066506
12,B3,C3,R1,DEVELOPMENT,False,False,False,False,False,False,,1447,0.9986178299930891,0.9953243717124488,0.32405289711008073,0.9868685865001806,0.9974689369535205,0.025107492656830366,5.2097815747004645
12,B0,C0,R0,CALIBRATION,False,True,False,False,True,False,True,282,1.0,1.0,0.0037001588790413903,1.0,1.0,1.0,1.0
12,B0,C0,R1,CALIBRATION,False,True,False,False,False,False,True,282,1.0,1.0,0.0037001588790413903,1.0,1.0,0.007447076110998035,12.14239875297792
12,B0,C1,R0,CALIBRATION,False,False,False,False,True,False,True,282,0.9609929078014184,0.9454976303317536,0.11190830171863837,0.9043150427244445,0.8982536066818527,1.0,1.0
12,B0,C1,R1,CALIBRATION,False,False,False,False,False,False,True,282,0.9609929078014184,0.9454976303317536,0.11190830171863837,0.9043150427244445,0.8982536066818527,0.10066318169927163,12.14239875297792
12,B0,C2,R0,CALIBRATION,False,False,True,False,True,False,True,282,0.9361702127659575,0.9146919431279621,0.09489781457145557,0.8389203152817702,0.5865603644646925,1.0,1.0
12,B0,C2,R1,CALIBRATION,False,False,True,False,False,False,True,282,0.9361702127659575,0.9146919431279621,0.09489781457145557,0.8389203152817702,0.5865603644646925,0.16351909202397732,4.240262181566102
12,B0,C3,R0,CALIBRATION,False,False,False,False,True,False,True,282,0.975177304964539,0.9834123222748815,0.0650883992793054,0.9670290024178653,0.904707668944571,1.0,1.0
12,B0,C3,R1,CALIBRATION,False,False,False,False,False,False,True,282,0.975177304964539,0.9834123222748815,0.0650883992793054,0.9670290024178653,0.904707668944571,0.03757501014831613,12.14239875297792
12,B1,C0,R0,CALIBRATION,False,True,False,False,True,False,,282,1.0,1.0,0.0037001588790413903,1.0,1.0,1.0,1.0
12,B1,C0,R1,CALIBRATION,False,True,False,False,False,False,,282,1.0,1.0,0.0037001588790413903,1.0,1.0,0.007447076110998035,12.14239875297792
12,B1,C1,R0,CALIBRATION,False,False,False,False,False,False,,282,0.9609929078014184,0.9454976303317536,0.11190830171863837,0.9117819481982975,0.8982536066818527,1.016216325785985,2.5437944503029617
12,B1,C1,R1,CALIBRATION,False,False,False,False,False,False,,282,0.9609929078014184,0.9454976303317536,0.11190830171863837,0.9117819481982975,0.8982536066818527,0.11687950748525668,13.686193203280881
12,B1,C2,R0,CALIBRATION,False,False,True,True,True,False,,282,0.9361702127659575,0.9146919431279621,0.09489781457145557,0.8994002167345012,0.5865603644646925,0.9684152499981411,1.2453580745175488
12,B1,C2,R1,CALIBRATION,False,False,True,False,False,False,,282,0.9361702127659575,0.9146919431279621,0.09489781457145557,0.8994002167345012,0.5865603644646925,0.13193434202211843,4.48562025608365
12,B1,C3,R0,CALIBRATION,False,False,False,False,True,False,,282,0.975177304964539,0.9834123222748815,0.0650883992793054,0.9726222249201164,0.904707668944571,1.0015549901438616,1.1617892141757815
12,B1,C3,R1,CALIBRATION,False,False,False,False,False,False,,282,0.975177304964539,0.9834123222748815,0.0650883992793054,0.9726222249201164,0.904707668944571,0.03913000029217771,12.304187967153702
12,B2,C0,R0,CALIBRATION,False,True,False,False,True,False,,282,1.0,1.0,0.0037001588790413903,1.0,1.0,1.0,1.0
12,B2,C0,R1,CALIBRATION,False,True,False,False,False,False,,282,1.0,1.0,0.0037001588790413903,1.0,1.0,0.007447076110998035,12.14239875297792
12,B2,C1,R0,CALIBRATION,False,False,False,False,False,False,,282,0.9609929078014184,0.9454976303317536,0.11190830171863837,0.913115436533949,0.8982536066818527,1.0136339314399292,3.2766068398702206
12,B2,C1,R1,CALIBRATION,False,False,False,False,False,False,,282,0.9609929078014184,0.9454976303317536,0.11190830171863837,0.913115436533949,0.8982536066818527,0.11429711313920084,14.41900559284814
12,B2,C2,R0,CALIBRATION,False,False,True,True,True,False,,282,0.9361702127659575,0.9146919431279621,0.09489781457145557,0.8963394323508327,0.5865603644646925,0.9684152499981411,1.2453580745175488
12,B2,C2,R1,CALIBRATION,False,False,True,False,False,False,,282,0.9361702127659575,0.9146919431279621,0.09489781457145557,0.8963394323508327,0.5865603644646925,0.13193434202211843,4.48562025608365
12,B2,C3,R0,CALIBRATION,False,False,False,True,True,False,,282,0.975177304964539,0.9834123222748815,0.0650883992793054,0.9741853778199695,0.904707668944571,0.9994168786960519,1.2312390904019943
12,B2,C3,R1,CALIBRATION,False,False,False,False,False,False,,282,0.975177304964539,0.9834123222748815,0.0650883992793054,0.9741853778199695,0.904707668944571,0.03699188884436804,12.373637843379914
12,B3,C0,R0,CALIBRATION,False,True,False,False,True,False,,282,1.0,1.0,0.0037001588790413903,1.0,1.0,1.0,1.0
12,B3,C0,R1,CALIBRATION,False,True,False,False,False,False,,282,1.0,1.0,0.0037001588790413903,1.0,1.0,0.007447076110998035,12.14239875297792
12,B3,C1,R0,CALIBRATION,False,False,False,False,False,False,,282,0.9609929078014184,0.9454976303317536,0.11190830171863837,0.9053665249632539,0.8982536066818527,1.0121622443394889,2.4206067811898393
12,B3,C1,R1,CALIBRATION,False,False,False,False,False,False,,282,0.9609929078014184,0.9454976303317536,0.11190830171863837,0.9053665249632539,0.8982536066818527,0.11282542603876042,13.56300553416776
12,B3,C2,R0,CALIBRATION,False,False,True,True,False,False,,282,0.9361702127659575,0.9146919431279621,0.09489781457145557,0.909481586639785,0.5865603644646925,0.9427878400140985,1.5847118824138395
12,B3,C2,R1,CALIBRATION,False,False,True,False,False,False,,282,0.9361702127659575,0.9146919431279621,0.09489781457145557,0.909481586639785,0.5865603644646925,0.10630693203807591,4.824974063979941
12,B3,C3,R0,CALIBRATION,False,False,False,False,True,False,,282,0.975177304964539,0.9834123222748815,0.0650883992793054,0.9692709039455134,0.904707668944571,1.001943737679827,1.1491619639528339
12,B3,C3,R1,CALIBRATION,False,False,False,False,False,False,,282,0.975177304964539,0.9834123222748815,0.0650883992793054,0.9692709039455134,0.904707668944571,0.03951874782814311,12.291560716930753
24,B0,C0,R0,DEVELOPMENT,False,False,False,False,True,False,True,117,,,0.015095499773770532,,,,
24,B0,C0,R1,DEVELOPMENT,False,False,False,False,True,False,True,117,,,0.015095499773770532,,,,
24,B0,C1,R0,DEVELOPMENT,False,False,False,False,True,False,True,117,,,0.012209608912558775,,,,
24,B0,C1,R1,DEVELOPMENT,False,False,False,False,True,False,True,117,,,0.012209608912558775,,,,
24,B0,C2,R0,DEVELOPMENT,False,False,False,False,True,False,True,117,,,0.010636539775364818,,,,
24,B0,C2,R1,DEVELOPMENT,False,False,False,False,True,False,True,117,,,0.010636539775364818,,,,
24,B0,C3,R0,DEVELOPMENT,False,False,False,False,True,False,True,117,,,0.00805828605983809,,,,
24,B0,C3,R1,DEVELOPMENT,False,False,False,False,True,False,True,117,,,0.00805828605983809,,,,
24,B1,C0,R0,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.015095499773770532,,,,
24,B1,C0,R1,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.015095499773770532,,,,
24,B1,C1,R0,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.012209608912558775,,,,
24,B1,C1,R1,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.012209608912558775,,,,
24,B1,C2,R0,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.010636539775364818,,,,
24,B1,C2,R1,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.010636539775364818,,,,
24,B1,C3,R0,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.00805828605983809,,,,
24,B1,C3,R1,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.00805828605983809,,,,
24,B2,C0,R0,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.015095499773770532,,,,
24,B2,C0,R1,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.015095499773770532,,,,
24,B2,C1,R0,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.012209608912558775,,,,
24,B2,C1,R1,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.012209608912558775,,,,
24,B2,C2,R0,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.010636539775364818,,,,
24,B2,C2,R1,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.010636539775364818,,,,
24,B2,C3,R0,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.00805828605983809,,,,
24,B2,C3,R1,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.00805828605983809,,,,
24,B3,C0,R0,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.015095499773770532,,,,
24,B3,C0,R1,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.015095499773770532,,,,
24,B3,C1,R0,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.012209608912558775,,,,
24,B3,C1,R1,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.012209608912558775,,,,
24,B3,C2,R0,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.010636539775364818,,,,
24,B3,C2,R1,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.010636539775364818,,,,
24,B3,C3,R0,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.00805828605983809,,,,
24,B3,C3,R1,DEVELOPMENT,False,False,False,False,True,False,,117,,,0.00805828605983809,,,,
24,B0,C0,R0,CALIBRATION,False,False,False,False,True,False,True,43,,,0.025691825705225154,,,,
24,B0,C0,R1,CALIBRATION,False,False,False,False,True,False,True,43,,,0.025691825705225154,,,,
24,B0,C1,R0,CALIBRATION,False,False,False,False,True,False,True,43,,,0.034745515192971956,,,,
24,B0,C1,R1,CALIBRATION,False,False,False,False,True,False,True,43,,,0.034745515192971956,,,,
24,B0,C2,R0,CALIBRATION,False,False,False,False,True,False,True,43,,,0.013324935583300107,,,,
24,B0,C2,R1,CALIBRATION,False,False,False,False,True,False,True,43,,,0.013324935583300107,,,,
24,B0,C3,R0,CALIBRATION,False,False,False,False,True,False,True,43,,,0.020623476342803707,,,,
24,B0,C3,R1,CALIBRATION,False,False,False,False,True,False,True,43,,,0.020623476342803707,,,,
24,B1,C0,R0,CALIBRATION,False,False,False,False,True,False,,43,,,0.025691825705225154,,,,
24,B1,C0,R1,CALIBRATION,False,False,False,False,True,False,,43,,,0.025691825705225154,,,,
24,B1,C1,R0,CALIBRATION,False,False,False,False,True,False,,43,,,0.034745515192971956,,,,
24,B1,C1,R1,CALIBRATION,False,False,False,False,True,False,,43,,,0.034745515192971956,,,,
24,B1,C2,R0,CALIBRATION,False,False,False,False,True,False,,43,,,0.013324935583300107,,,,
24,B1,C2,R1,CALIBRATION,False,False,False,False,True,False,,43,,,0.013324935583300107,,,,
24,B1,C3,R0,CALIBRATION,False,False,False,False,True,False,,43,,,0.020623476342803707,,,,
24,B1,C3,R1,CALIBRATION,False,False,False,False,True,False,,43,,,0.020623476342803707,,,,
24,B2,C0,R0,CALIBRATION,False,False,False,False,True,False,,43,,,0.025691825705225154,,,,
24,B2,C0,R1,CALIBRATION,False,False,False,False,True,False,,43,,,0.025691825705225154,,,,
24,B2,C1,R0,CALIBRATION,False,False,False,False,True,False,,43,,,0.034745515192971956,,,,
24,B2,C1,R1,CALIBRATION,False,False,False,False,True,False,,43,,,0.034745515192971956,,,,
24,B2,C2,R0,CALIBRATION,False,False,False,False,True,False,,43,,,0.013324935583300107,,,,
24,B2,C2,R1,CALIBRATION,False,False,False,False,True,False,,43,,,0.013324935583300107,,,,
24,B2,C3,R0,CALIBRATION,False,False,False,False,True,False,,43,,,0.020623476342803707,,,,
24,B2,C3,R1,CALIBRATION,False,False,False,False,True,False,,43,,,0.020623476342803707,,,,
24,B3,C0,R0,CALIBRATION,False,False,False,False,True,False,,43,,,0.025691825705225154,,,,
24,B3,C0,R1,CALIBRATION,False,False,False,False,True,False,,43,,,0.025691825705225154,,,,
24,B3,C1,R0,CALIBRATION,False,False,False,False,True,False,,43,,,0.034745515192971956,,,,
24,B3,C1,R1,CALIBRATION,False,False,False,False,True,False,,43,,,0.034745515192971956,,,,
24,B3,C2,R0,CALIBRATION,False,False,False,False,True,False,,43,,,0.013324935583300107,,,,
24,B3,C2,R1,CALIBRATION,False,False,False,False,True,False,,43,,,0.013324935583300107,,,,
24,B3,C3,R0,CALIBRATION,False,False,False,False,True,False,,43,,,0.020623476342803707,,,,
24,B3,C3,R1,CALIBRATION,False,False,False,False,True,False,,43,,,0.020623476342803707,,,,
4,B0,C0,R0,EXPOSED_EVALUATION,False,True,False,False,True,False,True,1229,1.0,1.0,0.016743844607507496,1.0,1.0,1.0,1.0
4,B0,C0,R1,EXPOSED_EVALUATION,False,True,False,False,False,False,True,1229,1.0,1.0,0.016743844607507496,1.0,1.0,0.0002130922569625673,14.37263540108079
4,B0,C1,R0,EXPOSED_EVALUATION,False,False,False,False,True,False,True,1229,0.9641985353946297,0.9337298215802888,0.15186445597120854,0.8014374365421292,0.9738297088094361,1.0,1.0
4,B0,C1,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,True,1229,0.9641985353946297,0.9337298215802888,0.15186445597120854,0.8014374365421292,0.9738297088094361,0.20271979548098246,13.748105223762922
4,B0,C2,R0,EXPOSED_EVALUATION,False,False,False,False,True,False,True,1229,0.9251423921887714,0.8946474086661003,0.3461118955888657,0.7763751261981853,0.937338739402875,1.0,1.0
4,B0,C2,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,True,1229,0.9251423921887714,0.8946474086661003,0.3461118955888657,0.7763751261981853,0.937338739402875,0.22841350043036523,13.212228626977577
4,B0,C3,R0,EXPOSED_EVALUATION,False,False,False,False,True,False,True,1229,0.9251423921887714,0.8946474086661003,0.36685429979767964,0.7763751261981853,0.937338739402875,1.0,1.0
4,B0,C3,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,True,1229,0.9251423921887714,0.8946474086661003,0.36685429979767964,0.7763751261981853,0.937338739402875,0.22841350043036523,13.212228626977577
4,B1,C0,R0,EXPOSED_EVALUATION,False,True,False,False,True,False,,1229,1.0,1.0,0.016743844607507496,1.0,1.0,1.0,1.0
4,B1,C0,R1,EXPOSED_EVALUATION,False,True,False,False,False,False,,1229,1.0,1.0,0.016743844607507496,1.0,1.0,0.0002130922569625673,14.37263540108079
4,B1,C1,R0,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9641985353946297,0.9337298215802888,0.15186445597120854,0.7211028132600406,0.9738297088094361,1.046646920096876,1.0097489114643388
4,B1,C1,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9641985353946297,0.9337298215802888,0.15186445597120854,0.7211028132600406,0.9738297088094361,0.24936671557785844,13.75785413522726
4,B1,C2,R0,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9251423921887714,0.8946474086661003,0.3461118955888657,0.7070327477677489,0.937338739402875,1.0316675037373986,1.005106853067836
4,B1,C2,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9251423921887714,0.8946474086661003,0.3461118955888657,0.7070327477677489,0.937338739402875,0.2600810041677637,13.217335480045412
4,B1,C3,R0,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9251423921887714,0.8946474086661003,0.36685429979767964,0.7070327477677489,0.937338739402875,1.0316675037373986,1.005106853067836
4,B1,C3,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9251423921887714,0.8946474086661003,0.36685429979767964,0.7070327477677489,0.937338739402875,0.2600810041677637,13.217335480045412
4,B2,C0,R0,EXPOSED_EVALUATION,False,True,False,False,True,False,,1229,1.0,1.0,0.016743844607507496,1.0,1.0,1.0,1.0
4,B2,C0,R1,EXPOSED_EVALUATION,False,True,False,False,False,False,,1229,1.0,1.0,0.016743844607507496,1.0,1.0,0.0002130922569625673,14.37263540108079
4,B2,C1,R0,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9641985353946297,0.9337298215802888,0.15186445597120854,0.7229625073786768,0.9738297088094361,1.0472043478872155,1.0133277845506166
4,B2,C1,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9641985353946297,0.9337298215802888,0.15186445597120854,0.7229625073786768,0.9738297088094361,0.24992414336819796,13.761433008313539
4,B2,C2,R0,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9251423921887714,0.8946474086661003,0.3461118955888657,0.713916577698242,0.937338739402875,1.0276715206859286,1.0177449398328728
4,B2,C2,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9251423921887714,0.8946474086661003,0.3461118955888657,0.713916577698242,0.937338739402875,0.2560850211162937,13.229973566810449
4,B2,C3,R0,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9251423921887714,0.8946474086661003,0.36685429979767964,0.713916577698242,0.937338739402875,1.0276715206859286,1.0177449398328728
4,B2,C3,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9251423921887714,0.8946474086661003,0.36685429979767964,0.713916577698242,0.937338739402875,0.2560850211162937,13.229973566810449
4,B3,C0,R0,EXPOSED_EVALUATION,False,True,False,False,True,False,,1229,1.0,1.0,0.016743844607507496,1.0,1.0,1.0,1.0
4,B3,C0,R1,EXPOSED_EVALUATION,False,True,False,False,False,False,,1229,1.0,1.0,0.016743844607507496,1.0,1.0,0.0002130922569625673,14.37263540108079
4,B3,C1,R0,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9641985353946297,0.9337298215802888,0.15186445597120854,0.7213534372242055,0.9738297088094361,1.043079382238703,1.013878380410044
4,B3,C1,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9641985353946297,0.9337298215802888,0.15186445597120854,0.7213534372242055,0.9738297088094361,0.24579917771968554,13.761983604172967
4,B3,C2,R0,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9251423921887714,0.8946474086661003,0.3461118955888657,0.7132765885366299,0.937338739402875,1.0242154683858236,1.0188461315517274
4,B3,C2,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9251423921887714,0.8946474086661003,0.3461118955888657,0.7132765885366299,0.937338739402875,0.25262896881618874,13.231074758529303
4,B3,C3,R0,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9251423921887714,0.8946474086661003,0.36685429979767964,0.7132765885366299,0.937338739402875,1.0242154683858236,1.0188461315517274
4,B3,C3,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,,1229,0.9251423921887714,0.8946474086661003,0.36685429979767964,0.7132765885366299,0.937338739402875,0.25262896881618874,13.231074758529303
6,B0,C0,R0,EXPOSED_EVALUATION,False,True,False,False,True,False,True,590,1.0,1.0,0.00017562498644876912,1.0,1.0,1.0,1.0
6,B0,C0,R1,EXPOSED_EVALUATION,False,True,False,False,False,False,True,590,1.0,1.0,0.00017562498644876912,1.0,1.0,0.0002130922569625673,14.37263540108079
6,B0,C1,R0,EXPOSED_EVALUATION,False,False,False,False,True,False,True,590,0.7491525423728813,0.6861652739090065,0.17503949215482306,0.7125093404840303,0.9107998525617398,1.0,1.0
6,B0,C1,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,True,590,0.7491525423728813,0.6861652739090065,0.17503949215482306,0.7125093404840303,0.9107998525617398,0.2931547124109254,13.423853969130843
6,B0,C2,R0,EXPOSED_EVALUATION,False,False,False,False,True,False,True,590,0.7542372881355932,0.7827298050139275,0.3048691877505415,0.8535087116529054,0.888315517876889,1.0,1.0
6,B0,C2,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,True,590,0.7542372881355932,0.7827298050139275,0.3048691877505415,0.8535087116529054,0.888315517876889,0.14835782702012296,13.725774585137492
6,B0,C3,R0,EXPOSED_EVALUATION,False,False,False,False,True,False,True,590,0.7542372881355932,0.7827298050139275,0.3741420909152715,0.8535087116529054,0.8875783265757464,1.0,1.0
6,B0,C3,R1,EXPOSED_EVALUATION,False,False,False,False,False,False,True,590,0.7542372881355932,0.7827298050139275,0.3741420909152715,0.8535087116529054,0.8875783265757464,0.14835782702012296,13.656124208919929
6,B1,C0,R0,EXPOSED_EVALUATION,True,True,False,False,True,False,,590,1.0,1.0,0.00017562498644876912,1.0,1.0,1.0,1.0
6,B1,C0,R1,EXPOSED_EVALUATION,True,True,False,False,False,False,,590,1.0,1.0,0.00017562498644876912,1.0,1.0,0.0002130922569625673,14.37263540108079
6,B1,C1,R0,EXPOSED_EVALUATION,True,False,False,True,False,False,,590,0.7491525423728813,0.6861652739090065,0.17503949215482306,0.5809079144944385,0.9107998525617398,0.9512867879889672,1.0876971496417074
6,B1,C1,R1,EXPOSED_EVALUATION,True,False,False,False,False,False,,590,0.7491525423728813,0.6861652739090065,0.17503949215482306,0.5809079144944385,0.9107998525617398,0.24444150039989251,13.511551118772552
6,B1,C2,R0,EXPOSED_EVALUATION,True,False,False,True,False,False,,590,0.7542372881355932,0.7827298050139275,0.3048691877505415,0.9340397501615563,0.888315517876889,0.8844695600761298,1.0782447187533408
6,B1,C2,R1,EXPOSED_EVALUATION,True,False,False,False,False,False,,590,0.7542372881355932,0.7827298050139275,0.3048691877505415,0.9340397501615563,0.888315517876889,0.03282738709625273,13.804019303890831
6,B1,C3,R0,EXPOSED_EVALUATION,True,False,False,True,False,False,,590,0.7542372881355932,0.7827298050139275,0.3741420909152715,0.9340397501615563,0.8875783265757464,0.8844695600761298,1.0768682291047724
6,B1,C3,R1,EXPOSED_EVALUATION,True,False,False,False,False,False,,590,0.7542372881355932,0.7827298050139275,0.3741420909152715,0.9340397501615563,0.8875783265757464,0.03282738709625273,13.7329924380247
