N,coverage,GPU_coverage,underprediction_rate,positive_residual_mean_sec,positive_residual_P95_sec,positive_residual_max_sec,MAE_sec,WAPE,log_MAE,completion_slot_MAE,positive_error_sec,GPU_underprediction_sec,overreservation_GPU_hours,overreservation_P95_sec,candidate,u_hours,subgroup,role,Q50_MAE_sec,scheduler_coverage,upper_warning,gate_threshold,coverage_gate,GPU_coverage_gate
22,0.9090909090909091,0.87248322147651,0.09090909090909091,535.7552167681674,4689.907837608892,6849.869676679795,14162.06881920343,2.291377803111467,2.7605100087629917,15.727272727272727,11786.614768899684,428760.115373589,2179.4911673565243,21774.913126323743,B1,8,GPU_5_PLUS,DEVELOPMENT,10894.4228092038,0.9090909090909091,False,0.9,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
2856,0.9033613445378151,0.9088151658767772,0.09663865546218488,550.6588445925245,4693.1171875,16513.6171875,14327.022104984571,3.096114610020901,3.5698553544128266,15.89670868347339,1572681.66015625,2595399.80078125,19482.232138400606,21441.751953125,B2,8,OVERALL,DEVELOPMENT,7302.7140449929975,0.9079131652661064,False,0.9,PASS,PASS
646,0.9009287925696594,0.865533230293663,0.09907120743034056,523.4137964396285,4342.4423828125,14129.6923828125,8303.460305606617,1.1093864263663833,1.2382349096250713,9.36687306501548,338125.3125,902510.474609375,2635.854873046875,13141.3076171875,B2,8,2025-03-22,DEVELOPMENT,4653.33053466041,0.9086687306501547,False,0.88,PASS,FAIL
287,0.89198606271777,0.9181916038751345,0.10801393728222997,504.29136269599303,2987.1923828124854,13555.6923828125,9777.761419316203,1.2381117952746048,1.4950017331213976,10.926829268292684,144731.62109375,315675.25,3106.2453445095484,22067.478515625,B2,8,2025-03-23,DEVELOPMENT,5584.342810866725,0.9024390243902439,False,0.88,PASS,PASS
723,0.979253112033195,0.9619565217391305,0.02074688796680498,96.49131764349931,0.0,13555.6923828125,18224.48387928985,6.900422648917389,2.6914216275188063,20.820193637621024,69763.22265625,316792.591796875,7281.410345594618,20892.70703125,B2,8,2025-03-24,DEVELOPMENT,9081.272208354945,0.9820193637621023,True,0.88,PASS,PASS
214,0.24766355140186916,0.24766355140186916,0.7523364485981309,4662.319472838785,13059.6171875,16513.6171875,5863.003066588785,0.37460839975481575,0.5941734068548994,6.518691588785047,997736.3671875,997736.3671875,71.37396918402777,11334.0828125,B2,8,2025-03-25,DEVELOPMENT,8643.530592873833,0.2616822429906542,False,0.88,FAIL,FAIL
109,1.0,1.0,0.0,0.0,0.0,0.0,15839.183575831423,359.60654233818474,6.755817585869695,17.073394495412845,0.0,0.0,479.5752804904514,16728.433984375,B2,8,2025-03-26,DEVELOPMENT,8501.68982045585,1.0,True,0.88,PASS,PASS
134,0.9850746268656716,0.973568281938326,0.014925373134328358,59.04792444029851,0.0,4508.7109375,15268.370160914179,17.38152224182093,6.016043713962741,16.492537313432837,7912.421875,24842.265625,838.4267583550347,16772.7390625,B2,8,2025-03-27,DEVELOPMENT,8193.968363747668,0.9850746268656716,True,0.88,PASS,PASS
146,0.9863013698630136,0.9754098360655737,0.0136986301369863,54.19467037671233,0.0,4508.7109375,15389.519731913528,13.937447698106054,5.728918437153856,16.664383561643834,7912.421875,24842.265625,912.2303653971354,17039.833984375,B2,8,2025-03-28,DEVELOPMENT,8005.369448309076,0.9863013698630136,True,0.88,PASS,PASS
537,0.9981378026070763,0.996937212863706,0.00186219739292365,12.104828619646183,0.0,6500.29296875,21389.00579754423,143.42131626748142,8.228036805924935,22.95903165735568,6500.29296875,13000.5859375,3616.5998057725697,21441.751953125,B2,8,2025-03-29,DEVELOPMENT,8000.852580889199,0.9981378026070763,True,0.88,PASS,PASS
60,1.0,1.0,0.0,0.0,0.0,0.0,13525.65234375,1.6507179017977007,1.6013144379898814,15.55,0.0,0.0,540.5153960503472,21382.70703125,B2,8,2025-03-30,DEVELOPMENT,5706.672005208334,1.0,True,0.88,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
1143,0.8591426071741033,0.8591426071741033,0.14085739282589677,872.9102075131234,7232.217187499999,16513.6171875,16494.359492050797,4.6543266500654,6.006556110789897,17.79265091863517,997736.3671875,997736.3671875,4959.810147840712,21441.751953125,B2,8,GPU_1,DEVELOPMENT,8137.058038399497,0.8617672790901137,False,0.9,FAIL,FAIL
1691,0.9331756357185098,0.9309954751131222,0.06682436428149024,333.06249075990536,1531.20361328125,14129.6923828125,12862.162400437981,2.408818837981407,1.9332464531323572,14.617977528089888,563208.671875,1170664.1953125,12321.75623969184,20890.70703125,B2,8,GPU_2_4,DEVELOPMENT,6705.268842862951,0.9390892962743939,False,0.9,PASS,PASS
22,0.9090909090909091,0.87248322147651,0.09090909090909091,533.4827769886364,4672.7577636718715,6817.9287109375,14318.436967329546,2.3166776733708163,2.7678866056075293,15.681818181818182,11736.62109375,426999.23828125,2200.6657508680555,22068.728515625,B2,8,GPU_5_PLUS,DEVELOPMENT,9876.561878551136,0.9090909090909091,False,0.9,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
2856,0.9635854341736695,0.9577251184834124,0.036414565826330535,125.95371148459373,0.0,8172.199999999997,16155.287605042016,3.4912085440042686,3.680801350845016,17.57843137254902,359723.7999999997,785985.5999999994,22479.43238888889,20525.800000000003,B3,8,OVERALL,DEVELOPMENT,9237.361694677871,0.9642857142857143,False,0.9,PASS,PASS
646,0.9643962848297214,0.964451313755796,0.03560371517027864,115.66656346749215,0.0,7473.199999999997,13277.400928792573,1.7739313281092142,1.536085409484413,14.540247678018575,74720.59999999993,149441.19999999987,4663.719555555556,19796.800000000003,B3,8,2025-03-22,DEVELOPMENT,6482.679566563467,0.9659442724458205,False,0.88,PASS,PASS
287,0.9128919860627178,0.9117330462863293,0.08710801393728224,426.5888501742158,4828.099999999997,8130.199999999997,13486.660627177704,1.70775220270634,1.7230810942037296,14.759581881533101,122430.99999999993,417502.3999999998,3483.2982222222217,20160.4,B3,8,2025-03-23,DEVELOPMENT,7408.675958188153,0.9128919860627178,False,0.88,PASS,PASS
723,0.991701244813278,0.9741847826086957,0.008298755186721992,27.693222683264153,0.0,6899.199999999997,17945.118672199173,6.794645277382676,2.6856368147353957,19.785615491009683,20022.199999999983,63891.59999999989,7196.832555555556,19797.800000000003,B3,8,2025-03-24,DEVELOPMENT,10066.88796680498,0.991701244813278,True,0.88,PASS,PASS
214,0.780373831775701,0.780373831775701,0.21962616822429906,622.8336448598124,4718.199999999996,8172.199999999997,6125.448598130844,0.39137699077842136,0.5837164500948703,6.649532710280374,133286.39999999985,133286.39999999985,327.0998888888891,19675.500000000004,B3,8,2025-03-25,DEVELOPMENT,5802.196261682243,0.7850467289719626,False,0.88,FAIL,FAIL
109,1.0,1.0,0.0,0.0,0.0,0.0,20486.754128440356,465.12314101228884,7.0127117162172485,21.990825688073393,0.0,0.0,620.2933888888886,20519.800000000003,B3,8,2025-03-26,DEVELOPMENT,12265.954128440368,1.0,True,0.88,PASS,PASS
134,0.9925373134328358,0.9823788546255506,0.007462686567164179,6.225373134328336,0.0,834.1999999999971,19664.825373134332,22.386449634267564,6.258339990378396,21.149253731343283,834.1999999999971,3336.7999999999884,1106.7415,20519.800000000003,B3,8,2025-03-27,DEVELOPMENT,11771.873134328358,0.9925373134328358,True,0.88,PASS,PASS
146,0.9931506849315068,0.9836065573770492,0.00684931506849315,5.7136986301369665,0.0,834.1999999999971,19438.042465753428,17.603973674252998,5.956034701262966,20.924657534246574,834.1999999999971,3336.7999999999884,1189.0522222222223,20519.550000000003,B3,8,2025-03-28,DEVELOPMENT,11518.143835616438,0.9931506849315068,True,0.88,PASS,PASS
537,0.9981378026070763,0.996937212863706,0.00186219739292365,14.1437616387337,0.0,7595.199999999997,20409.953445065177,136.85640257226697,8.181738225076307,21.886405959031656,7595.199999999997,15190.399999999994,3414.636888888889,20525.800000000003,B3,8,2025-03-29,DEVELOPMENT,12243.383612662943,0.9981378026070763,True,0.88,PASS,PASS
60,1.0,1.0,0.0,0.0,0.0,0.0,12337.000000000005,1.505650613878787,1.545414050786936,13.466666666666667,0.0,0.0,477.75816666666685,19932.500000000004,B3,8,2025-03-30,DEVELOPMENT,6283.466666666666,1.0,True,0.88,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
1143,0.9588801399825022,0.9588801399825022,0.04111986001749781,116.61102362204711,0.0,8172.199999999997,17220.14540682415,4.85912664408758,6.048969624338732,18.49168853893263,133286.39999999985,133286.39999999985,5430.372166666667,20525.800000000003,B3,8,GPU_1,DEVELOPMENT,10632.669291338583,0.9597550306211724,False,0.9,PASS,PASS
1691,0.9668835008870491,0.9581447963800905,0.03311649911295092,133.36499112950906,0.0,8130.199999999997,15457.916144293315,2.8949501992793003,2.0917911737038843,16.98580721466588,225520.19999999984,627017.5999999996,14851.860666666666,19797.800000000003,B3,8,GPU_2_4,DEVELOPMENT,8292.315198107628,0.9674748669426375,False,0.9,PASS,PASS
22,0.9545454545454546,0.9530201342281879,0.045454545454545456,41.69090909090896,0.0,917.1999999999971,14433.59090909091,2.3353092158001956,2.7807955754966596,15.681818181818182,917.1999999999971,25681.59999999992,2197.199555555556,20512.15,B3,8,GPU_5_PLUS,DEVELOPMENT,9384.5,0.9545454545454546,False,0.9,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
2168,0.9308118081180812,0.9595375722543352,0.06918819188191883,486.0309873982109,3599.60498046875,17280.60498046875,8032.60012098784,2.4503217856714,2.262761415208439,8.722324723247233,1053715.1806793213,1968680.3535308838,10993.697349709404,21377.38671875,B0,8,OVERALL,CALIBRATION,4993.464835786292,0.933579335793358,False,0.9,PASS,PASS
195,0.7025641025641025,0.728735632183908,0.29743589743589743,2078.151379707532,12853.904980468731,17280.60498046875,7392.450373096955,0.9173216270253748,1.059308409913792,8.256410256410257,405239.51904296875,821083.1083984375,676.1270600043403,9777.69501953125,B0,8,2025-04-02,CALIBRATION,5728.185534198467,0.7230769230769231,False,0.88,FAIL,FAIL
405,0.8938271604938272,0.899070385126162,0.10617283950617284,686.4613414246359,5879.40498046875,16812.60498046875,10342.88627782751,2.3142909548227553,2.455246580051204,11.37037037037037,278016.84327697754,488156.8076324463,2198.5651248168947,17951.99921875,B0,8,2025-04-03,CALIBRATION,6524.708882838119,0.8962962962962963,False,0.88,PASS,PASS
291,0.8900343642611683,0.8929765886287625,0.10996563573883161,707.6953930412371,5797.10498046875,16812.60498046875,8223.153775244644,1.8671719907522186,2.1266999365955312,9.161512027491408,205939.359375,411878.71875,1261.6469124348957,11095.39501953125,B0,8,2025-04-04,CALIBRATION,4595.205741122007,0.8934707903780069,False,0.88,PASS,PASS
236,0.9279661016949152,0.942,0.07203389830508475,697.1163516287077,5121.85498046875,16621.83984375,9853.58039571471,3.006152025808755,2.6323335356879856,10.851694915254237,164519.458984375,247561.71875,1136.5613270399306,11095.39501953125,B0,8,2025-04-05,CALIBRATION,5592.9577610856395,0.9279661016949152,False,0.88,PASS,PASS
867,1.0,1.0,0.0,0.0,0.0,0.0,6298.273814094658,3.874549010339552,2.228869236944462,6.567474048442906,0.0,0.0,3383.9012708452015,21378.38671875,B0,8,2025-04-06,CALIBRATION,4314.428101175522,1.0,True,0.88,PASS,PASS
174,1.0,1.0,0.0,0.0,0.0,0.0,9225.828610475035,6.147113791605677,3.058601832847451,10.195402298850574,0.0,0.0,2336.895654568142,11095.39501953125,B0,8,2025-04-07,CALIBRATION,3842.393225658899,1.0,True,0.88,PASS,PASS
821,0.9817295980511571,0.9817295980511571,0.018270401948842874,181.917269354761,0.0,16621.83984375,6880.119389207587,3.1821917009741245,2.2362505503788963,7.108404384896468,149354.0781402588,149354.0781402588,1527.562205666436,21380.38671875,B0,8,GPU_1,CALIBRATION,5339.165244229092,0.9817295980511571,True,0.9,PASS,PASS
1319,0.8976497346474602,0.8977443609022556,0.1023502653525398,685.6414727362112,5877.70498046875,17280.60498046875,8843.333879240901,2.19855680528398,2.279605318369964,9.834723275208491,904361.1025390625,1819326.275390625,6298.61711968316,11095.39501953125,B0,8,GPU_2_4,CALIBRATION,4867.141925108984,0.9021986353297953,False,0.9,FAIL,FAIL
28,1.0,1.0,0.0,0.0,0.0,0.0,3633.630608694894,3.8280403733710977,2.2466296921728484,3.642857142857143,0.0,0.0,3167.518024359809,6743.9582733154275,B0,8,GPU_5_PLUS,CALIBRATION,807.7464019230434,1.0,True,0.9,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
2168,0.9589483394833949,0.975609756097561,0.041051660516605165,193.04596456766487,0.0,12994.302269965054,15441.140191914174,4.710275830735686,2.944187232934458,17.080258302583026,418523.65118269745,824778.579545291,34682.2994437752,25804.85543597923,B1,8,OVERALL,CALIBRATION,9485.087988600933,0.9640221402214022,False,0.9,PASS,PASS
195,0.8051282051282052,0.825287356321839,0.19487179487179487,1060.5973654290874,8567.602269965035,12994.302269965054,9475.588692260655,1.175816136397861,1.2246307507738197,10.712820512820512,206816.48625867206,413632.9725173441,1080.945391233606,14063.997730034946,B1,8,2025-04-02,CALIBRATION,6978.450332608827,0.8358974358974359,False,0.88,FAIL,FAIL
405,0.9530864197530864,0.949535192563081,0.04691358024691358,205.4864412224643,0.0,12066.053089215686,12741.545578252335,2.8510072420911348,2.681962402784287,14.096296296296297,83222.00869509803,166444.01739019607,2602.700678199142,19955.166379734303,B1,8,2025-04-03,CALIBRATION,8730.524737783928,0.9580246913580247,False,0.88,PASS,PASS
291,0.9347079037800687,0.9364548494983278,0.06529209621993128,285.9862841755946,1050.5530892156858,12066.053089215686,12005.624332054924,2.726030194375072,2.4136866415207856,13.195876288659793,83222.00869509803,166444.01739019607,1987.7459645264767,15841.946910784314,B1,8,2025-04-04,CALIBRATION,7887.5462789285075,0.9415807560137457,False,0.88,PASS,PASS
236,0.9449152542372882,0.958,0.05508474576271186,191.79299802470058,375.30308921568576,10527.053089215686,13944.164304610567,4.254116380959889,3.037585259570837,15.25,45263.14753382934,78257.57224755482,1954.6940441033937,21820.722265070475,B1,8,2025-04-05,CALIBRATION,9049.853892999508,0.9491525423728814,False,0.88,PASS,PASS
867,1.0,1.0,0.0,0.0,0.0,0.0,19759.929727765626,12.155841176634935,3.4967489465106025,21.920415224913494,0.0,0.0,15885.515513045666,25807.85543597923,B1,8,2025-04-06,CALIBRATION,11113.092699896199,1.0,True,0.88,PASS,PASS
174,1.0,1.0,0.0,0.0,0.0,0.0,14666.710640218558,9.772340573464763,3.4888843730311208,16.022988505747126,0.0,0.0,11170.697852666915,17666.259257733767,B1,8,2025-04-07,CALIBRATION,9200.675683330637,1.0,True,0.88,PASS,PASS
821,0.9939098660170523,0.9939098660170523,0.0060901339829476245,14.943633154815902,0.0,2780.144564020771,20187.07442145217,9.336922378361638,3.527424734342052,22.457978075517662,12268.722820103856,12268.722820103856,4600.36649366448,25807.85543597923,B1,8,GPU_1,CALIBRATION,11521.308584411578,0.9939098660170523,True,0.9,PASS,PASS
1319,0.9363153904473086,0.9368421052631579,0.06368460955269144,308.0022201384333,1131.1530892156857,12994.302269965054,12382.787865862676,3.078506692457615,2.560831842489147,13.609552691432905,406254.9283625935,812509.856725187,8929.92296354745,15841.946910784314,B1,8,GPU_2_4,CALIBRATION,8240.841868084124,0.9446550416982562,False,0.9,PASS,PASS
28,1.0,1.0,0.0,0.0,0.0,0.0,20353.808606600996,21.44279633474407,3.9016076379962095,22.892857142857142,0.0,0.0,21152.009986563266,21748.267902068554,B1,8,GPU_5_PLUS,CALIBRATION,8393.070981498575,1.0,True,0.9,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
2168,0.9589483394833949,0.975609756097561,0.041051660516605165,194.8370978436347,0.0,12910.7236328125,15468.413480976851,4.718595469875019,2.943330829573394,17.13560885608856,422406.828125,836432.08203125,34349.286809624566,26582.28515625,B2,8,OVERALL,CALIBRATION,9414.253887781797,0.9640221402214022,False,0.9,PASS,PASS
195,0.8153846153846154,0.8344827586206897,0.18461538461538463,1044.9951322115385,8484.023632812481,12910.7236328125,9533.87588641827,1.1830489348720976,1.2283982469178407,10.707692307692307,203774.05078125,407548.1015625,1093.0445960828993,14147.5763671875,B2,8,2025-04-02,CALIBRATION,7670.021569511218,0.8358974358974359,False,0.88,FAIL,FAIL
405,0.9506172839506173,0.9468791500664011,0.04938271604938271,216.51646412037036,0.0,12300.8583984375,12613.481512827932,2.822352038863687,2.6740032071184077,14.096296296296297,87689.16796875,175378.3359375,2571.7888292100693,19905.8984375,B2,8,2025-04-03,CALIBRATION,9210.604396942515,0.9580246913580247,False,0.88,PASS,PASS
291,0.9312714776632303,0.9331103678929766,0.06872852233676977,301.3373469716495,1285.3583984375,12300.8583984375,11837.69269155391,2.6878991726193426,2.4030147491795835,13.195876288659793,87689.16796875,175378.3359375,1959.185904405382,15607.1416015625,B2,8,2025-04-04,CALIBRATION,8490.436692909687,0.9415807560137457,False,0.88,PASS,PASS
236,0.9449152542372882,0.958,0.05508474576271186,183.28153138241527,561.822509765625,10761.8583984375,13782.096745895127,4.2046724529271735,3.026857052888497,15.245762711864407,43254.44140625,78127.30859375,1936.679167751736,22110.84765625,B2,8,2025-04-05,CALIBRATION,9511.531432070975,0.9491525423728814,False,0.88,PASS,PASS
867,1.0,1.0,0.0,0.0,0.0,0.0,20023.365719840327,12.317900765104504,3.506973881156005,22.071510957324104,0.0,0.0,15788.950540364584,26585.28515625,B2,8,2025-04-06,CALIBRATION,10105.1363436689,1.0,True,0.88,PASS,PASS
174,1.0,1.0,0.0,0.0,0.0,0.0,14427.316849631825,9.612833939007059,3.473967643838982,15.971264367816092,0.0,0.0,10999.637771809896,17400.405224609345,B2,8,2025-04-07,CALIBRATION,9813.573197288075,1.0,True,0.88,PASS,PASS
821,0.9939098660170523,0.9939098660170523,0.0060901339829476245,10.208981996041413,0.0,2002.71484375,20518.335241654615,9.490137079048322,3.541508571435289,22.628501827040196,8381.57421875,8381.57421875,4676.992127549913,26585.28515625,B2,8,GPU_1,CALIBRATION,10333.978150454857,0.9939098660170523,True,0.9,PASS,PASS
1319,0.9363153904473086,0.9368421052631579,0.06368460955269144,313.8932933330174,1365.9583984375,12910.7236328125,12224.252772726733,3.0390930038363417,2.550780805114741,13.608794541319181,414025.25390625,828050.5078125,8809.620593532985,15607.1416015625,B2,8,GPU_2_4,CALIBRATION,8871.033382297195,0.9446550416982562,False,0.9,PASS,PASS
28,1.0,1.0,0.0,0.0,0.0,0.0,20220.635219029016,21.30249778511598,3.8958149793000567,22.214285714285715,0.0,0.0,20862.674088541666,21670.51416015625,B2,8,GPU_5_PLUS,CALIBRATION,8036.190569196428,1.0,True,0.9,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
2168,0.981549815498155,0.9894261948399831,0.01845018450184502,80.28321033210327,0.0,8076.199999999997,17413.184686346867,5.311842386301695,3.060256560709949,18.94880073800738,174053.99999999988,309358.99999999977,36465.52677777778,20510.800000000003,B3,8,OVERALL,CALIBRATION,9811.649446494464,0.9820110701107011,True,0.9,PASS,PASS
195,0.9179487179487179,0.9264367816091954,0.08205128205128205,353.4369230769228,3438.499999999979,7865.199999999997,13178.940512820514,1.6353612866563623,1.430684193080515,14.328205128205129,68920.19999999995,137840.3999999999,1620.562888888889,19193.100000000002,B3,8,2025-04-02,CALIBRATION,7717.964102564102,0.9230769230769231,False,0.88,PASS,PASS
405,0.980246913580247,0.9787516600265604,0.019753086419753086,67.89530864197525,0.0,7397.199999999997,16197.45234567901,3.6242898208343526,2.8722826043744116,17.6,27497.599999999977,54995.19999999995,3394.6982222222214,20520.800000000003,B3,8,2025-04-03,CALIBRATION,8776.046913580247,0.980246913580247,True,0.88,PASS,PASS
291,0.9725085910652921,0.9732441471571907,0.027491408934707903,94.49347079037793,0.0,7397.199999999997,16315.718213058422,3.7046920061423996,2.651927024657068,17.762886597938145,27497.599999999977,54995.19999999995,2711.843777777778,20510.800000000003,B3,8,2025-04-04,CALIBRATION,9070.185567010309,0.9725085910652921,False,0.88,PASS,PASS
236,0.9661016949152542,0.978,0.03389830508474576,212.45169491525414,0.0,8076.199999999997,17677.898305084742,5.393212179502094,3.244567838491268,19.20762711864407,50138.59999999998,61528.19999999997,2432.491722222222,20510.800000000003,B3,8,2025-04-05,CALIBRATION,10291.177966101695,0.9661016949152542,False,0.88,PASS,PASS
867,1.0,1.0,0.0,0.0,0.0,0.0,18905.249826989613,11.630062326516013,3.4669443294691504,20.602076124567475,0.0,0.0,15280.16372222222,20511.800000000003,B3,8,2025-04-06,CALIBRATION,10684.44982698962,1.0,True,0.88,PASS,PASS
174,1.0,1.0,0.0,0.0,0.0,0.0,19029.96091954023,12.679547839139792,3.730510594758228,20.660919540229884,0.0,0.0,11025.766444444444,20510.800000000003,B3,8,2025-04-07,CALIBRATION,10809.16091954023,1.0,True,0.88,PASS,PASS
821,0.9939098660170523,0.9939098660170523,0.0060901339829476245,47.19732034104749,0.0,8076.199999999997,18463.125213154686,8.539561670907839,3.4502849437970875,20.113276492082825,38748.999999999985,38748.999999999985,4199.854666666666,20518.800000000003,B3,8,GPU_1,CALIBRATION,10371.42143727162,0.9939098660170523,True,0.9,PASS,PASS
1319,0.9734647460197119,0.9736842105263158,0.026535253980288095,102.58150113722509,0.0,7865.199999999997,16713.62714177407,4.155204269713792,2.8003364412253857,18.170583775587566,135304.99999999988,270609.99999999977,12269.922777777778,20510.800000000003,B3,8,GPU_2_4,CALIBRATION,9430.338893100834,0.9742228961334344,False,0.9,PASS,PASS
28,1.0,1.0,0.0,0.0,0.0,0.0,19581.58571428572,20.629257280457526,3.868161385195573,21.464285714285715,0.0,0.0,19995.74933333334,20508.800000000003,B3,8,GPU_5_PLUS,CALIBRATION,11360.785714285714,1.0,True,0.9,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
2899,0.9793032080027596,0.9362998522895125,0.020696791997240428,191.96044726929364,0.0,25116.595703125,33694.51261790599,6.671393726231597,4.089149444303233,37.17799241117627,556493.3366336823,2682125.5689926147,44990.35827921549,42503.87109375,B0,12,OVERALL,DEVELOPMENT,28391.312854379077,0.9796481545360469,True,0.9,PASS,PASS
652,1.0,1.0,0.0,0.0,0.0,0.0,39892.40636383244,5.170329441791761,2.2994319250584736,44.0398773006135,0.0,0.0,13171.08982421875,106576.65234374999,B0,12,2025-03-22,DEVELOPMENT,34320.923702310196,1.0,True,0.88,PASS,PASS
309,0.8737864077669902,0.8453914767096135,0.1262135922330097,1503.146383242314,13611.395703125,25116.595703125,28315.372161964,2.9469945495856686,2.025833822176328,31.168284789644012,464472.232421875,1857888.9296875,5228.992131076389,41478.83046875,B0,12,2025-03-23,DEVELOPMENT,24445.541005950145,0.8770226537216829,False,0.88,FAIL,FAIL
725,0.9986206896551724,0.981029810298103,0.001379310344827586,21.933410931291252,0.0,15901.722925186157,39483.83804455198,14.496489328495489,3.396289738925263,43.61793103448276,15901.722925186157,445248.2419052124,15894.378255208334,41481.23046875,B0,12,2025-03-24,DEVELOPMENT,33922.72913793103,0.9986206896551724,True,0.88,PASS,PASS
223,1.0,1.0,0.0,0.0,0.0,0.0,26132.516833660313,1.5957469176974923,1.215459153789645,29.31390134529148,0.0,0.0,1618.7642371961806,41652.87109375,B0,12,2025-03-25,DEVELOPMENT,20634.43672926009,1.0,True,0.88,PASS,PASS
109,1.0,1.0,0.0,0.0,0.0,0.0,9731.39669491829,220.9377712447602,5.963529821825301,10.128440366972477,0.0,0.0,294.64506659613716,55192.51796875,B0,12,2025-03-26,DEVELOPMENT,4154.947476168291,1.0,True,0.88,PASS,PASS
135,0.9407407407407408,0.6593886462882096,0.05925925925925926,218.38243453414353,23.0,16205.521484375,9791.160866970486,8.294209625959374,5.211623691717152,10.348148148148148,29481.628662109375,177850.9599609375,408.28113321940106,55033.217968749996,B0,12,2025-03-27,DEVELOPMENT,4850.553626392506,0.9407407407407408,False,0.88,PASS,FAIL
147,0.9251700680272109,0.6707317073170732,0.07482993197278912,275.560538155692,1411.5872070312407,16205.521484375,10481.576883951822,7.595083487905465,4.993681649436358,11.149659863945578,40507.39910888672,188876.73040771484,488.8839739312066,54809.11796875,B0,12,2025-03-28,DEVELOPMENT,5730.487605296024,0.9251700680272109,False,0.88,PASS,FAIL
537,0.9981378026070763,0.996937212863706,0.00186219739292365,11.415928334497206,0.0,6130.353515625,41896.6414724453,280.93271487423516,8.88968711292185,46.32960893854749,6130.353515625,12260.70703125,6424.629512803819,42503.87109375,B0,12,2025-03-29,DEVELOPMENT,36362.64882212378,0.9981378026070763,True,0.88,PASS,PASS
62,1.0,1.0,0.0,0.0,0.0,0.0,32999.06558719758,3.5993238610724565,2.168506286477528,36.37096774193548,0.0,0.0,1460.6941449652777,41597.23046875,B0,12,2025-03-30,DEVELOPMENT,27471.055073399697,1.0,True,0.88,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
1152,0.9973958333333334,0.9973958333333334,0.0026041666666666665,9.570981290605333,0.0,3681.5901489257812,31902.649177922143,8.442374646349244,6.213263815189919,35.21440972222222,11025.770446777344,11025.770446777344,10205.785022922091,55500.06796875,B0,12,GPU_1,DEVELOPMENT,26402.01857278082,0.9973958333333334,True,0.9,PASS,PASS
1723,0.9721416134648868,0.9488448844884488,0.027858386535113175,298.4193820167404,0.0,25116.595703125,35266.93450371581,6.030870485938209,2.704703692270374,38.902495647127104,514176.59521484375,1979623.587890625,33844.01584309896,41480.23046875,B0,12,GPU_2_4,DEVELOPMENT,30031.9463054947,0.9727219965177016,False,0.9,PASS,PASS
24,0.625,0.7515923566878981,0.375,1303.790457169215,2718.0,15901.722925186157,6817.169851700465,0.7689657630614006,1.523327589768088,7.625,31290.970972061157,691476.2106552124,940.5574131944444,19789.58378906249,B0,12,GPU_5_PLUS,DEVELOPMENT,6093.628526419401,0.625,False,0.9,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
2899,0.9147982062780269,0.9137740029542097,0.08520179372197309,526.2633105963872,3754.7421003512427,26870.34210035124,16642.457540635605,3.2951474349763776,3.6246614323496766,18.39668851328044,1525637.3374189264,2900482.498727343,23430.960338144916,25998.92216860723,B1,12,OVERALL,DEVELOPMENT,10186.928011237667,0.9192825112107623,False,0.9,PASS,PASS
652,0.9079754601226994,0.8728943338437979,0.09202453987730061,590.9514292190165,4028.1388641799704,20401.88886417998,9461.475825360214,1.2262721525621527,1.2968017761091697,10.61196319018405,385300.3318507988,951191.5514538765,2995.926057975953,15577.045542152046,B1,12,2025-03-22,DEVELOPMENT,4796.031305605421,0.911042944785276,False,0.88,PASS,FAIL
309,0.912621359223301,0.9385530227948464,0.08737864077669903,684.0688081149881,7344.628220380717,20401.88886417998,11026.926833413385,1.1476555240337414,1.4781836047224837,12.37864077669903,211377.26170753132,489838.1590778462,3810.2261887687464,26638.345542152045,B1,12,2025-03-23,DEVELOPMENT,6761.50979447621,0.919093851132686,False,0.88,PASS,PASS
725,0.983448275862069,0.9661246612466124,0.016551724137931035,126.95286057981082,0.0,20401.88886417998,22776.39070144432,8.362350802183217,2.8776486410184927,25.277241379310343,92040.82392036285,338964.8546146852,9122.690241459317,26001.92216860723,B1,12,2025-03-24,DEVELOPMENT,13490.192413260931,0.9848275862068966,True,0.88,PASS,PASS
223,0.37668161434977576,0.37668161434977576,0.6233183856502242,3407.6392464072765,12259.942100351229,26870.34210035124,5373.582132373625,0.32813055012307707,0.5271114183778537,5.99103139013453,759903.5519488227,759903.5519488227,121.77923988069324,14078.657899648757,B1,12,2025-03-25,DEVELOPMENT,9073.177389616216,0.4125560538116592,False,0.88,FAIL,FAIL
