u_hours,body,classifier,role,N,tail_N,prevalence,ROC_AUC,PR_AUC,Brier,ECE,eta,recall,GPU_recall,mass_capture,precision,specificity,FNR,GPU_FNR,flagged_fraction
4,B0,C1,CALIBRATION,2634,574,0.21791951404707668,0.6665488312303371,0.4424543871263673,0.25157070435117357,0.32498955028314797,0.22737193204580394,1.0,1.0,1.0,0.23024468511833132,0.06844660194174758,0.0,0.0,0.9464692482915718
4,B0,C2,CALIBRATION,2634,574,0.21791951404707668,0.31437620513514425,0.17798585372933304,0.37866531995820996,0.483885295516087,0.25046982361462905,0.9233449477351916,0.9486581096849475,0.9304271655382493,0.20614546868922598,0.009223300970873786,0.0766550522648084,0.05134189031505254,0.9760820045558086
4,B0,C3,CALIBRATION,2634,574,0.21791951404707668,0.29575411860221235,0.17061577490744853,0.3600051080489077,0.46711776035023894,0.23675915598869324,0.9233449477351916,0.9486581096849475,0.9304271655382493,0.20614546868922598,0.009223300970873786,0.0766550522648084,0.05134189031505254,0.9760820045558086
4,B1,C0,CALIBRATION,2634,574,0.21791951404707668,0.5,0.21791951404707668,0.23384813499297616,0.2518283851125871,0.46974789915966386,1.0,1.0,1.0,0.21791951404707668,0.0,0.0,0.0,1.0
4,B1,C1,CALIBRATION,2634,574,0.21791951404707668,0.6665488312303371,0.4424543871263673,0.25157070435117357,0.32498955028314797,0.22737193204580394,1.0,1.0,1.0000000000000002,0.23024468511833132,0.06844660194174758,0.0,0.0,0.9464692482915718
4,B1,C2,CALIBRATION,2634,574,0.21791951404707668,0.31437620513514425,0.17798585372933304,0.37866531995820996,0.483885295516087,0.25046982361462905,0.9233449477351916,0.9486581096849475,0.9351248082590402,0.20614546868922598,0.009223300970873786,0.0766550522648084,0.05134189031505254,0.9760820045558086
4,B1,C3,CALIBRATION,2634,574,0.21791951404707668,0.29575411860221235,0.17061577490744853,0.3600051080489077,0.46711776035023894,0.23675915598869324,0.9233449477351916,0.9486581096849475,0.9351248082590402,0.20614546868922598,0.009223300970873786,0.0766550522648084,0.05134189031505254,0.9760820045558086
4,B2,C0,CALIBRATION,2634,574,0.21791951404707668,0.5,0.21791951404707668,0.23384813499297616,0.2518283851125871,0.46974789915966386,1.0,1.0,1.0,0.21791951404707668,0.0,0.0,0.0,1.0
4,B2,C1,CALIBRATION,2634,574,0.21791951404707668,0.6665488312303371,0.4424543871263673,0.25157070435117357,0.32498955028314797,0.22737193204580394,1.0,1.0,1.0,0.23024468511833132,0.06844660194174758,0.0,0.0,0.9464692482915718
4,B2,C2,CALIBRATION,2634,574,0.21791951404707668,0.31437620513514425,0.17798585372933304,0.37866531995820996,0.483885295516087,0.25046982361462905,0.9233449477351916,0.9486581096849475,0.9362844555075606,0.20614546868922598,0.009223300970873786,0.0766550522648084,0.05134189031505254,0.9760820045558086
4,B2,C3,CALIBRATION,2634,574,0.21791951404707668,0.29575411860221235,0.17061577490744853,0.3600051080489077,0.46711776035023894,0.23675915598869324,0.9233449477351916,0.9486581096849475,0.9362844555075606,0.20614546868922598,0.009223300970873786,0.0766550522648084,0.05134189031505254,0.9760820045558086
4,B3,C0,CALIBRATION,2634,574,0.21791951404707668,0.5,0.21791951404707668,0.23384813499297616,0.2518283851125871,0.46974789915966386,1.0,1.0,1.0,0.21791951404707668,0.0,0.0,0.0,1.0
4,B3,C1,CALIBRATION,2634,574,0.21791951404707668,0.6665488312303371,0.4424543871263673,0.25157070435117357,0.32498955028314797,0.22737193204580394,1.0,1.0,1.0,0.23024468511833132,0.06844660194174758,0.0,0.0,0.9464692482915718
4,B3,C2,CALIBRATION,2634,574,0.21791951404707668,0.31437620513514425,0.17798585372933304,0.37866531995820996,0.483885295516087,0.25046982361462905,0.9233449477351916,0.9486581096849475,0.9354776525665578,0.20614546868922598,0.009223300970873786,0.0766550522648084,0.05134189031505254,0.9760820045558086
4,B3,C3,CALIBRATION,2634,574,0.21791951404707668,0.29575411860221235,0.17061577490744853,0.3600051080489077,0.46711776035023894,0.23675915598869324,0.9233449477351916,0.9486581096849475,0.9354776525665578,0.20614546868922598,0.009223300970873786,0.0766550522648084,0.05134189031505254,0.9760820045558086
6,B0,C0,DEVELOPMENT,4346,1569,0.36102162908421537,0.5,0.36102162908421537,0.25124127981503097,0.14337457026068587,0.21764705882352942,1.0,1.0,1.0,0.36102162908421537,0.0,0.0,0.0,1.0
6,B0,C1,DEVELOPMENT,4346,1569,0.36102162908421537,0.8364835844284966,0.7317235779241045,0.22928219093639585,0.17916516182286318,0.1665562248644525,0.9515615041427661,0.932067932067932,0.9759322095758145,0.4499698613622664,0.34281598847677347,0.04843849585723392,0.06793206793206796,0.7634606534744592
6,B0,C2,DEVELOPMENT,4346,1569,0.36102162908421537,0.7843045383491317,0.6582244578814087,0.25307103392954167,0.290916533212212,0.0540354131732886,0.9866156787762906,0.987012987012987,0.9956400979919725,0.42609413707679605,0.24918977313647822,0.013384321223709361,0.012987012987012991,0.8359410952600093
6,B0,C3,DEVELOPMENT,4346,1569,0.36102162908421537,0.7763791069912578,0.6458147267161095,0.30284537820559193,0.2864775728662334,0.0672408938407898,0.9521988527724665,0.932067932067932,0.9676067630669962,0.5541543026706232,0.5671588044652502,0.04780114722753348,0.06793206793206796,0.6203405430280718
6,B1,C0,DEVELOPMENT,4346,1569,0.36102162908421537,0.5,0.36102162908421537,0.25124127981503097,0.14337457026068587,0.21764705882352942,1.0,1.0,1.0,0.36102162908421537,0.0,0.0,0.0,1.0
6,B1,C1,DEVELOPMENT,4346,1569,0.36102162908421537,0.8364835844284966,0.7317235779241045,0.22928219093639585,0.17916516182286318,0.1665562248644525,0.9515615041427661,0.932067932067932,0.9595709868713793,0.4499698613622664,0.34281598847677347,0.04843849585723392,0.06793206793206796,0.7634606534744592
6,B1,C2,DEVELOPMENT,4346,1569,0.36102162908421537,0.7843045383491317,0.6582244578814087,0.25307103392954167,0.290916533212212,0.0540354131732886,0.9866156787762906,0.987012987012987,0.9914431205754943,0.42609413707679605,0.24918977313647822,0.013384321223709361,0.012987012987012991,0.8359410952600093
6,B1,C3,DEVELOPMENT,4346,1569,0.36102162908421537,0.7763791069912578,0.6458147267161095,0.30284537820559193,0.2864775728662334,0.0672408938407898,0.9521988527724665,0.932067932067932,0.9555395641222405,0.5541543026706232,0.5671588044652502,0.04780114722753348,0.06793206793206796,0.6203405430280718
6,B2,C0,DEVELOPMENT,4346,1569,0.36102162908421537,0.5,0.36102162908421537,0.25124127981503097,0.14337457026068587,0.21764705882352942,1.0,1.0,1.0,0.36102162908421537,0.0,0.0,0.0,1.0
6,B2,C1,DEVELOPMENT,4346,1569,0.36102162908421537,0.8364835844284966,0.7317235779241045,0.22928219093639585,0.17916516182286318,0.1665562248644525,0.9515615041427661,0.932067932067932,0.9601870644844427,0.4499698613622664,0.34281598847677347,0.04843849585723392,0.06793206793206796,0.7634606534744592
6,B2,C2,DEVELOPMENT,4346,1569,0.36102162908421537,0.7843045383491317,0.6582244578814087,0.25307103392954167,0.290916533212212,0.0540354131732886,0.9866156787762906,0.987012987012987,0.991492335814363,0.42609413707679605,0.24918977313647822,0.013384321223709361,0.012987012987012991,0.8359410952600093
6,B2,C3,DEVELOPMENT,4346,1569,0.36102162908421537,0.7763791069912578,0.6458147267161095,0.30284537820559193,0.2864775728662334,0.0672408938407898,0.9521988527724665,0.932067932067932,0.9560306970188721,0.5541543026706232,0.5671588044652502,0.04780114722753348,0.06793206793206796,0.6203405430280718
6,B3,C0,DEVELOPMENT,4346,1569,0.36102162908421537,0.5,0.36102162908421537,0.25124127981503097,0.14337457026068587,0.21764705882352942,1.0,1.0,1.0,0.36102162908421537,0.0,0.0,0.0,1.0
6,B3,C1,DEVELOPMENT,4346,1569,0.36102162908421537,0.8364835844284966,0.7317235779241045,0.22928219093639585,0.17916516182286318,0.1665562248644525,0.9515615041427661,0.932067932067932,0.9691046395445453,0.4499698613622664,0.34281598847677347,0.04843849585723392,0.06793206793206796,0.7634606534744592
6,B3,C2,DEVELOPMENT,4346,1569,0.36102162908421537,0.7843045383491317,0.6582244578814087,0.25307103392954167,0.290916533212212,0.0540354131732886,0.9866156787762906,0.987012987012987,0.9904824209632063,0.42609413707679605,0.24918977313647822,0.013384321223709361,0.012987012987012991,0.8359410952600093
6,B3,C3,DEVELOPMENT,4346,1569,0.36102162908421537,0.7763791069912578,0.6458147267161095,0.30284537820559193,0.2864775728662334,0.0672408938407898,0.9521988527724665,0.932067932067932,0.9637488928496579,0.5541543026706232,0.5671588044652502,0.04780114722753348,0.06793206793206796,0.6203405430280718
6,B0,C0,CALIBRATION,2634,500,0.18982536066818528,0.5,0.18982536066818528,0.15456574000362572,0.027821698155344216,0.21764705882352942,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B0,C1,CALIBRATION,2634,500,0.18982536066818528,0.6659283036551078,0.505958189056842,0.15610974884001075,0.25340131143856287,0.1665562248644525,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B0,C2,CALIBRATION,2634,500,0.18982536066818528,0.6383022492970946,0.25208632066412806,0.17132404600771023,0.1305214241864374,0.0540354131732886,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B0,C3,CALIBRATION,2634,500,0.18982536066818528,0.6677610121836925,0.30370145989620795,0.1731199934079181,0.14590745759829482,0.0672408938407898,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B1,C0,CALIBRATION,2634,500,0.18982536066818528,0.5,0.18982536066818528,0.15456574000362572,0.027821698155344216,0.21764705882352942,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B1,C1,CALIBRATION,2634,500,0.18982536066818528,0.6659283036551078,0.505958189056842,0.15610974884001075,0.25340131143856287,0.1665562248644525,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B1,C2,CALIBRATION,2634,500,0.18982536066818528,0.6383022492970946,0.25208632066412806,0.17132404600771023,0.1305214241864374,0.0540354131732886,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B1,C3,CALIBRATION,2634,500,0.18982536066818528,0.6677610121836925,0.30370145989620795,0.1731199934079181,0.14590745759829482,0.0672408938407898,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B2,C0,CALIBRATION,2634,500,0.18982536066818528,0.5,0.18982536066818528,0.15456574000362572,0.027821698155344216,0.21764705882352942,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B2,C1,CALIBRATION,2634,500,0.18982536066818528,0.6659283036551078,0.505958189056842,0.15610974884001075,0.25340131143856287,0.1665562248644525,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B2,C2,CALIBRATION,2634,500,0.18982536066818528,0.6383022492970946,0.25208632066412806,0.17132404600771023,0.1305214241864374,0.0540354131732886,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B2,C3,CALIBRATION,2634,500,0.18982536066818528,0.6677610121836925,0.30370145989620795,0.1731199934079181,0.14590745759829482,0.0672408938407898,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B3,C0,CALIBRATION,2634,500,0.18982536066818528,0.5,0.18982536066818528,0.15456574000362572,0.027821698155344216,0.21764705882352942,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B3,C1,CALIBRATION,2634,500,0.18982536066818528,0.6659283036551078,0.505958189056842,0.15610974884001075,0.25340131143856287,0.1665562248644525,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B3,C2,CALIBRATION,2634,500,0.18982536066818528,0.6383022492970946,0.25208632066412806,0.17132404600771023,0.1305214241864374,0.0540354131732886,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
6,B3,C3,CALIBRATION,2634,500,0.18982536066818528,0.6677610121836925,0.30370145989620795,0.1731199934079181,0.14590745759829482,0.0672408938407898,1.0,1.0,1.0,0.18982536066818528,0.0,0.0,0.0,1.0
8,B0,C0,DEVELOPMENT,4346,1490,0.3428439944776806,0.5,0.3428439944776806,0.2629785463358349,0.19410449867936128,0.14873949579831933,1.0,1.0,1.0,0.3428439944776806,0.0,0.0,0.0,1.0
8,B0,C1,DEVELOPMENT,4346,1490,0.3428439944776806,0.8471625730829246,0.7427194380191976,0.23624704037306696,0.3035581532405162,0.1485425488344377,0.9013422818791946,0.8401727861771058,0.43823149293637853,0.5771379458530297,0.6554621848739496,0.09865771812080537,0.15982721382289422,0.5354348826507133
8,B0,C2,DEVELOPMENT,4346,1490,0.3428439944776806,0.7691071898558082,0.6411758289248423,0.2499765148675512,0.2884968334830714,0.03034461619942665,0.987248322147651,0.9881209503239741,0.9956400979919725,0.4048995320671621,0.24299719887955182,0.012751677852348986,0.011879049676025932,0.8359410952600093
8,B0,C3,DEVELOPMENT,4346,1490,0.3428439944776806,0.761604792923881,0.6202980458570262,0.31433132472924963,0.32393371994151565,0.04084653779864311,0.9711409395973154,0.9611231101511879,0.9676067630669962,0.6668202764976958,0.7468487394957983,0.0288590604026846,0.0388768898488121,0.4993097100782329
8,B1,C0,DEVELOPMENT,4346,1490,0.3428439944776806,0.5,0.3428439944776806,0.2629785463358349,0.19410449867936128,0.14873949579831933,1.0,1.0,1.0,0.3428439944776806,0.0,0.0,0.0,1.0
8,B1,C1,DEVELOPMENT,4346,1490,0.3428439944776806,0.8471625730829246,0.7427194380191976,0.23624704037306696,0.3035581532405162,0.1485425488344377,0.9013422818791946,0.8401727861771058,0.6750943392106201,0.5771379458530297,0.6554621848739496,0.09865771812080537,0.15982721382289422,0.5354348826507133
8,B1,C2,DEVELOPMENT,4346,1490,0.3428439944776806,0.7691071898558082,0.6411758289248423,0.2499765148675512,0.2884968334830714,0.03034461619942665,0.987248322147651,0.9881209503239741,0.9914663913188483,0.4048995320671621,0.24299719887955182,0.012751677852348986,0.011879049676025932,0.8359410952600093
8,B1,C3,DEVELOPMENT,4346,1490,0.3428439944776806,0.761604792923881,0.6202980458570262,0.31433132472924963,0.32393371994151565,0.04084653779864311,0.9711409395973154,0.9611231101511879,0.954234362663306,0.6668202764976958,0.7468487394957983,0.0288590604026846,0.0388768898488121,0.4993097100782329
8,B2,C0,DEVELOPMENT,4346,1490,0.3428439944776806,0.5,0.3428439944776806,0.2629785463358349,0.19410449867936128,0.14873949579831933,1.0,1.0,1.0,0.3428439944776806,0.0,0.0,0.0,1.0
8,B2,C1,DEVELOPMENT,4346,1490,0.3428439944776806,0.8471625730829246,0.7427194380191976,0.23624704037306696,0.3035581532405162,0.1485425488344377,0.9013422818791946,0.8401727861771058,0.6759436035845839,0.5771379458530297,0.6554621848739496,0.09865771812080537,0.15982721382289422,0.5354348826507133
8,B2,C2,DEVELOPMENT,4346,1490,0.3428439944776806,0.7691071898558082,0.6411758289248423,0.2499765148675512,0.2884968334830714,0.03034461619942665,0.987248322147651,0.9881209503239741,0.991428297624819,0.4048995320671621,0.24299719887955182,0.012751677852348986,0.011879049676025932,0.8359410952600093
8,B2,C3,DEVELOPMENT,4346,1490,0.3428439944776806,0.761604792923881,0.6202980458570262,0.31433132472924963,0.32393371994151565,0.04084653779864311,0.9711409395973154,0.9611231101511879,0.9543185565207404,0.6668202764976958,0.7468487394957983,0.0288590604026846,0.0388768898488121,0.4993097100782329
8,B3,C0,DEVELOPMENT,4346,1490,0.3428439944776806,0.5,0.3428439944776806,0.2629785463358349,0.19410449867936128,0.14873949579831933,1.0,1.0,1.0,0.3428439944776806,0.0,0.0,0.0,1.0
8,B3,C1,DEVELOPMENT,4346,1490,0.3428439944776806,0.8471625730829246,0.7427194380191976,0.23624704037306696,0.3035581532405162,0.1485425488344377,0.9013422818791946,0.8401727861771058,0.6758352095997032,0.5771379458530297,0.6554621848739496,0.09865771812080537,0.15982721382289422,0.5354348826507133
8,B3,C2,DEVELOPMENT,4346,1490,0.3428439944776806,0.7691071898558082,0.6411758289248423,0.2499765148675512,0.2884968334830714,0.03034461619942665,0.987248322147651,0.9881209503239741,0.9906349987963058,0.4048995320671621,0.24299719887955182,0.012751677852348986,0.011879049676025932,0.8359410952600093
8,B3,C3,DEVELOPMENT,4346,1490,0.3428439944776806,0.761604792923881,0.6202980458570262,0.31433132472924963,0.32393371994151565,0.04084653779864311,0.9711409395973154,0.9611231101511879,0.9654676249935195,0.6668202764976958,0.7468487394957983,0.0288590604026846,0.0388768898488121,0.4993097100782329
8,B0,C0,CALIBRATION,2634,466,0.17691723614274868,0.5,0.17691723614274868,0.14641151274927763,0.02817774034442938,0.14873949579831933,1.0,1.0,1.0,0.17691723614274868,0.0,0.0,0.0,1.0
8,B0,C1,CALIBRATION,2634,466,0.17691723614274868,0.6122739258508465,0.2916796640611899,0.14972985144644627,0.09055165552008337,0.1485425488344377,0.9699570815450643,0.9596899224806201,0.8943504160465964,0.19039595619208088,0.11346863468634687,0.030042918454935674,0.04031007751937987,0.9012908124525436
8,B0,C2,CALIBRATION,2634,466,0.17691723614274868,0.7650204694107027,0.4976949284916073,0.1360765018661244,0.12445292134098446,0.03034461619942665,1.0,1.0,1.0,0.17691723614274868,0.0,0.0,0.0,1.0
8,B0,C3,CALIBRATION,2634,466,0.17691723614274868,0.664443703181667,0.4681624169802978,0.1389003588997017,0.14670994240527543,0.04084653779864311,0.9055793991416309,0.931782945736434,0.9304271655382493,0.16413846752236483,0.008763837638376383,0.09442060085836912,0.06821705426356595,0.9760820045558086
8,B1,C0,CALIBRATION,2634,466,0.17691723614274868,0.5,0.17691723614274868,0.14641151274927763,0.02817774034442938,0.14873949579831933,1.0,1.0,1.0,0.17691723614274868,0.0,0.0,0.0,1.0
8,B1,C1,CALIBRATION,2634,466,0.17691723614274868,0.6122739258508465,0.2916796640611899,0.14972985144644627,0.09055165552008337,0.1485425488344377,0.9699570815450643,0.9596899224806201,0.9055243699620308,0.19039595619208088,0.11346863468634687,0.030042918454935674,0.04031007751937987,0.9012908124525436
8,B1,C2,CALIBRATION,2634,466,0.17691723614274868,0.7650204694107027,0.4976949284916073,0.1360765018661244,0.12445292134098446,0.03034461619942665,1.0,1.0,1.0,0.17691723614274868,0.0,0.0,0.0,1.0
8,B1,C3,CALIBRATION,2634,466,0.17691723614274868,0.664443703181667,0.4681624169802978,0.1389003588997017,0.14670994240527543,0.04084653779864311,0.9055793991416309,0.931782945736434,0.9396867375835759,0.16413846752236483,0.008763837638376383,0.09442060085836912,0.06821705426356595,0.9760820045558086
8,B2,C0,CALIBRATION,2634,466,0.17691723614274868,0.5,0.17691723614274868,0.14641151274927763,0.02817774034442938,0.14873949579831933,1.0,1.0,1.0,0.17691723614274868,0.0,0.0,0.0,1.0
8,B2,C1,CALIBRATION,2634,466,0.17691723614274868,0.6122739258508465,0.2916796640611899,0.14972985144644627,0.09055165552008337,0.1485425488344377,0.9699570815450643,0.9596899224806201,0.9055839480645265,0.19039595619208088,0.11346863468634687,0.030042918454935674,0.04031007751937987,0.9012908124525436
8,B2,C2,CALIBRATION,2634,466,0.17691723614274868,0.7650204694107027,0.4976949284916073,0.1360765018661244,0.12445292134098446,0.03034461619942665,1.0,1.0,1.0,0.17691723614274868,0.0,0.0,0.0,1.0
8,B2,C3,CALIBRATION,2634,466,0.17691723614274868,0.664443703181667,0.4681624169802978,0.1389003588997017,0.14670994240527543,0.04084653779864311,0.9055793991416309,0.931782945736434,0.9393627804450243,0.16413846752236483,0.008763837638376383,0.09442060085836912,0.06821705426356595,0.9760820045558086
8,B3,C0,CALIBRATION,2634,466,0.17691723614274868,0.5,0.17691723614274868,0.14641151274927763,0.02817774034442938,0.14873949579831933,1.0,1.0,1.0,0.17691723614274868,0.0,0.0,0.0,1.0
8,B3,C1,CALIBRATION,2634,466,0.17691723614274868,0.6122739258508465,0.2916796640611899,0.14972985144644627,0.09055165552008337,0.1485425488344377,0.9699570815450643,0.9596899224806201,0.9007986125978446,0.19039595619208088,0.11346863468634687,0.030042918454935674,0.04031007751937987,0.9012908124525436
8,B3,C2,CALIBRATION,2634,466,0.17691723614274868,0.7650204694107027,0.4976949284916073,0.1360765018661244,0.12445292134098446,0.03034461619942665,1.0,1.0,1.0,0.17691723614274868,0.0,0.0,0.0,1.0
8,B3,C3,CALIBRATION,2634,466,0.17691723614274868,0.664443703181667,0.4681624169802978,0.1389003588997017,0.14670994240527543,0.04084653779864311,0.9055793991416309,0.931782945736434,0.9342182422101145,0.16413846752236483,0.008763837638376383,0.09442060085836912,0.06821705426356595,0.9760820045558086
12,B0,C0,DEVELOPMENT,4346,1447,0.3329498389323516,0.5,0.3329498389323516,0.27480512044562283,0.2295884943945365,0.10336134453781512,1.0,1.0,1.0,0.3329498389323516,0.0,0.0,0.0,1.0
12,B0,C1,DEVELOPMENT,4346,1447,0.3329498389323516,0.8367419549624265,0.7327390551105237,0.2551817001446469,0.26410196415209014,0.0485980728198765,0.921907394609537,0.8550555230859147,0.45534683588733693,0.5039667548167737,0.547085201793722,0.07809260539046303,0.1449444769140853,0.6090658076392085
12,B0,C2,DEVELOPMENT,4346,1447,0.3329498389323516,0.927011268332883,0.8968941899602678,0.1250910832297279,0.22109865741664456,0.009351572077995382,0.986869384934347,0.9871420222092344,0.9956400979919725,0.3930635838150289,0.2393928941014143,0.01313061506565305,0.012857977790765585,0.8359410952600093
12,B0,C3,DEVELOPMENT,4346,1447,0.3329498389323516,0.7632840769390488,0.6106079104283018,0.2925473891408174,0.32405289711008073,0.020635008811950684,0.9986178299930891,0.9953243717124488,0.9818243556550227,0.3333333333333333,0.003104518799586064,0.0013821700069108767,0.004675628287551192,0.9974689369535205
12,B1,C0,DEVELOPMENT,4346,1447,0.3329498389323516,0.5,0.3329498389323516,0.27480512044562283,0.2295884943945365,0.10336134453781512,1.0,1.0,1.0,0.3329498389323516,0.0,0.0,0.0,1.0
12,B1,C1,DEVELOPMENT,4346,1447,0.3329498389323516,0.8367419549624265,0.7327390551105237,0.2551817001446469,0.26410196415209014,0.0485980728198765,0.921907394609537,0.8550555230859147,0.6871963567335299,0.5039667548167737,0.547085201793722,0.07809260539046303,0.1449444769140853,0.6090658076392085
12,B1,C2,DEVELOPMENT,4346,1447,0.3329498389323516,0.927011268332883,0.8968941899602678,0.1250910832297279,0.22109865741664456,0.009351572077995382,0.986869384934347,0.9871420222092344,0.9924672968208217,0.3930635838150289,0.2393928941014143,0.01313061506565305,0.012857977790765585,0.8359410952600093
12,B1,C3,DEVELOPMENT,4346,1447,0.3329498389323516,0.7632840769390488,0.6106079104283018,0.2925473891408174,0.32405289711008073,0.020635008811950684,0.9986178299930891,0.9953243717124488,0.9882378232526595,0.3333333333333333,0.003104518799586064,0.0013821700069108767,0.004675628287551192,0.9974689369535205
12,B2,C0,DEVELOPMENT,4346,1447,0.3329498389323516,0.5,0.3329498389323516,0.27480512044562283,0.2295884943945365,0.10336134453781512,1.0,1.0,1.0,0.3329498389323516,0.0,0.0,0.0,1.0
