record_kind,figshare_file_id,filename,bytes,compressed_bytes,figshare_MD5,local_MD5,local_SHA256,file_type,compression_container,table_row_count,column_names_json,apparent_role,GPU_type,node_count,GPU_count,canonical_content_path,duplicate_content_alias,source_archive_sha256,source_code_commit
FIGSHARE_DOWNLOAD,62953543.0,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare.zip,209685111,209685111,f44c1bccc233ffe11916432d720a8034,f44c1bccc233ffe11916432d720a8034,c0ccebea568612f5445b70c3baa7ce659935a949e5cc8f345a0af907739fa6f3,.zip,ZIP,,[],FROZEN_FIGSHARE_V1_CONTAINER,NOT_APPLICABLE,,,,False,c0ccebea568612f5445b70c3baa7ce659935a949e5cc8f345a0af907739fa6f3,daaab77dfa52a6805cda0352874431e02700bbce
ARCHIVE_MEMBER,,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/LICENSE,19658,5865,,d11e2940221591fbb5c72b8810249719,00928e34fa87dd4d57db5f238ca54194ea29865f7f4c1e3aa2ab906ec41c978b,NO_EXTENSION,ZIP_MEMBER_DEFLATE,,[],DOCUMENTATION_OR_PARAMETER_NOTE,GPU_TYPE_UNKNOWN,,,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/LICENSE,False,c0ccebea568612f5445b70c3baa7ce659935a949e5cc8f345a0af907739fa6f3,daaab77dfa52a6805cda0352874431e02700bbce
ARCHIVE_MEMBER,,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Batch_size_impact/Image_generation_B200_8GPU_Node_ModelSize128_ImageSize32_BatchSize128.csv,18312857,1152455,,f123a8475f0633b11ca07e257142870d,408eac80b1acf411deb4cabab87b1f999c0e4ecf1478d422914800b75c288a00,.csv,ZIP_MEMBER_DEFLATE,45000.0,"[""timestamp"", ""cpu_utilization_percent"", ""cpu_freq_MHz"", ""cpu_power_W"", ""cpu_temp_C"", ""gpu0_utilization_percent"", ""gpu0_mem_utilization"", ""gpu0_Power_TDP"", ""gpu0_mem_used_MB"", ""gpu0_mem_total_MB"", ""gpu0_power_W"", ""gpu0_temp_C"", ""gpu1_utilization_percent"", ""gpu1_mem_utilization"", ""gpu1_Power_TDP"", ""gpu1_mem_used_MB"", ""gpu1_mem_total_MB"", ""gpu1_power_W"", ""gpu1_temp_C"", ""gpu2_utilization_percent"", ""gpu2_mem_utilization"", ""gpu2_Power_TDP"", ""gpu2_mem_used_MB"", ""gpu2_mem_total_MB"", ""gpu2_power_W"", ""gpu2_temp_C"", ""gpu3_utilization_percent"", ""gpu3_mem_utilization"", ""gpu3_Power_TDP"", ""gpu3_mem_used_MB"", ""gpu3_mem_total_MB"", ""gpu3_power_W"", ""gpu3_temp_C"", ""gpu4_utilization_percent"", ""gpu4_mem_utilization"", ""gpu4_Power_TDP"", ""gpu4_mem_used_MB"", ""gpu4_mem_total_MB"", ""gpu4_power_W"", ""gpu4_temp_C"", ""gpu5_utilization_percent"", ""gpu5_mem_utilization"", ""gpu5_Power_TDP"", ""gpu5_mem_used_MB"", ""gpu5_mem_total_MB"", ""gpu5_power_W"", ""gpu5_temp_C"", ""gpu6_utilization_percent"", ""gpu6_mem_utilization"", ""gpu6_Power_TDP"", ""gpu6_mem_used_MB"", ""gpu6_mem_total_MB"", ""gpu6_power_W"", ""gpu6_temp_C"", ""gpu7_utilization_percent"", ""gpu7_mem_utilization"", ""gpu7_Power_TDP"", ""gpu7_mem_used_MB"", ""gpu7_mem_total_MB"", ""gpu7_power_W"", ""gpu7_temp_C""]",IMAGE_GENERATION_DIFFUSION,B200_CONFIRMED,1.0,8.0,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Batch_size_impact/Image_generation_B200_8GPU_Node_ModelSize128_ImageSize32_BatchSize128.csv,False,c0ccebea568612f5445b70c3baa7ce659935a949e5cc8f345a0af907739fa6f3,daaab77dfa52a6805cda0352874431e02700bbce
ARCHIVE_MEMBER,,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Batch_size_impact/Image_generation_B200_8GPU_Node_ModelSize128_ImageSize32_BatchSize256.csv,18192128,1129466,,7bd412277a341d49cba541936bb17e25,6cf954584c02c554d022219c2038520e3dc6411de072550fcb90d38a80e1ead9,.csv,ZIP_MEMBER_DEFLATE,45000.0,"[""timestamp"", ""cpu_utilization_percent"", ""cpu_freq_MHz"", ""cpu_power_W"", ""cpu_temp_C"", ""gpu0_utilization_percent"", ""gpu0_mem_utilization"", ""gpu0_Power_TDP"", ""gpu0_mem_used_MB"", ""gpu0_mem_total_MB"", ""gpu0_power_W"", ""gpu0_temp_C"", ""gpu1_utilization_percent"", ""gpu1_mem_utilization"", ""gpu1_Power_TDP"", ""gpu1_mem_used_MB"", ""gpu1_mem_total_MB"", ""gpu1_power_W"", ""gpu1_temp_C"", ""gpu2_utilization_percent"", ""gpu2_mem_utilization"", ""gpu2_Power_TDP"", ""gpu2_mem_used_MB"", ""gpu2_mem_total_MB"", ""gpu2_power_W"", ""gpu2_temp_C"", ""gpu3_utilization_percent"", ""gpu3_mem_utilization"", ""gpu3_Power_TDP"", ""gpu3_mem_used_MB"", ""gpu3_mem_total_MB"", ""gpu3_power_W"", ""gpu3_temp_C"", ""gpu4_utilization_percent"", ""gpu4_mem_utilization"", ""gpu4_Power_TDP"", ""gpu4_mem_used_MB"", ""gpu4_mem_total_MB"", ""gpu4_power_W"", ""gpu4_temp_C"", ""gpu5_utilization_percent"", ""gpu5_mem_utilization"", ""gpu5_Power_TDP"", ""gpu5_mem_used_MB"", ""gpu5_mem_total_MB"", ""gpu5_power_W"", ""gpu5_temp_C"", ""gpu6_utilization_percent"", ""gpu6_mem_utilization"", ""gpu6_Power_TDP"", ""gpu6_mem_used_MB"", ""gpu6_mem_total_MB"", ""gpu6_power_W"", ""gpu6_temp_C"", ""gpu7_utilization_percent"", ""gpu7_mem_utilization"", ""gpu7_Power_TDP"", ""gpu7_mem_used_MB"", ""gpu7_mem_total_MB"", ""gpu7_power_W"", ""gpu7_temp_C""]",IMAGE_GENERATION_DIFFUSION,B200_CONFIRMED,1.0,8.0,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Batch_size_impact/Image_generation_B200_8GPU_Node_ModelSize128_ImageSize32_BatchSize256.csv,False,c0ccebea568612f5445b70c3baa7ce659935a949e5cc8f345a0af907739fa6f3,daaab77dfa52a6805cda0352874431e02700bbce
ARCHIVE_MEMBER,,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Batch_size_impact/Image_generation_B200_8GPU_Node_ModelSize128_ImageSize32_BatchSize512.csv,18169126,1150054,,a9409224fe1bf41b5d36a516f48d86e7,f46587705b20ec65a8e94ca262504441812275e4f59256f7ccb9c77cb39237b3,.csv,ZIP_MEMBER_DEFLATE,45000.0,"[""timestamp"", ""cpu_utilization_percent"", ""cpu_freq_MHz"", ""cpu_power_W"", ""cpu_temp_C"", ""gpu0_utilization_percent"", ""gpu0_mem_utilization"", ""gpu0_Power_TDP"", ""gpu0_mem_used_MB"", ""gpu0_mem_total_MB"", ""gpu0_power_W"", ""gpu0_temp_C"", ""gpu1_utilization_percent"", ""gpu1_mem_utilization"", ""gpu1_Power_TDP"", ""gpu1_mem_used_MB"", ""gpu1_mem_total_MB"", ""gpu1_power_W"", ""gpu1_temp_C"", ""gpu2_utilization_percent"", ""gpu2_mem_utilization"", ""gpu2_Power_TDP"", ""gpu2_mem_used_MB"", ""gpu2_mem_total_MB"", ""gpu2_power_W"", ""gpu2_temp_C"", ""gpu3_utilization_percent"", ""gpu3_mem_utilization"", ""gpu3_Power_TDP"", ""gpu3_mem_used_MB"", ""gpu3_mem_total_MB"", ""gpu3_power_W"", ""gpu3_temp_C"", ""gpu4_utilization_percent"", ""gpu4_mem_utilization"", ""gpu4_Power_TDP"", ""gpu4_mem_used_MB"", ""gpu4_mem_total_MB"", ""gpu4_power_W"", ""gpu4_temp_C"", ""gpu5_utilization_percent"", ""gpu5_mem_utilization"", ""gpu5_Power_TDP"", ""gpu5_mem_used_MB"", ""gpu5_mem_total_MB"", ""gpu5_power_W"", ""gpu5_temp_C"", ""gpu6_utilization_percent"", ""gpu6_mem_utilization"", ""gpu6_Power_TDP"", ""gpu6_mem_used_MB"", ""gpu6_mem_total_MB"", ""gpu6_power_W"", ""gpu6_temp_C"", ""gpu7_utilization_percent"", ""gpu7_mem_utilization"", ""gpu7_Power_TDP"", ""gpu7_mem_used_MB"", ""gpu7_mem_total_MB"", ""gpu7_power_W"", ""gpu7_temp_C""]",IMAGE_GENERATION_DIFFUSION,B200_CONFIRMED,1.0,8.0,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Batch_size_impact/Image_generation_B200_8GPU_Node_ModelSize128_ImageSize32_BatchSize512.csv,False,c0ccebea568612f5445b70c3baa7ce659935a949e5cc8f345a0af907739fa6f3,daaab77dfa52a6805cda0352874431e02700bbce
ARCHIVE_MEMBER,,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Image_size_impact/Image_generation_B200_8GPU_Node_ModelSize128_ImageSize128_BatchSize128.csv,18880452,1283547,,b9b1c36c20897f7f42232c6b7dab5c15,010c9bd9e04d4fca6581fa0b9ba3aec0eeebd257261c28dc5407074fadf6206e,.csv,ZIP_MEMBER_DEFLATE,45000.0,"[""timestamp"", ""cpu_utilization_percent"", ""cpu_freq_MHz"", ""cpu_power_W"", ""cpu_temp_C"", ""gpu0_utilization_percent"", ""gpu0_mem_utilization"", ""gpu0_Power_TDP"", ""gpu0_mem_used_MB"", ""gpu0_mem_total_MB"", ""gpu0_power_W"", ""gpu0_temp_C"", ""gpu1_utilization_percent"", ""gpu1_mem_utilization"", ""gpu1_Power_TDP"", ""gpu1_mem_used_MB"", ""gpu1_mem_total_MB"", ""gpu1_power_W"", ""gpu1_temp_C"", ""gpu2_utilization_percent"", ""gpu2_mem_utilization"", ""gpu2_Power_TDP"", ""gpu2_mem_used_MB"", ""gpu2_mem_total_MB"", ""gpu2_power_W"", ""gpu2_temp_C"", ""gpu3_utilization_percent"", ""gpu3_mem_utilization"", ""gpu3_Power_TDP"", ""gpu3_mem_used_MB"", ""gpu3_mem_total_MB"", ""gpu3_power_W"", ""gpu3_temp_C"", ""gpu4_utilization_percent"", ""gpu4_mem_utilization"", ""gpu4_Power_TDP"", ""gpu4_mem_used_MB"", ""gpu4_mem_total_MB"", ""gpu4_power_W"", ""gpu4_temp_C"", ""gpu5_utilization_percent"", ""gpu5_mem_utilization"", ""gpu5_Power_TDP"", ""gpu5_mem_used_MB"", ""gpu5_mem_total_MB"", ""gpu5_power_W"", ""gpu5_temp_C"", ""gpu6_utilization_percent"", ""gpu6_mem_utilization"", ""gpu6_Power_TDP"", ""gpu6_mem_used_MB"", ""gpu6_mem_total_MB"", ""gpu6_power_W"", ""gpu6_temp_C"", ""gpu7_utilization_percent"", ""gpu7_mem_utilization"", ""gpu7_Power_TDP"", ""gpu7_mem_used_MB"", ""gpu7_mem_total_MB"", ""gpu7_power_W"", ""gpu7_temp_C""]",IMAGE_GENERATION_DIFFUSION,B200_CONFIRMED,1.0,8.0,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Image_size_impact/Image_generation_B200_8GPU_Node_ModelSize128_ImageSize128_BatchSize128.csv,False,c0ccebea568612f5445b70c3baa7ce659935a949e5cc8f345a0af907739fa6f3,daaab77dfa52a6805cda0352874431e02700bbce
ARCHIVE_MEMBER,,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Image_size_impact/Image_generation_B200_8GPU_Node_ModelSize128_ImageSize32_BatchSize128.csv,18312857,1152455,,f123a8475f0633b11ca07e257142870d,408eac80b1acf411deb4cabab87b1f999c0e4ecf1478d422914800b75c288a00,.csv,ZIP_MEMBER_DEFLATE,45000.0,"[""timestamp"", ""cpu_utilization_percent"", ""cpu_freq_MHz"", ""cpu_power_W"", ""cpu_temp_C"", ""gpu0_utilization_percent"", ""gpu0_mem_utilization"", ""gpu0_Power_TDP"", ""gpu0_mem_used_MB"", ""gpu0_mem_total_MB"", ""gpu0_power_W"", ""gpu0_temp_C"", ""gpu1_utilization_percent"", ""gpu1_mem_utilization"", ""gpu1_Power_TDP"", ""gpu1_mem_used_MB"", ""gpu1_mem_total_MB"", ""gpu1_power_W"", ""gpu1_temp_C"", ""gpu2_utilization_percent"", ""gpu2_mem_utilization"", ""gpu2_Power_TDP"", ""gpu2_mem_used_MB"", ""gpu2_mem_total_MB"", ""gpu2_power_W"", ""gpu2_temp_C"", ""gpu3_utilization_percent"", ""gpu3_mem_utilization"", ""gpu3_Power_TDP"", ""gpu3_mem_used_MB"", ""gpu3_mem_total_MB"", ""gpu3_power_W"", ""gpu3_temp_C"", ""gpu4_utilization_percent"", ""gpu4_mem_utilization"", ""gpu4_Power_TDP"", ""gpu4_mem_used_MB"", ""gpu4_mem_total_MB"", ""gpu4_power_W"", ""gpu4_temp_C"", ""gpu5_utilization_percent"", ""gpu5_mem_utilization"", ""gpu5_Power_TDP"", ""gpu5_mem_used_MB"", ""gpu5_mem_total_MB"", ""gpu5_power_W"", ""gpu5_temp_C"", ""gpu6_utilization_percent"", ""gpu6_mem_utilization"", ""gpu6_Power_TDP"", ""gpu6_mem_used_MB"", ""gpu6_mem_total_MB"", ""gpu6_power_W"", ""gpu6_temp_C"", ""gpu7_utilization_percent"", ""gpu7_mem_utilization"", ""gpu7_Power_TDP"", ""gpu7_mem_used_MB"", ""gpu7_mem_total_MB"", ""gpu7_power_W"", ""gpu7_temp_C""]",IMAGE_GENERATION_DIFFUSION,B200_CONFIRMED,1.0,8.0,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Batch_size_impact/Image_generation_B200_8GPU_Node_ModelSize128_ImageSize32_BatchSize128.csv,True,c0ccebea568612f5445b70c3baa7ce659935a949e5cc8f345a0af907739fa6f3,daaab77dfa52a6805cda0352874431e02700bbce
ARCHIVE_MEMBER,,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Image_size_impact/Image_generation_B200_8GPU_Node_ModelSize128_ImageSize64_BatchSize128.csv,18216168,1179023,,67322627f03e22dd607ea84826a88d03,255d1c7bc5f97f0330fa335bc6184cd6fbf5ff5fdbae004f677f615ca3a46165,.csv,ZIP_MEMBER_DEFLATE,45000.0,"[""timestamp"", ""cpu_utilization_percent"", ""cpu_freq_MHz"", ""cpu_power_W"", ""cpu_temp_C"", ""gpu0_utilization_percent"", ""gpu0_mem_utilization"", ""gpu0_Power_TDP"", ""gpu0_mem_used_MB"", ""gpu0_mem_total_MB"", ""gpu0_power_W"", ""gpu0_temp_C"", ""gpu1_utilization_percent"", ""gpu1_mem_utilization"", ""gpu1_Power_TDP"", ""gpu1_mem_used_MB"", ""gpu1_mem_total_MB"", ""gpu1_power_W"", ""gpu1_temp_C"", ""gpu2_utilization_percent"", ""gpu2_mem_utilization"", ""gpu2_Power_TDP"", ""gpu2_mem_used_MB"", ""gpu2_mem_total_MB"", ""gpu2_power_W"", ""gpu2_temp_C"", ""gpu3_utilization_percent"", ""gpu3_mem_utilization"", ""gpu3_Power_TDP"", ""gpu3_mem_used_MB"", ""gpu3_mem_total_MB"", ""gpu3_power_W"", ""gpu3_temp_C"", ""gpu4_utilization_percent"", ""gpu4_mem_utilization"", ""gpu4_Power_TDP"", ""gpu4_mem_used_MB"", ""gpu4_mem_total_MB"", ""gpu4_power_W"", ""gpu4_temp_C"", ""gpu5_utilization_percent"", ""gpu5_mem_utilization"", ""gpu5_Power_TDP"", ""gpu5_mem_used_MB"", ""gpu5_mem_total_MB"", ""gpu5_power_W"", ""gpu5_temp_C"", ""gpu6_utilization_percent"", ""gpu6_mem_utilization"", ""gpu6_Power_TDP"", ""gpu6_mem_used_MB"", ""gpu6_mem_total_MB"", ""gpu6_power_W"", ""gpu6_temp_C"", ""gpu7_utilization_percent"", ""gpu7_mem_utilization"", ""gpu7_Power_TDP"", ""gpu7_mem_used_MB"", ""gpu7_mem_total_MB"", ""gpu7_power_W"", ""gpu7_temp_C""]",IMAGE_GENERATION_DIFFUSION,B200_CONFIRMED,1.0,8.0,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Image_size_impact/Image_generation_B200_8GPU_Node_ModelSize128_ImageSize64_BatchSize128.csv,False,c0ccebea568612f5445b70c3baa7ce659935a949e5cc8f345a0af907739fa6f3,daaab77dfa52a6805cda0352874431e02700bbce
ARCHIVE_MEMBER,,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Model_size_impact/Image_generation_B200_8GPU_Node_ModelSize128_ImageSize32_BatchSize128.csv,18312857,1152455,,f123a8475f0633b11ca07e257142870d,408eac80b1acf411deb4cabab87b1f999c0e4ecf1478d422914800b75c288a00,.csv,ZIP_MEMBER_DEFLATE,45000.0,"[""timestamp"", ""cpu_utilization_percent"", ""cpu_freq_MHz"", ""cpu_power_W"", ""cpu_temp_C"", ""gpu0_utilization_percent"", ""gpu0_mem_utilization"", ""gpu0_Power_TDP"", ""gpu0_mem_used_MB"", ""gpu0_mem_total_MB"", ""gpu0_power_W"", ""gpu0_temp_C"", ""gpu1_utilization_percent"", ""gpu1_mem_utilization"", ""gpu1_Power_TDP"", ""gpu1_mem_used_MB"", ""gpu1_mem_total_MB"", ""gpu1_power_W"", ""gpu1_temp_C"", ""gpu2_utilization_percent"", ""gpu2_mem_utilization"", ""gpu2_Power_TDP"", ""gpu2_mem_used_MB"", ""gpu2_mem_total_MB"", ""gpu2_power_W"", ""gpu2_temp_C"", ""gpu3_utilization_percent"", ""gpu3_mem_utilization"", ""gpu3_Power_TDP"", ""gpu3_mem_used_MB"", ""gpu3_mem_total_MB"", ""gpu3_power_W"", ""gpu3_temp_C"", ""gpu4_utilization_percent"", ""gpu4_mem_utilization"", ""gpu4_Power_TDP"", ""gpu4_mem_used_MB"", ""gpu4_mem_total_MB"", ""gpu4_power_W"", ""gpu4_temp_C"", ""gpu5_utilization_percent"", ""gpu5_mem_utilization"", ""gpu5_Power_TDP"", ""gpu5_mem_used_MB"", ""gpu5_mem_total_MB"", ""gpu5_power_W"", ""gpu5_temp_C"", ""gpu6_utilization_percent"", ""gpu6_mem_utilization"", ""gpu6_Power_TDP"", ""gpu6_mem_used_MB"", ""gpu6_mem_total_MB"", ""gpu6_power_W"", ""gpu6_temp_C"", ""gpu7_utilization_percent"", ""gpu7_mem_utilization"", ""gpu7_Power_TDP"", ""gpu7_mem_used_MB"", ""gpu7_mem_total_MB"", ""gpu7_power_W"", ""gpu7_temp_C""]",IMAGE_GENERATION_DIFFUSION,B200_CONFIRMED,1.0,8.0,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Batch_size_impact/Image_generation_B200_8GPU_Node_ModelSize128_ImageSize32_BatchSize128.csv,True,c0ccebea568612f5445b70c3baa7ce659935a949e5cc8f345a0af907739fa6f3,daaab77dfa52a6805cda0352874431e02700bbce
ARCHIVE_MEMBER,,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Model_size_impact/Image_generation_B200_8GPU_Node_ModelSize256_ImageSize32_BatchSize128.csv,18233043,1101029,,f3cd57768a6c7d97eb09e49c8197457b,ade33ae0003599138bfa02011ed5df5b853f06c04c6335f3a8696cbf610ec132,.csv,ZIP_MEMBER_DEFLATE,45000.0,"[""timestamp"", ""cpu_utilization_percent"", ""cpu_freq_MHz"", ""cpu_power_W"", ""cpu_temp_C"", ""gpu0_utilization_percent"", ""gpu0_mem_utilization"", ""gpu0_Power_TDP"", ""gpu0_mem_used_MB"", ""gpu0_mem_total_MB"", ""gpu0_power_W"", ""gpu0_temp_C"", ""gpu1_utilization_percent"", ""gpu1_mem_utilization"", ""gpu1_Power_TDP"", ""gpu1_mem_used_MB"", ""gpu1_mem_total_MB"", ""gpu1_power_W"", ""gpu1_temp_C"", ""gpu2_utilization_percent"", ""gpu2_mem_utilization"", ""gpu2_Power_TDP"", ""gpu2_mem_used_MB"", ""gpu2_mem_total_MB"", ""gpu2_power_W"", ""gpu2_temp_C"", ""gpu3_utilization_percent"", ""gpu3_mem_utilization"", ""gpu3_Power_TDP"", ""gpu3_mem_used_MB"", ""gpu3_mem_total_MB"", ""gpu3_power_W"", ""gpu3_temp_C"", ""gpu4_utilization_percent"", ""gpu4_mem_utilization"", ""gpu4_Power_TDP"", ""gpu4_mem_used_MB"", ""gpu4_mem_total_MB"", ""gpu4_power_W"", ""gpu4_temp_C"", ""gpu5_utilization_percent"", ""gpu5_mem_utilization"", ""gpu5_Power_TDP"", ""gpu5_mem_used_MB"", ""gpu5_mem_total_MB"", ""gpu5_power_W"", ""gpu5_temp_C"", ""gpu6_utilization_percent"", ""gpu6_mem_utilization"", ""gpu6_Power_TDP"", ""gpu6_mem_used_MB"", ""gpu6_mem_total_MB"", ""gpu6_power_W"", ""gpu6_temp_C"", ""gpu7_utilization_percent"", ""gpu7_mem_utilization"", ""gpu7_Power_TDP"", ""gpu7_mem_used_MB"", ""gpu7_mem_total_MB"", ""gpu7_power_W"", ""gpu7_temp_C""]",IMAGE_GENERATION_DIFFUSION,B200_CONFIRMED,1.0,8.0,High-resolution-AI-Data-Center-Training-Workloads-Dataset_FigShare/Node_Dataset/Image Generation Diffusion Models/B200/Model_size_impact/Image_generation_B200_8GPU_Node_ModelSize256_ImageSize32_BatchSize128.csv,False,c0ccebea568612f5445b70c3baa7ce659935a949e5cc8f345a0af907739fa6f3,daaab77dfa52a6805cda0352874431e02700bbce
