GPU_type,physical_GPUs_per_node,active_GPU_state_k,directly_supported,run_count,session_count,workload_class_count,session_node_mean_P05_W,session_node_mean_P50_W,session_node_mean_P95_W,session_node_mean_mean_W,normalization,power_boundary,source_archive_sha256,source_code_commit
H100,8,8,True,16,16,2,1592.5147794388888,2941.211586233333,4278.084075855556,2963.8149894277776,SUM_OF_8_GPU_COMPONENTS_PER_NODE,NVML_GPU_COMPONENT_ONLY_NOT_WHOLE_NODE,c0ccebea568612f5445b70c3baa7ce659935a949e5cc8f345a0af907739fa6f3,daaab77dfa52a6805cda0352874431e02700bbce
