scope,comparison,reduction_pu,reduction_percentage_points,relative_reduction_percent
DA_exact_rho,B0_minus_B1,0.0010175782511826492,0.10175782511826492,0.10746278038597631
DA_exact_rho,B0_minus_B2,0.016863850405982705,1.6863850405982705,1.780930607089785
DA_exact_rho,B0_minus_B3,0.020624689414566744,2.0624689414566744,2.178099292620129
DA_exact_rho,B2_minus_B3,0.003760839008584038,0.3760839008584038,0.40437023888052986
Actual_rho,B0_minus_B1,0.0005976747880003241,0.059767478800032414,0.06330889920771772
Actual_rho,B0_minus_B2,0.010883677357582333,1.0883677357582333,1.1528571167370805
Actual_rho,B0_minus_B3,0.013567908347251967,1.3567908347251967,1.4371851703660299
Actual_rho,B2_minus_B3,0.0026842309896696337,0.26842309896696337,0.2876441800292973
